AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,State,GDP,2347900
3WT783CTPCU0T60NNSA59AJ5HKTCBN,A2A2ZQOK7NKE70,3BFNCI9LYK3NSA3LRFIMMMYVG7H73N,2014-10-28T00:50:32Z,2014-10-28T00:50:56Z,2014-10-28T01:52:15Z,Vermont,27200,
3JZQSN0I3RN3NZS8UGSKIRV5UBWGF4,A8L450UGY77XB,37ZQELHEQ0BDHH3ID44QEITRGD3MNT,2014-10-28T15:01:47Z,2014-10-28T15:02:03Z,2014-10-28T16:02:17Z,Washington,390918,
3IGI0VL648X334MNGNO5V5DGNO5NO1,A2JVHE1ESSF6IQ,39KMGHJ4RZNDT744NTFU59Q15HS00M,2014-10-28T12:50:38Z,2014-10-28T13:04:02Z,2014-10-28T14:07:15Z,Oregon,210242,
32UTUBMZ7H9WSF6NE95AZ27U2RYBVA,A19PATBI3SQNU0,3V0TR1NRVAFQT8KNYWZP6ISRVFJ4AW,2014-10-27T19:58:37Z,2014-10-27T19:59:00Z,2014-10-27T21:02:15Z,Oregon,217228,
3IAEQB9FMFX2M14CIF1CGUE8CM5WD7,A8L450UGY77XB,3PGQRAZX02XARBK1439N77Q4CMOYS6,2014-10-28T14:48:37Z,2014-10-28T14:48:57Z,2014-10-28T15:52:14Z,Maryland,336481,
3Y54SXRO1MYWBMB495MQ3ABXURSTUW,A3PQ0N92R472YJ,3SR6AEG6W56L126LT9XO3TJ23B8HY5,2014-10-27T21:20:29Z,2014-10-27T21:20:35Z,2014-10-27T22:22:17Z,South Carolina,177985,
3G5W44VEU8VE3LKMVRJHY4NA26WGKN,A218W8G3SYFPGI,3XUY87HIVPR7ZZII13PQ134RBNTMMT,2014-10-28T02:29:11Z,2014-10-28T02:29:19Z,2014-10-28T03:32:16Z,Alabama,196330,
308Q0PEVB9Q8IG7QHISVT7MA6QH9IL,A2C7EF24WOLC,3EPG8DX9LK3FCVUP1K0W15N0UXEP52,2014-10-28T05:09:10Z,2014-10-28T05:09:28Z,2014-10-28T06:12:14Z,Connecticut,242930,
35H6S234SBD9O9ADCR6PKOR3B3C656,A2JVHE1ESSF6IQ,3G5RUKN2ECGYAXKOOV0L9WN7GEW9NH,2014-10-28T12:55:40Z,2014-10-28T13:05:52Z,2014-10-28T14:07:16Z,Washington,390918,
354P56DE9LGTYBMT7XOPJD1RKY37S7,A2JVHE1ESSF6IQ,360ZO6N6J1WSSFZOCULLWHY7BOM9MH,2014-10-28T12:30:49Z,2014-10-28T12:39:22Z,2014-10-28T13:42:14Z,Illinois,704138,
31T4R4OBOTTDRUXXABYP48X9YU2C71,A2A2ZQOK7NKE70,3UV0D2KX1MWLPZ1V9CLHKJ3ISVWF4K,2014-10-28T00:45:36Z,2014-10-28T00:46:00Z,2014-10-28T01:47:15Z,Hawaii,72400,
3UNH76FOCTI9F05PA9I3KHMIW8UMYB,A2JVHE1ESSF6IQ,3O0M2G5VC6FCOPAI6QLPANH7PX149H,2014-10-28T12:33:19Z,2014-10-28T12:58:35Z,2014-10-28T14:02:14Z,Minnesota,298272,
31LVTDXBL8NGCHBIW2PUC8EWTGTLRA,A31URGVCELAPBD,3MXX6RQ9EVIXGCQPNFHMWDHMU1JP4X,2014-10-28T15:19:03Z,2014-10-28T15:19:30Z,2014-10-28T16:22:14Z,Illinois,751094,
3HMVI3QICK5CJBJ0HNZ50PYFYWIY1W,A20NGV3YRBQT5W,3GVPRXWRPH72IDL4CIP9QS0KZPF7IO,2014-10-27T23:51:35Z,2014-10-27T23:51:49Z,2014-10-28T00:52:15Z,Idaho,62463,
3GS6S824SRAB8DVP79FFCZQ2QPOWN4,A2A2ZQOK7NKE70,3ZICQFRS31V7XDGKVH5EH7W95VTZZ4,2014-10-28T00:48:52Z,2014-10-28T00:49:17Z,2014-10-28T01:52:15Z,North Dakota,46000,
3A1PQ49WVIUQXGTB7NVHEP3C81Q1HN,A8L450UGY77XB,3P458N04Q1USM7DT5S8FXB6RCMX2X3,2014-10-28T14:46:40Z,2014-10-28T14:47:05Z,2014-10-28T15:47:16Z,Massachusetts,446323,
33JKGHPFYD7F311B379S31OBSOVNMR,A31URGVCELAPBD,3A9LA2FRWSRW1XGBODBMKFCT15EHXZ,2014-10-28T15:27:08Z,2014-10-28T15:27:30Z,2014-10-28T16:32:14Z,Alabama,196330,
3LQ8PUHQFM51XMP9FUGN6OKYP2HHI9,A1JP58Y4XAT7EU,3IH9TRB0FBCO7R62N280PI97W3E1IK,2014-10-28T00:18:17Z,2014-10-28T00:19:09Z,2014-10-28T01:22:14Z,Colorado,295308,
3EG49X351VPIQSUNIXPKC7IN41V6XN,A19PATBI3SQNU0,3LEG2HW4UF0BMLM85Y2TR46K8H0F2O,2014-10-27T20:02:09Z,2014-10-27T20:02:37Z,2014-10-27T21:07:15Z,Nevada,143503,
3IKZ72A5B5T9XR9UHK5F8B42VNIFNB,A8L450UGY77XB,3PKVGQTFIHXYQWKOPE9IHXL8QK5YRI,2014-10-28T14:53:06Z,2014-10-28T14:53:19Z,2014-10-28T15:57:15Z,Missouri,269356,
3IQ1VMJRYUXTCYOS5U0IC9YRTH7A9B,A19PATBI3SQNU0,3JMNNNO3B1HDX783VNCTVSSK3KR2WA,2014-10-28T02:10:33Z,2014-10-28T02:11:12Z,2014-10-28T03:12:14Z,Maine,57821,
32EYX73OY1MJV7YC5GHV3VAF67IRU6,A2JVHE1ESSF6IQ,3UOMW19E6DJWI6LLWFEQH5OTVEZC5B,2014-10-28T12:33:00Z,2014-10-28T12:55:15Z,2014-10-28T13:57:15Z,Idaho,58231,
3DEL4X4EL7YK9C4TOGKCVY2G3CIXYA,A8L450UGY77XB,3NQUW096N6L8MXH3CIK6W4JIBJW9LF,2014-10-28T15:00:39Z,2014-10-28T15:01:00Z,2014-10-28T16:02:16Z,California,2125717,
3VJ40NV2QJ01YHR7DJAH44J8C54TOJ,A3PQ0N92R472YJ,385MDVINFCSD336B28ILU9E15VCJWD,2014-10-27T21:19:04Z,2014-10-27T21:19:10Z,2014-10-27T22:22:16Z,New Hampshire,66111,
3Z7EFSHGNAR7693OSO2NY7AX0N5XC5,A19PATBI3SQNU0,3YGYP13641M4EXGAIC070HN1M02RNM,2014-10-27T19:42:49Z,2014-10-27T19:43:34Z,2014-10-27T20:47:15Z,Pennsylvania,647443,
3JJVG1YBECAFULR88INXV4DVP3Z5B0,A3PQ0N92R472YJ,3BKZLF990ZCYEV5OCZKIC7B3UY3YQH,2014-10-27T21:15:25Z,2014-10-27T21:15:33Z,2014-10-27T22:17:15Z,California,2125717,
3F6HPJW4JEDFJR6WLQHVKBN4FUX2WJ,A2A2ZQOK7NKE70,32W3UF2EZOYEMNHLIAVGCDIFVI4C46,2014-10-28T00:35:03Z,2014-10-28T00:35:28Z,2014-10-28T01:37:16Z,Ohio,509300,
35K3O9HUACQ53LWHOL2WIOATHVEEFI,A2JVHE1ESSF6IQ,3ZURAPD28804X04CMU2FMLWFGBMF17,2014-10-28T12:56:32Z,2014-10-28T13:06:31Z,2014-10-28T14:07:16Z,Wyoming,41839,
3QAPZX2QN5QMB15BSJOADGE0EQY20Z,A2JVHE1ESSF6IQ,3087LXLJ6MT4QBJUQBYF8GD5BJGF04,2014-10-28T12:38:40Z,2014-10-28T12:50:35Z,2014-10-28T13:52:14Z,Alabama,189542,
3LEP4MGT3HDAYY61NO5GTG1N2LDDBY,A2C7EF24WOLC,3ZG552ORAMH0II8Y5D7X9Q96WBP2V0,2014-10-28T05:18:44Z,2014-10-28T05:19:04Z,2014-10-28T06:22:14Z,Rhode Island,51566,
3UWN2HHPUZII1WEGN45EFANHKDCSN7,A1UOE2L1FXNFET,356ZPKYPUHUDEJ49CM5TC2LTP2HYPQ,2014-10-28T15:02:41Z,2014-10-28T15:02:54Z,2014-10-28T16:07:15Z,Illinois,704138,
3PM8NZGV8ZTB0AD7X63IICZE43ZXQ5,A21XM6X2MUS3F7,3X55NP42EOTCYG7LN1C3M8PGG1NP3C,2014-10-28T13:48:28Z,2014-10-28T13:55:17Z,2014-10-28T14:57:14Z,Alabama,183500,
3KGTPGBS6YY2RNHRQQ2U2N27UF32U3,A2JVHE1ESSF6IQ,3OZ4VAIBEXS0OE66CYDP87VNYMAJV3,2014-10-28T12:37:47Z,2014-10-28T13:03:10Z,2014-10-28T14:07:15Z,North Dakota,49509,
3TXWC2NHN03XCUAMMUM9X9SXFN19ST,A19PATBI3SQNU0,3DTJ4WT8BDS9MIPOZUR1WXVRHPKEZD,2014-10-27T20:01:11Z,2014-10-27T20:01:44Z,2014-10-27T21:02:15Z,Iowa,165597,
39OWYR0EPL439QD8OMEQPR29Z7IFYX,A2JVHE1ESSF6IQ,3IWA71V4TITG48WUSUKINON3SRYX6E,2014-10-28T12:53:22Z,2014-10-28T13:05:01Z,2014-10-28T14:07:15Z,Tennessee,280485,
36NEMU28XGQ5QVAPV80FZK12L0ZMWH,A31URGVCELAPBD,3I7KR83SNAQX2RZLRI85H463MJR9KC,2014-10-28T15:19:31Z,2014-10-28T15:20:04Z,2014-10-28T16:22:14Z,Pennsylvania,647443,
3A1COHJ8NK888GDW684WTZQKM6C8HS,A2A2ZQOK7NKE70,3OWZNK3RYL2053JY0NXSD47NI4G2UB,2014-10-28T00:42:41Z,2014-10-28T00:43:12Z,2014-10-28T01:47:14Z,Kansas,138900,
3E4GGUZ1T94OORCFWCYSW0T9SO8K2R,A8L450UGY77XB,3CVBMEMMXBT2MIAK607OQGZ5ZC07HV,2014-10-28T14:53:20Z,2014-10-28T14:53:35Z,2014-10-28T15:57:15Z,Nebraska,103062,
3FTYUGLFSVY89IPSMEE3QU1VSPZ5DX,A2JVHE1ESSF6IQ,3RQVKZ7ZRKWY7S72NF4H3CT3ATH72C,2014-10-28T12:33:09Z,2014-10-28T12:57:11Z,2014-10-28T13:57:15Z,Kentucky,177967,
3L6L49WXW1AV9M6ZT3DANQ7PFBJ45U,A3PQ0N92R472YJ,3D4BBDG7ZH9T4RYHIWQX28Q9HI8C3L,2014-10-27T21:16:51Z,2014-10-27T21:16:57Z,2014-10-27T22:17:16Z,Iowa,156606,
30MVJZJNHNQ4DRRWZ0DV581AJ4S9JH,A3PQ0N92R472YJ,3TLFH2L6Y91L5Q490I7I88LLZQ92TK,2014-10-27T21:19:48Z,2014-10-27T21:19:54Z,2014-10-27T22:22:17Z,Ohio,548526,
3WRFBPLXRB1EHFT1XP4D72F5SWNN3I,A3PQ0N92R472YJ,3D0LPO3EABCVTJS8XMSEN2G3FXLYO9,2014-10-27T21:19:33Z,2014-10-27T21:19:40Z,2014-10-27T22:22:17Z,North Carolina,452358,
3HWRJOOET6FE7Q13U52VPNT86L7SEE,A2JVHE1ESSF6IQ,3KLL7H3EGDE4X8BGOYA4WUF8LU6HVW,2014-10-28T12:53:57Z,2014-10-28T13:05:11Z,2014-10-28T14:07:15Z,Texas,1463021,
3OJSZ2ATDT9SS9OIV1BHQ2RZ6DE57K,A1JP58Y4XAT7EU,3EKTG13IZUGNTH0X1ROB1QP2BI3MLR,2014-10-27T23:55:34Z,2014-10-27T23:56:10Z,2014-10-28T00:57:15Z,Texas,1308132,
36NEMU28XGQ5QVAPV80FZK12L0XWMP,A8L450UGY77XB,391JB9X4ZYLC9BIFGRCAMQCNMIYMKO,2014-10-28T14:52:36Z,2014-10-28T14:52:51Z,2014-10-28T15:57:14Z,Kansas,138958,
3G0WWMR1UWX6OGZ3V0G9KA8G2O7QNU,A2A2ZQOK7NKE70,3HXCEECSQM67SN6FZV3V30N7Z1PZYD,2014-10-28T00:36:03Z,2014-10-28T00:36:18Z,2014-10-28T01:37:16Z,Virginia,445800,
3KGTPGBS6YY2RNHRQQ2U2N27UEPU2F,A218W8G3SYFPGI,3V8JSVE8YY39HSFJ38PIIQMPBVGEYM,2014-10-28T02:31:37Z,2014-10-28T02:31:47Z,2014-10-28T03:32:17Z,New Hampshire,69572,
36DSNE9QZ6B7KEV21PWD2YWZE3DOJ9,A3PQ0N92R472YJ,32TMVRKDGNBCAKR81YFBARMW5RJ48S,2014-10-27T21:20:07Z,2014-10-27T21:20:19Z,2014-10-27T22:22:17Z,Pennsylvania,629851,
3O7L7BFSHF2PDCY7PT8HLLNLXNYIE5,A2C7EF24WOLC,3DGDV62G7OMNDYB2J1YY3YKOANNP21,2014-10-28T05:13:18Z,2014-10-28T05:13:35Z,2014-10-28T06:17:14Z,Massachusetts,431937,
3EF8EXOTT28MOMO1VNY2Q2JRLSDJ1R,A218W8G3SYFPGI,3DFYDSXB2WD0BZH6783KCLT4KF1JUE,2014-10-28T02:29:02Z,2014-10-28T02:29:10Z,2014-10-28T03:32:16Z,Oregon,217228,
3AUQQEL7U66V8S3DGT8LFLBBBOS0V6,A2JVHE1ESSF6IQ,3OB6JN3A9Q2YWFVA6BL7N2Y1HASRMM,2014-10-28T12:54:51Z,2014-10-28T13:05:38Z,2014-10-28T14:07:15Z,Virginia,445090,
3KXIR214I5T3APNCBKBCPJ4DV26429,A2C7EF24WOLC,3EHVO81VN5YOBWVIHKQFP68SWQZ1HR,2014-10-28T05:17:10Z,2014-10-28T05:17:28Z,2014-10-28T06:22:14Z,North Carolina,452358,
3H0W84IWBLF26B1QFG2QZDOCKIBREA,A218W8G3SYFPGI,3X878VYTIEVI8MJEBAJONVNSJXN7FX,2014-10-28T02:31:58Z,2014-10-28T02:32:04Z,2014-10-28T03:32:17Z,Idaho,62463,
3ZGVPD4G6UUDXL5EFSLYK2QCWAVZTH,A21XM6X2MUS3F7,3RWO3EJELHMGODT60XYKYFAJIH9P1K,2014-10-28T13:56:16Z,2014-10-28T13:59:37Z,2014-10-28T15:02:14Z,Alaska,52870,
3WYP994K1847QXKXNTBMVLPW671Y6X,A218W8G3SYFPGI,3TFJJUELSH24J92YEWCSJYLHB48C2A,2014-10-28T02:31:11Z,2014-10-28T02:31:21Z,2014-10-28T03:32:17Z,New Mexico,85497,
3IAEQB9FMFX2M14CIF1CGUE8CLMDW3,A2A2ZQOK7NKE70,3511RHPADVREQXDP6ZKSNPJCH52RLK,2014-10-28T00:46:53Z,2014-10-28T00:47:17Z,2014-10-28T01:52:14Z,New Hampshire,64600,
3ZV9H2YQQEK4492FPQV03LSWL953W5,A2C7EF24WOLC,3DQYSJDTYLOKHNP9YC3GZCFG9PMEXG,2014-10-28T05:14:08Z,2014-10-28T05:14:28Z,2014-10-28T06:17:15Z,Minnesota,298272,
3A1PQ49WVIUQXGTB7NVHEP3C81E1HB,A2C7EF24WOLC,3XU9MCX6VOP8PBRHWT2N8TK3B5C2R7,2014-10-28T05:07:56Z,2014-10-28T05:08:12Z,2014-10-28T06:12:14Z,Arkansas,118993,
37Q970SNZFLFNP7RIH7GI3AEHBO1SN,A2A2ZQOK7NKE70,3QD8LUVX4XBKL4WGNBADVI93WWNX5Y,2014-10-28T00:39:59Z,2014-10-28T00:40:17Z,2014-10-28T01:42:15Z,Missouri,258800,
3R2PKQ87NXLNP0QK6RW0YTSU6P1IM6,A21XM6X2MUS3F7,3ZFRE2BDQ9RISIG5UZHTKMGYXVVZX7,2014-10-28T15:32:51Z,2014-10-28T15:35:33Z,2014-10-28T16:37:15Z,Delaware,57130,
358010RM5F635I9OJ5XSOZYMLVCXVX,A2JVHE1ESSF6IQ,3FCO4VKOZ4QQ28JIGZZI5D2S7W87EF,2014-10-28T12:50:36Z,2014-10-28T13:03:47Z,2014-10-28T14:07:15Z,Oklahoma,171432,
37TRT2X24R4N1K6TXKRRWEW0741BJZ,A2A2ZQOK7NKE70,3421H3BM9AU2R7T39X8TGP6Q7UR9JD,2014-10-28T00:59:24Z,2014-10-28T00:59:45Z,2014-10-28T02:02:14Z,Utah,130400,
3CFVK00FWMYNQYDY4EMW1DN0XTBL68,A2JVHE1ESSF6IQ,3VDVA3ILIDSAB007XE8X46WRHQM1GS,2014-10-28T12:51:59Z,2014-10-28T13:04:48Z,2014-10-28T14:07:15Z,South Dakota,43758,
3X87C8JFV7O34TR83WXVJ4IMPN8QSZ,A3PQ0N92R472YJ,3566S7OX5DWRI7P64B43YTJYIN371V,2014-10-27T21:20:00Z,2014-10-27T21:20:06Z,2014-10-27T22:22:17Z,Oregon,210242,
33FBRBDW6PCHR82GKGQVI8T49E7C8N,A1JP58Y4XAT7EU,36KM3FWE3RPRBI4O8S03KO0ODVX70S,2014-10-28T00:16:00Z,2014-10-28T00:18:16Z,2014-10-28T01:22:14Z,Indiana,326933,
336YQZE83WRBDCV5Z7D69KOP13U5MI,A1UOE2L1FXNFET,3I4E7AFQ2KCLBM2H73DA7P7211UJTN,2014-10-28T15:03:07Z,2014-10-28T15:03:19Z,2014-10-28T16:07:15Z,Iowa,156606,
3TVSS0C0E2D93Q09451RLYWUF8PWTM,A2JVHE1ESSF6IQ,3ZURAPD28804X04CMU2FMLWFGBM1FT,2014-10-28T12:32:49Z,2014-10-28T12:53:56Z,2014-10-28T13:57:14Z,Florida,769007,
3TPWUS5F8AESH9YYIJ61WOWQRLDCW5,A19PATBI3SQNU0,3VW0145YLYPHYRCXY6CYLBCA7TYMJP,2014-10-28T02:12:32Z,2014-10-28T02:13:26Z,2014-10-28T03:17:14Z,South Dakota,45443,
3JPSL1DZ5TCE10SM64JNUATBY75ANT,A8L450UGY77XB,30IRMPJWDZW36RV7LZ8R8P6XS5XRKH,2014-10-28T15:01:29Z,2014-10-28T15:01:46Z,2014-10-28T16:02:17Z,Oregon,210242,
3EA3QWIZ4J8R2VG4FOXCK7NM0WCITK,A2A2ZQOK7NKE70,3MD8CKRQZZ08V7PP3E8F7A6KDGXRJI,2014-10-28T00:40:36Z,2014-10-28T00:40:55Z,2014-10-28T01:42:16Z,Connecticut,229300,
3FUI0JHJPYB7DB0RF6KYYOHZNF533R,A218W8G3SYFPGI,3M93N4X8HK0KWMP2I38KXKBGZIGJSY,2014-10-28T02:23:26Z,2014-10-28T02:23:34Z,2014-10-28T03:27:15Z,Georgia,469809,
3N8OEVH1FS3LLPMZH2OIAUDLDY2OO9,A2C7EF24WOLC,3TX9T2ZCB9E33IBFKUL7I32ROTPZWE,2014-10-28T05:05:20Z,2014-10-28T05:06:57Z,2014-10-28T06:07:15Z,Alabama,189542,
3K3R2QNK8CGDR72QBZH9CAAL0LFU9P,A8L450UGY77XB,3MZ3TAMYTL0C0W5JLWNFV9RK018RI6,2014-10-28T14:59:22Z,2014-10-28T14:59:39Z,2014-10-28T16:02:15Z,Idaho,58231,
3RXPCZQMQQOCXKY0NHDZTPRBT12G1S,A2C7EF24WOLC,3SA4EMRVJVFGHO8O4EUKKAR9DP3P0H,2014-10-28T05:18:28Z,2014-10-28T05:18:44Z,2014-10-28T06:22:14Z,Pennsylvania,629851,
3DIP6YHAPD5WO6MUG7WQ8WT7UQHE8F,A19PATBI3SQNU0,391FPZIE4CZ4KTMGJ80Z08DP7NXHU7,2014-10-27T23:12:07Z,2014-10-27T23:12:49Z,2014-10-28T00:17:15Z,New Hampshire,69572,
3WEV0KO0ON59FKN3YARBJ5BN68PDSN,A1JP58Y4XAT7EU,378G7J1SJLB5SNKJO77UXT190NGEWN,2014-10-28T00:12:12Z,2014-10-28T00:12:54Z,2014-10-28T01:17:15Z,Michigan,437247,
3DBQWDE4Y7BHVUG5B8S6MZDP6T2N5Y,A10443E11ZWEHJ,3EQVJH0T40YPKG7RJ3APVCRNO9QHTG,2014-10-28T13:54:54Z,2014-10-28T14:05:13Z,2014-10-28T15:07:14Z,California,2003000,
33JKGHPFYD7F311B379S31OBSOTMNO,A31URGVCELAPBD,3IZPORCT1FMC41UZFE5UVXQ50OTHR3,2014-10-28T14:23:55Z,2014-10-28T14:25:04Z,2014-10-28T15:27:14Z,Texas,1308132,
3TR2532VIQ7HV8PY1TAJLYA8T3TJ6P,A218W8G3SYFPGI,3SMIWMMK61IMHJH5E7MZ1BNCMBAUWK,2014-10-28T02:30:35Z,2014-10-28T02:30:47Z,2014-10-28T03:32:17Z,Missouri,110272,
37Q970SNZFLFNP7RIH7GI3AEHBIS18,A3EE8QFBVSBR6P,3HY86PZXPYVCRM4GRJI943BF4A71EB,2014-10-27T21:48:55Z,2014-10-27T21:49:30Z,2014-10-27T22:52:15Z,Texas,1308132,
3I0BTBYZAYYCCMYIL4V5MKF5T4FY0W,A218W8G3SYFPGI,3IZPORCT1FMC41UZFE5UVXQ50OTRHD,2014-10-28T02:28:45Z,2014-10-28T02:28:52Z,2014-10-28T03:32:15Z,Louisiana,260877,
3C6FJU71TR6SS8AYJB9PBR3C9U1UYF,A8L450UGY77XB,3H5TOKO3D9WP668K8JIDQDQ5ZWT466,2014-10-28T14:56:00Z,2014-10-28T14:56:13Z,2014-10-28T15:57:16Z,Louisiana,251369,
374TNBHA8C800F3H22PK1Q6N68BYQS,A2A2ZQOK7NKE70,3YLPJ8OXX8Q2PLSG96R3QQ3PW0SX4T,2014-10-28T00:36:52Z,2014-10-28T00:37:08Z,2014-10-28T01:37:17Z,Michigan,400500,
3KIBXJ1WD672VY1KJAWP3DWCTSNOKI,A218W8G3SYFPGI,3N2YPY1GI6BSDYKEYX2YBRIVTEEEVD,2014-10-28T02:32:20Z,2014-10-28T02:32:38Z,2014-10-28T03:37:14Z,Arkansas,54702,
3B1NLC6UG09FECH28JOPUL99WG2GPO,A218W8G3SYFPGI,37VUR2VJ6A2XUOK2VSCEEFBCJYUC1T,2014-10-28T02:30:48Z,2014-10-28T02:31:11Z,2014-10-28T03:32:17Z,Nebraska,107889,
3J88R45B2HBQ0YCSXTOTI794Z6WPXN,A1JP58Y4XAT7EU,3Y3N5A7N4GM7TG7WK6D1VYRYKX6YMU,2014-10-28T01:03:29Z,2014-10-28T01:05:01Z,2014-10-28T02:07:14Z,Rhode Island,54663,
3DIP6YHAPD5WO6MUG7WQ8WT7UQKE8I,A1JP58Y4XAT7EU,39TX062QX11H7P9C9SMKGLBJI0WX38,2014-10-28T00:50:54Z,2014-10-28T00:53:36Z,2014-10-28T01:57:14Z,New Mexico,85497,
3Z2R0DQ0JIRL2RK50QNPY5G48QT2E4,A2A2ZQOK7NKE70,3PMR2DOWOOETN2863088Y7C531I45Q,2014-10-28T00:48:05Z,2014-10-28T00:48:27Z,2014-10-28T01:52:14Z,Alaska,51800,
3TXWC2NHN03XCUAMMUM9X9SXFOWS99,A31URGVCELAPBD,33W1NHWFYHYBB17LPPGWVJVSKZ7ZTO,2014-10-28T15:24:55Z,2014-10-28T15:25:18Z,2014-10-28T16:27:15Z,Wisconsin,281741,
31UV0MXWNRPPHT5EESFEHRH8KTG5I6,A19PATBI3SQNU0,3WGCNLZJKFL7ZGQGVO7PYLTU4Y61DI,2014-10-27T19:44:53Z,2014-10-27T19:45:37Z,2014-10-27T20:47:15Z,North Carolina,496092,
35LDD5557BHEVVG86UHCB977YTQKMJ,A31URGVCELAPBD,34OWYT6U3WU6WW9XRFNT4ORQUF29I1,2014-10-28T15:25:39Z,2014-10-28T15:26:00Z,2014-10-28T16:27:15Z,Louisiana,260877,
37TRT2X24R4N1K6TXKRRWEW0744BJ2,A218W8G3SYFPGI,3VIVIU06FKPL3GSRGORY9AXAUE9MID,2014-10-28T02:30:01Z,2014-10-28T02:30:10Z,2014-10-28T03:32:16Z,Nevada,143503,
3G5F9DBFOQA6JS99E1F6LDASX5XVH6,A1UOE2L1FXNFET,3RIHDBQ1NEBL7LH7A69D9YWVU1UMHK,2014-10-28T15:01:55Z,2014-10-28T15:02:06Z,2014-10-28T16:02:17Z,Georgia,438324,
3LS2AMNW5G3O61ZFWFGMZZ8LSY5QO2,A3PQ0N92R472YJ,34ZTTGSNJX1CS0FZ2ZGUQ7G042RHQ2,2014-10-27T21:19:27Z,2014-10-27T21:19:32Z,2014-10-27T22:22:16Z,New York,1280737,
3Z9WI9EOZ01S3HFXFX1ZJ4ZBH7MKH5,A2JVHE1ESSF6IQ,3FTID4TN8LBNNYPBKUCMVLC9KSGYLS,2014-10-28T12:32:57Z,2014-10-28T12:54:52Z,2014-10-28T13:57:14Z,Hawaii,72512,
3NGI5ARFTUIIAXRZQ03MNY53URA1P0,A3PQ0N92R472YJ,3CIS7GGG65WS0JVET7STF5GCF75EUO,2014-10-27T21:17:09Z,2014-10-27T21:17:14Z,2014-10-27T22:22:15Z,Kentucky,177967,
3907X2AHF1IPZI9V9430SHF8MYB2P7,A2JVHE1ESSF6IQ,3VLL1PIENQ1VY92DT8UX19P5LRQOZR,2014-10-28T12:34:10Z,2014-10-28T13:02:07Z,2014-10-28T14:02:15Z,Nebraska,103062,
3180JW2OT5PLC4PKWA0ETSW8X8HJ58,A1NYH6FD37TIU0,3AA88CN98PGC3S7TZU0LGLZUVSBYKP,2014-10-28T01:49:33Z,2014-10-28T01:49:47Z,2014-10-28T02:52:14Z,Rhode Island,49262,
3K3R2QNK8CGDR72QBZH9CAAL0LG9U5,A8L450UGY77XB,34R0BODSP1CBF45ZS6KL7TOWGQD5EY,2014-10-28T14:48:58Z,2014-10-28T14:49:16Z,2014-10-28T15:52:15Z,New Jersey,528788,
3FDJT1UU75LGNOV2EV0QU7WLCX55KH,A19PATBI3SQNU0,3D0LPO3EABCVTJS8XMSEN2G3FXMOY0,2014-10-27T19:45:38Z,2014-10-27T19:46:15Z,2014-10-27T20:47:15Z,Virginia,478747,
3GA6AFUKOP1M7J7QUR902II96LSH3J,A2C7EF24WOLC,37VUR2VJ6A2XUOK2VSCEEFBCJYU1CI,2014-10-28T05:10:31Z,2014-10-28T05:10:48Z,2014-10-28T06:12:15Z,Idaho,58231,
345LHZDEDY5RC5DAUQGZLX7Z0SPU3Q,A218W8G3SYFPGI,389A2A304OVXNZZKZ98E0AS2E6OC0Q,2014-10-28T02:31:48Z,2014-10-28T02:31:57Z,2014-10-28T03:32:17Z,Wyoming,65765,
3UNH76FOCTI9F05PA9I3KHMIW8ZMYG,A31URGVCELAPBD,3P458N04Q1USM7DT5S8FXB6RCMWX2X,2014-10-28T15:20:05Z,2014-10-28T15:20:29Z,2014-10-28T16:22:14Z,Ohio,551881,
3V5Q80FXIY4IST48B66TFEC7H1W236,A3PQ0N92R472YJ,30EV7DWJTV854DM4XQ6K62UCUXS6YT,2014-10-27T21:21:08Z,2014-10-27T21:21:13Z,2014-10-27T22:22:18Z,Virginia,445090,
3DQQ64TANHYBBY72NOS7GOVXQ4SWP3,A218W8G3SYFPGI,3YLTXLH3DFJRSOEK2M15Q2QQZ65HPB,2014-10-28T02:32:53Z,2014-10-28T02:33:02Z,2014-10-28T03:37:15Z,South Dakota,45443,
3WI0P0II625XE5NQJLR6TV6RK67DR0,A2A2ZQOK7NKE70,3H781YYV6TVD06GPT22JA9UAWTYETX,2014-10-28T00:45:13Z,2014-10-28T00:45:35Z,2014-10-28T01:47:15Z,New Mexico,80600,
3YDTZAI2WYTWL45GSGBYK0U83VL41J,A2A2ZQOK7NKE70,3W1K7D6QSBUBFFD4P3PBVPP6ES7BZA,2014-10-28T00:43:13Z,2014-10-28T00:43:47Z,2014-10-28T01:47:14Z,Nevada,133500,
3G5F9DBFOQA6JS99E1F6LDASX5XHVS,A8L450UGY77XB,3ZVPAMTJWNGY45ZOV8NCAXE4LOGRGE,2014-10-28T14:56:45Z,2014-10-28T14:56:58Z,2014-10-28T15:57:16Z,South Carolina,177985,
3A1PQ49WVIUQXGTB7NVHEP3C81EH1R,A2C7EF24WOLC,3EGKVCRQFW5BAP3ZTHNSHIG48Y3BYJ,2014-10-28T05:10:16Z,2014-10-28T05:10:31Z,2014-10-28T06:12:15Z,Hawaii,72512,
3ZAK8W07I5RVVDEDB3YGJZ9SXHMU0E,A31URGVCELAPBD,371Q3BEXDHMAW1U60PB6LEZ6IGTZSZ,2014-10-28T15:22:39Z,2014-10-28T15:22:59Z,2014-10-28T16:27:14Z,Maryland,344373,
