AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.company,Answer.employees
37WLF8U1WQ3C6SVGJEAVMDALIP26KO,A2F6ZON8X5EAGL,3511RHPADVREQXDP6ZKSNPJDORTRLS,Thu Jun 04 15:59:36 PDT 2015,Thu Jun 04 16:00:28 PDT 2015,2015-06-05 00:02:47 UTC,Texas Instruments,34759
3WYP994K1847QXKXNTBMVLPWG36Y64,ANFWGSQ8BQRZ,3KA7IJSNW6IH1BBY2UR94RNTBFRBPX,Thu Jun 04 14:25:39 PDT 2015,Thu Jun 04 14:27:27 PDT 2015,Thu Jun 04 14:41:50 PDT 2015,Texas Instruments,34759
32M8BPYGAUZNXQUYVOY5LO8XKZJIGU,A3CC9BWPLAR31J,3FBEFUUYRKI48VO1HKS43GC6YSG6AR,Thu Jun 04 16:48:43 PDT 2015,Thu Jun 04 16:49:16 PDT 2015,2015-06-05 00:52:46 UTC,Tessera Technologies  Inc,203
3G5F9DBFOQA6JS99E1F6LDAS72QVH3,A2I159VITLD19Y,3BVS8WK9Q08PKPOUPZ1PVUMHP2OIBM,Fri Jun 05 03:14:34 PDT 2015,Fri Jun 05 03:14:46 PDT 2015,2015-06-05 11:17:38 UTC,Tessera Technologies  Inc,203
3KYQYYSHYWKUHSVARTA2Z01MJGZODI,AEK2SAEL9GG39,30ZKOOGW2WJ919N4BEGN8KLPQH01AO,Thu Jun 04 15:59:47 PDT 2015,Thu Jun 04 16:00:36 PDT 2015,2015-06-05 00:02:47 UTC,Tesla Motors,10161
3LS2AMNW5G3O61ZFWFGMZZ8L2WPQOS,A2I159VITLD19Y,37NXA7GVSTJ6J4U6FJP2OM8G9YYVLJ,Fri Jun 05 03:13:36 PDT 2015,Fri Jun 05 03:13:49 PDT 2015,2015-06-05 11:17:38 UTC,Tesla Motors,10161
36V4Q8R5ZLD06YE3JZ197VJG7VBQMC,A3CC9BWPLAR31J,38VTL6WC4AQ9L9MQS7WFEWGD5O85YK,Thu Jun 04 16:31:33 PDT 2015,Thu Jun 04 16:33:21 PDT 2015,2015-06-05 00:37:50 UTC,Teradata Corporation,11500
3HYA4D452SWD85K1V17VGN14UPPF2M,A3N6Z886JPK4BG,31HLTCK4BL8QXCG54SSMBU38DHCVGD,Fri Jun 05 04:46:15 PDT 2015,Fri Jun 05 05:02:09 PDT 2015,2015-06-05 13:02:41 UTC,Teradata Corporation,11500
3PWWM24LHTB4TQAENN1P6VKI7K882S,AEK2SAEL9GG39,3SA4EMRVJVFGHO8O4EUKKARAKBUP0P,Thu Jun 04 16:29:50 PDT 2015,Thu Jun 04 16:30:30 PDT 2015,2015-06-05 00:32:48 UTC,Telligent Systems,100
3G5F9DBFOQA6JS99E1F6LDAS72VHVU,A2I159VITLD19Y,3087LXLJ6MT4QBJUQBYF8GD6I600FS,Fri Jun 05 04:47:07 PDT 2015,Fri Jun 05 04:47:18 PDT 2015,2015-06-05 12:47:39 UTC,TeleWorld Solutions,206
3C6FJU71TR6SS8AYJB9PBR3CJQRYUB,A1WX1XX58WCVTS,3HYV4299H09U2MO1Q4ROJDYOP24E8G,Thu Jun 04 15:30:16 PDT 2015,Thu Jun 04 15:30:32 PDT 2015,2015-06-04 23:33:01 UTC,Telenav Inc,878
39ZSFO5CA992XJFZXB8M14OO6NPUJM,A2I159VITLD19Y,37S0QRNUFBTDTLEAD15OR322E0Y885,Fri Jun 05 04:47:40 PDT 2015,Fri Jun 05 04:50:37 PDT 2015,2015-06-05 12:52:41 UTC,Technossus,12
32M8BPYGAUZNXQUYVOY5LO8XKZIIGT,A2BA9Y6VGW6WS1,3M4KL7H8KV08E7B1L1ZBSFJ3UYA16Y,Thu Jun 04 16:31:30 PDT 2015,Thu Jun 04 16:39:46 PDT 2015,2015-06-05 00:42:47 UTC,Tech Data,9000
3HMIGG0U4MJUUB3LG88KFZLNM078YF,A2I159VITLD19Y,3OPLMF3EU50TBZLXDS3BE5E3NVWNLU,Fri Jun 05 04:34:35 PDT 2015,Fri Jun 05 04:34:44 PDT 2015,2015-06-05 12:37:38 UTC,Tealium,150
3CP1TO84PUEL68RCPPUMUBAR5VB25Q,A3N6Z886JPK4BG,3SV8KD29L45C8IHYVG24US8X89ZKZ5,Fri Jun 05 04:44:18 PDT 2015,Fri Jun 05 04:48:51 PDT 2015,2015-06-05 12:52:40 UTC,Tableau Software Inc,1947
3GA6AFUKOP1M7J7QUR902II9GI2H3X,A2I159VITLD19Y,31N9JPQXIPVRP327M7ODMDLW6ENNHN,Fri Jun 05 04:39:01 PDT 2015,Fri Jun 05 04:39:12 PDT 2015,2015-06-05 12:42:37 UTC,T1Visions,30
3HWRJOOET6FE7Q13U52VPNT8GI9SEK,A3N6Z886JPK4BG,3N5YJ55YXGGCFGUTG1EL5RYSTJXANZ,Fri Jun 05 04:45:34 PDT 2015,Fri Jun 05 04:50:51 PDT 2015,2015-06-05 12:52:41 UTC,Synopsys  Inc.,9436
3JW0YLFXRUT1V743ZA628I3TTY6WWD,A2BA9Y6VGW6WS1,3X2LT8FDHWVOJMASB4LU5J5OW68W8D,Thu Jun 04 16:41:59 PDT 2015,Thu Jun 04 16:44:20 PDT 2015,2015-06-05 00:47:46 UTC,Synopsys  Inc.,9436
3F6HPJW4JEDFJR6WLQHVKBN4PRCW2W,A3CC9BWPLAR31J,3W1K7D6QSBUBFFD4P3PBVPP7LEYBZI,Thu Jun 04 16:58:03 PDT 2015,Thu Jun 04 17:03:18 PDT 2015,2015-06-05 01:07:46 UTC,Synopsys  Inc.,9436
3PXX5PX6LYBC0R3P3EEE3FTHRFMBA4,A2I159VITLD19Y,3ECKRY5B1Q9L2NRAVDHSHCTKG59ZI8,Fri Jun 05 03:41:42 PDT 2015,Fri Jun 05 03:41:57 PDT 2015,2015-06-05 11:42:37 UTC,Synopsys  Inc.,9436
304SM51WA4HG0NPJKE05OFNNDLSSBG,A1XOXGWBAN6HEJ,34HEO7RUG67XUEML98V2EB32UGLRA3,Fri Jun 05 03:29:55 PDT 2015,Fri Jun 05 03:53:08 PDT 2015,Fri Jun 05 04:37:37 PDT 2015,Synnex,59000
36WLNQG780NFQ4K1JJG0ZYJ8CUJBEY,A2I159VITLD19Y,3A520CCNWND8LAHGN2B2F44JFRWAEA,Fri Jun 05 03:11:00 PDT 2015,Fri Jun 05 03:12:19 PDT 2015,2015-06-05 11:12:38 UTC,Synnex,59000
3NXNZ5RS1BABTWQUYROY2IW127G792,A2I159VITLD19Y,3XEDXEGFX31F6XB8RMPCOT5BQ2H0KU,Fri Jun 05 04:46:23 PDT 2015,Fri Jun 05 04:46:34 PDT 2015,2015-06-05 12:47:39 UTC,Synergy Wireless Solutions,41
3TU5ZICBREELL9CZPYRQ2DILNRN8Q9,A2I159VITLD19Y,3ZUE82NE0AEM80OXLFBU1VJO14BF8T,Fri Jun 05 03:45:45 PDT 2015,Fri Jun 05 03:45:56 PDT 2015,Fri Jun 05 04:35:27 PDT 2015,Synaptics,1230
37W3JXSD67L5KCZ3EBOQTFO9475YWF,A1XOXGWBAN6HEJ,35U0MRQMUJKEPPX3SB5UG3CA433VO0,Fri Jun 05 03:24:36 PDT 2015,Fri Jun 05 03:52:15 PDT 2015,Fri Jun 05 04:37:38 PDT 2015,Synaptics,1230
37TD41K0AIMZASHPYEW0ZZT5V6USCP,A3N6Z886JPK4BG,3HEM8MA6H9P45HDNLCOZZGISXGKPQH,Fri Jun 05 04:16:30 PDT 2015,Fri Jun 05 04:17:45 PDT 2015,Fri Jun 05 04:35:59 PDT 2015,Symantec,21500
3D3VGR7TA1SZWDLTQWLUGMKF3QQ3R4,A2QVMCGDLTWV9,3JYPJ2TAYIL7ESNE7WD5NHEEQDIFPI,Thu Jun 04 14:30:38 PDT 2015,Thu Jun 04 14:31:10 PDT 2015,Thu Jun 04 14:41:49 PDT 2015,Symantec,21500
3GM6G9ZBKOADYE6V03V4C0U3R28TMR,A2F6ZON8X5EAGL,3Q9SPIIRWJZ22A3782581ABJMU8WAH,Thu Jun 04 15:53:48 PDT 2015,Thu Jun 04 15:54:42 PDT 2015,2015-06-04 23:57:44 UTC,Symantec,21500
3PPTZCWALRX055DMYOR3FXFPMZTQZT,ANFWGSQ8BQRZ,39N6W9XWRD0716BA93F6IT72VXLYGU,Thu Jun 04 16:34:57 PDT 2015,Thu Jun 04 16:36:33 PDT 2015,2015-06-05 00:37:51 UTC,Symantec,21500
32VNZTT0A8HKE94XQAQDQRCLHRS4RY,A2I159VITLD19Y,3XBYQ44Z6PH7H62GE2WPWF1BAKLWTW,Fri Jun 05 03:33:36 PDT 2015,Fri Jun 05 03:33:50 PDT 2015,Fri Jun 05 04:35:24 PDT 2015,Symantec,21500
3QL2OFSM97V2UFPKQIFE05JZ86JNC3,AEK2SAEL9GG39,3BKZLF990ZCYEV5OCZKIC7B41KUQYH,Thu Jun 04 16:33:03 PDT 2015,Thu Jun 04 16:33:32 PDT 2015,2015-06-05 00:37:50 UTC,Sybase,3576
3B837J3LDP93GU68GBMVOUSRV6SRSN,AEK2SAEL9GG39,3E24UO25QZ3TAZI2R3XM4BWBN9JO67,Thu Jun 04 15:47:49 PDT 2015,Thu Jun 04 15:48:52 PDT 2015,2015-06-04 23:52:45 UTC,Swiftype,25
3TDXMTX3CC7L0X5SJBPJ9XV8QMJ6IL,A2I159VITLD19Y,3KWGG5KP6JFUQD6ROEVCY7ZGOW8CM3,Fri Jun 05 04:38:05 PDT 2015,Fri Jun 05 04:38:40 PDT 2015,2015-06-05 12:42:37 UTC,Swiftpage,313
3W8CV64QJ3C8MLW6B0AATVLVGA8H9A,A1XOXGWBAN6HEJ,3OYHVNTV5TB09E3RT7RNEU1TO5WKO3,Fri Jun 05 03:24:06 PDT 2015,Fri Jun 05 03:51:22 PDT 2015,Fri Jun 05 04:36:07 PDT 2015,Super Micro Computer,1837
3KB8R4ZV1FKDAIGSPE6OZ14KPA1BGI,A2I159VITLD19Y,3VP28W7DUNX1SWPKU5B7EFGS0DHZFH,Fri Jun 05 04:19:27 PDT 2015,Fri Jun 05 04:28:57 PDT 2015,Fri Jun 05 04:35:22 PDT 2015,Superfish,62
3M68NM076IKYTW8B9YJSNPWZDIZ6RM,A2I159VITLD19Y,3YOAVL4CA0URUGSVAOFONBJ1BN8Z4T,Fri Jun 05 03:42:57 PDT 2015,Fri Jun 05 03:43:21 PDT 2015,Fri Jun 05 04:35:26 PDT 2015,Super Micro Computer,1837
3C44YUNSI22C2S7B6TNHO06CTLXDPQ,AEK2SAEL9GG39,3J94SKDEKI26NYRZWB911B6CN01D5J,Thu Jun 04 16:33:33 PDT 2015,Thu Jun 04 16:33:50 PDT 2015,2015-06-05 00:37:50 UTC,SunPower,6320
3U0SRXB7CEI60HE38F59P0IL88NNRC,A2I159VITLD19Y,3VCK0Q0PO5RGE3WBOZHSGLMFKXM0NZ,Fri Jun 05 03:39:23 PDT 2015,Fri Jun 05 03:39:34 PDT 2015,Fri Jun 05 04:35:21 PDT 2015,SunPower,6320
3HHRAGRYX9IIE2ITFD50D4IWSWQ9OU,A2I159VITLD19Y,3P0I4CQYVYKR4EX8ILAQ25VOBC4WOA,Fri Jun 05 04:40:49 PDT 2015,Fri Jun 05 04:41:00 PDT 2015,2015-06-05 12:42:38 UTC,Sunlight Instruments,12
3WT783CTPCU0T60NNSA59AJ5RH4BC1,A3CC9BWPLAR31J,32L724R85LXROJP484JQQER665AIPC,Thu Jun 04 15:56:11 PDT 2015,Thu Jun 04 15:59:38 PDT 2015,2015-06-05 00:02:47 UTC,Sungy Mobile Limited,641
3LRLIPTPERMDTU7J9RR72IC7E9YKA0,A3N6Z886JPK4BG,3EKZL9T8Y8Z8YZ5GXHFZ62RK7A9CHU,Fri Jun 05 04:42:54 PDT 2015,Fri Jun 05 04:43:24 PDT 2015,2015-06-05 12:47:38 UTC,Sunedison Inc,7260
340UGXU9DZEBOEFTE0M54SZI1AWVU8,AO67HSBHKPIHX,3P4ZBJFX2VGXY1KFJIR0FBMAJBEFW8,Fri Jun 05 04:33:08 PDT 2015,Fri Jun 05 04:39:12 PDT 2015,2015-06-05 12:42:37 UTC,Staples Inc.,183008
3VELCLL3GLW6JK25CX7HB4RZ2J6F10,A1XOXGWBAN6HEJ,37ZQELHEQ0BDHH3ID44QEITSN0MNMW,Fri Jun 05 03:03:31 PDT 2015,Fri Jun 05 03:35:02 PDT 2015,2015-06-05 11:37:37 UTC,Sprint Corporation,36000
3IAEQB9FMFX2M14CIF1CGUE8MJ3WD9,A2I159VITLD19Y,3MQY1YVHS3XL94AS0WGX8EF006R2BV,Fri Jun 05 04:37:23 PDT 2015,Fri Jun 05 04:37:34 PDT 2015,2015-06-05 12:37:40 UTC,Spoken Communications,40
3O6CYIULEEEO33FY4AR1QUIW8JZUWI,A3N6Z886JPK4BG,34ZTTGSNJX1CS0FZ2ZGUQ7G1BPAHQ4,Fri Jun 05 04:43:25 PDT 2015,Fri Jun 05 04:43:51 PDT 2015,2015-06-05 12:47:38 UTC,Splunk Inc,1400
37U1UTWH9WZLXARZ2DGQ73SQJDOR8S,A2I159VITLD19Y,30QQTY5GMKX7R4G46ZEN9VOW07K7UX,Fri Jun 05 03:55:05 PDT 2015,Fri Jun 05 03:55:16 PDT 2015,Fri Jun 05 04:37:31 PDT 2015,Splunk Inc,1400
3H8DHMCCWAOBR1AVT1I9SJKDZCVKD2,A3FP4YWBOZKPKZ,322ZSN9Z5GXV84JW4WQ61NIKQRN4TJ,Fri Jun 05 04:45:01 PDT 2015,Fri Jun 05 04:49:29 PDT 2015,2015-06-05 12:52:40 UTC,Splunk Inc,1400
3YGXWBAF71UG87FE8D0I1WDZHQT4CW,A2I159VITLD19Y,3YLPJ8OXX8Q2PLSG96R3QQ3Q3NB4X2,Fri Jun 05 04:44:31 PDT 2015,Fri Jun 05 04:44:41 PDT 2015,2015-06-05 12:47:38 UTC,SPARC,180
3EFVCAY5L4M4ZM8MU87H5C6Z9VUJ8Q,A3CC9BWPLAR31J,3VGZ74AYTGTUY3A5DBXHL2FJS93GC4,Thu Jun 04 16:41:36 PDT 2015,Thu Jun 04 16:44:39 PDT 2015,2015-06-05 00:47:46 UTC,Sonus Networks  Inc,1193
3EQHHY4HQT5BL2ZJO4FBWF4SFEFG5M,A2I159VITLD19Y,3P458N04Q1USM7DT5S8FXB6SJ9EX2Y,Fri Jun 05 04:35:19 PDT 2015,Fri Jun 05 04:35:29 PDT 2015,2015-06-05 12:37:38 UTC,SoluComp,8
3GU1KF0O4JEJNV9RSXWBTAICQ1PPB1,A2I159VITLD19Y,3SSN80MU8C1N3NHJUYEJX7SM091KX8,Fri Jun 05 04:39:44 PDT 2015,Fri Jun 05 04:39:54 PDT 2015,2015-06-05 12:42:38 UTC,Solid Commerce,24
3RANCT1ZVGUWF0HN9JV53G5BYIGUB1,A2LN42YO5UY41W,3J6BHNX0U95IRT3FSSRAZ51OYVRNKR,Fri Jun 05 04:46:39 PDT 2015,Fri Jun 05 04:50:56 PDT 2015,2015-06-05 12:52:41 UTC,Solera Holdings,3600
3Y9N9SS8LZO5V32O8VQABX3BOQ63D7,A3PDQ3DJGJA78Y,3VI0PC2ZAYX6TE2YSQ6C4O9VKEBXO5,Fri Jun 05 03:36:32 PDT 2015,Fri Jun 05 03:42:30 PDT 2015,Fri Jun 05 04:35:21 PDT 2015,Solartech,50
3XUHV3NRVLBPLYUU8AXTHFGTUDKH5C,A1WX1XX58WCVTS,3ZQX1VYFTDIGED1QKIUKOPS2T4A8OE,Thu Jun 04 15:20:28 PDT 2015,Thu Jun 04 15:20:51 PDT 2015,2015-06-04 23:22:41 UTC,SOLAREDGE TECHNOLOGIES INC,360
3R8YZBNQ9IVHLV7GFTZKODMQC7F7QJ,A2I159VITLD19Y,3CIS7GGG65WS0JVET7STF5GDMUNUE5,Fri Jun 05 03:17:25 PDT 2015,Fri Jun 05 03:17:35 PDT 2015,2015-06-05 11:17:39 UTC,SolarCity,9051
3KMS4QQVK338PLORK7DZGJNYBP6FK3,A2I159VITLD19Y,3IKDQS3DQED8UUG03ZXK6ESZ7NOICT,Fri Jun 05 03:12:46 PDT 2015,Fri Jun 05 03:12:57 PDT 2015,2015-06-05 11:17:38 UTC,SolarCity,9051
3IKZ72A5B5T9XR9UHK5F8B425KFFNC,A2I159VITLD19Y,3RKHNXPHGW9VMJNOPT3WD0TI6RJUKP,Fri Jun 05 04:29:10 PDT 2015,Fri Jun 05 04:29:20 PDT 2015,Fri Jun 05 04:36:10 PDT 2015,SmartZip Analytics,96
3BQU611VFQXF7FENDOMIGEN7XX099C,A1XOXGWBAN6HEJ,30EMX9PEVKWF76VK0O8WYZBULUZSK8,Fri Jun 05 03:23:36 PDT 2015,Fri Jun 05 03:50:22 PDT 2015,Fri Jun 05 04:37:30 PDT 2015,Smart Technologies,900
3LEIZ60CDKCUD6W0HMGHT2P0C0QZ9J,A3N6Z886JPK4BG,3J9UN9O9J35KVD5Q91P0NE5YBDH0JV,Fri Jun 05 04:14:22 PDT 2015,Fri Jun 05 04:15:15 PDT 2015,Fri Jun 05 04:36:01 PDT 2015,Skyworks Solutions Inc,5550
3NL0RFNU0G0YR5R20QHGPFQ7MZ24K9,A2I159VITLD19Y,3IYI9285WSD4P506LHIKIF7ZK2DCJZ,Fri Jun 05 04:47:19 PDT 2015,Fri Jun 05 04:48:06 PDT 2015,2015-06-05 12:52:39 UTC,Skava,272
3SUWZRL0MZQ9KS36NSZSOIXGYTC6EC,A2I159VITLD19Y,375VMB7D4JWIZMME3VSVQKAHSN0IDT,Fri Jun 05 04:35:57 PDT 2015,Fri Jun 05 04:36:08 PDT 2015,2015-06-05 12:37:39 UTC,SiteCompli,25
3A7Y0R2P2P1UEN9U2GJ9LBNS040JXV,AEK2SAEL9GG39,3QXFBUZ4ZKTQKXR5Z2IHF81PZ9BGUF,Thu Jun 04 15:47:24 PDT 2015,Thu Jun 04 15:47:49 PDT 2015,2015-06-04 23:52:45 UTC,Simple,92
3VFJCI1K40C0QPXHLBSEZG9O7W3GRZ,A2I159VITLD19Y,3DFYDSXB2WD0BZH6783KCLT5R2JUJQ,Fri Jun 05 04:09:26 PDT 2015,Fri Jun 05 04:09:37 PDT 2015,Fri Jun 05 04:37:45 PDT 2015,Silver Springs Networks,576
3MHW492WW1QSB6AK5YVJDIIOONOVM9,A3CC9BWPLAR31J,35A1YQPVFETNV97LOPACS8MPF59I5Q,Thu Jun 04 15:50:43 PDT 2015,Thu Jun 04 15:51:45 PDT 2015,2015-06-04 23:52:46 UTC,Silicon Laboratories Inc,1107
3FE2ERCCZYL36PY0W21XZUIBX04OP0,A2I159VITLD19Y,3B0MCRZMBR7J55C8LZ9AZBSISKYPPQ,Fri Jun 05 03:15:45 PDT 2015,Fri Jun 05 03:15:57 PDT 2015,2015-06-05 11:17:39 UTC,Silicon Graphics,1150
3DIP6YHAPD5WO6MUG7WQ8WT74NY8EU,AEK2SAEL9GG39,3WKGUBL7SZZ7PRBRVNOFFW83WD8L42,Thu Jun 04 16:33:51 PDT 2015,Thu Jun 04 16:34:46 PDT 2015,2015-06-05 00:37:50 UTC,Silego Technology Inc.,100
3SUWZRL0MZQ9KS36NSZSOIXGYT8E6G,A2I159VITLD19Y,3IZVJEBJ6AX593W9TC83K93F7EEZ6E,Fri Jun 05 03:15:21 PDT 2015,Fri Jun 05 03:15:31 PDT 2015,2015-06-05 11:17:39 UTC,Sigma Designs,716
3KXIR214I5T3APNCBKBCPJ4D5YA24D,AEK2SAEL9GG39,3RWO3EJELHMGODT60XYKYFAKP30P1S,Thu Jun 04 15:45:27 PDT 2015,Thu Jun 04 15:47:23 PDT 2015,2015-06-04 23:47:55 UTC,Siemens PLM Software,7600
39KFRKBFIO8XF3Q1NPXGCLBN158OYV,A2I159VITLD19Y,3YO4AH2FPDX1H0934R99KFHKP890QM,Fri Jun 05 03:46:49 PDT 2015,Fri Jun 05 03:47:02 PDT 2015,Fri Jun 05 04:35:25 PDT 2015,Shutterfly,1812
33F859I567QRAEB39KO6K1GL49BBHC,A3CC9BWPLAR31J,3WA2XVDZEMU7Y85DXPUQZZ2XJ7E6EM,Thu Jun 04 16:40:49 PDT 2015,Thu Jun 04 16:41:35 PDT 2015,2015-06-05 00:42:48 UTC,ShoreTel,954
32KTQ2V7RESUEZXH2XQNL0TRXW89MC,A2I159VITLD19Y,3DZKABX2ZIIDG00026W3L3ITFPKVC3,Fri Jun 05 03:58:59 PDT 2015,Fri Jun 05 03:59:10 PDT 2015,2015-06-05 12:02:37 UTC,ShoreTel,954
3OS4RQUCRAS7WIKXEU06HG48OVZFBL,A2I159VITLD19Y,3BO3NEOQM0UK1FJ2JL1T0J2B7K3AIJ,Fri Jun 05 04:02:59 PDT 2015,Fri Jun 05 04:03:24 PDT 2015,Fri Jun 05 04:37:44 PDT 2015,ServiceSource,3017
388U7OUMF8E3FLMW793BEOM80ECR03,A3CC9BWPLAR31J,302U8RURJZEW74XRRW5H1EC5ES5NVI,Thu Jun 04 16:35:05 PDT 2015,Thu Jun 04 16:37:02 PDT 2015,2015-06-05 00:37:51 UTC,ServiceNow Inc,2826
3PXX5PX6LYBC0R3P3EEE3FTHRFOAB5,A3N6Z886JPK4BG,3CVDZS288HD1TPQ1FGLD6DKJL90FMH,Fri Jun 05 04:29:51 PDT 2015,Fri Jun 05 04:30:44 PDT 2015,Fri Jun 05 04:37:44 PDT 2015,ServiceNow Inc,2826
3DL65MZB8ESY09C7XJCVAIPQUFKEC9,A2I159VITLD19Y,34D9ZRXCYR79VTMYOXV74L8YGI5ASB,Fri Jun 05 03:50:32 PDT 2015,Fri Jun 05 03:50:42 PDT 2015,Fri Jun 05 04:37:36 PDT 2015,ServiceNow Inc,2826
35BLDD71I7ASAD93KNLDLKEX3SBVZX,A2I159VITLD19Y,3SZYX62S5GDQ6PQP5Y6F1JWG1QR57D,Fri Jun 05 04:34:02 PDT 2015,Fri Jun 05 04:34:11 PDT 2015,2015-06-05 12:37:38 UTC,SendGrid,174
3137ONMDKHIBHLSCZ58E09A5S68EGD,A3CC9BWPLAR31J,38EHZ67RIM577PMWQ0RVOYKVMN8GMN,Thu Jun 04 15:46:40 PDT 2015,Thu Jun 04 15:47:26 PDT 2015,2015-06-04 23:47:55 UTC,Semtech Corporation,1456
3X65QVEQI10C6FMZE5ZZNDFA3BKCLR,AYALPYEQ512PP,39RRBHZ0AUEQOTBAUKGBW1JEO6DVZ7,Thu Jun 04 16:23:06 PDT 2015,Thu Jun 04 16:28:46 PDT 2015,2015-06-05 00:32:47 UTC,Seattle Genetics,657
3X65QVEQI10C6FMZE5ZZNDFA3BKLC0,AEK2SAEL9GG39,3TCFMTM8HE1KW6S0YZN8222RET812H,Thu Jun 04 16:32:04 PDT 2015,Thu Jun 04 16:33:02 PDT 2015,2015-06-05 00:37:50 UTC,Seagate Technology,57900
3P529IW9KZYJ9R6957P0VJ0D0PBLFC,A1XOXGWBAN6HEJ,32FESTC2NH3D3LB0XGMYPHGA1IAUCC,Fri Jun 05 03:13:58 PDT 2015,Fri Jun 05 03:49:02 PDT 2015,Fri Jun 05 04:37:33 PDT 2015,Seagate Technology,57900
3QBD8R3Z22WHHWCHYI99WW7G647O48,A1XOXGWBAN6HEJ,31J7RYECZL3QXSE8855DHY10KURL1K,Fri Jun 05 03:13:57 PDT 2015,Fri Jun 05 03:48:02 PDT 2015,Fri Jun 05 04:37:32 PDT 2015,ScanSource,2000
37UQDCYH6Y89Q33X1STUU0LYTYSV7X,A1WX1XX58WCVTS,3APP19WN71R5IM143KKEZ2N9WNSG6C,Thu Jun 04 16:01:46 PDT 2015,Thu Jun 04 16:03:02 PDT 2015,2015-06-05 00:07:43 UTC,Sap Se-Sponsored Adr,74551
3MX2NQ3YCA7M7OU9DEFFK14NI495X1,A2I159VITLD19Y,3DZKABX2ZIIDG00026W3L3ITFPKCVK,Fri Jun 05 03:33:50 PDT 2015,Fri Jun 05 03:34:05 PDT 2015,2015-06-05 11:37:37 UTC,Sanima-SCI,43101
3TXD01ZLD5UCU1WEU4LIV2Z5OPX4U1,AYALPYEQ512PP,3D0LPO3EABCVTJS8XMSEN2G4MJDOY8,Thu Jun 04 16:42:07 PDT 2015,Thu Jun 04 16:48:19 PDT 2015,2015-06-05 00:52:46 UTC,Sangamo BioSciences,102
3ND9UOO81LFLKDS4VWZ0Z7MDVS4LWD,A3N6Z886JPK4BG,3WUVMVA7OBG6W58CJPPF0E513X4ZA4,Fri Jun 05 04:21:00 PDT 2015,Fri Jun 05 04:21:30 PDT 2015,Fri Jun 05 04:35:23 PDT 2015,SanDisk Corporation,8696
37M28K1J0RQIIA11R6RV13CUZKUJAW,A1XOXGWBAN6HEJ,3NOEP8XAU4FOEEEZ7QJRTOELUJ7XPM,Fri Jun 05 03:13:56 PDT 2015,Fri Jun 05 03:46:42 PDT 2015,Fri Jun 05 04:36:06 PDT 2015,SanDisk Corporation,8696
32SVAV9L3GM7XWZCOLZ8LWV53N83A4,A2I159VITLD19Y,356ZPKYPUHUDEJ49CM5TC2LUWP1PYK,Fri Jun 05 03:14:05 PDT 2015,Fri Jun 05 03:14:19 PDT 2015,2015-06-05 11:17:38 UTC,SanDisk Corporation,8696
3JAOYWH7VJHA8HFW2LP8LNE2XRI9LA,A3N6Z886JPK4BG,3OID399FXGKYPVKO2NMANNXPCV8FDZ,Fri Jun 05 03:58:59 PDT 2015,Fri Jun 05 03:59:29 PDT 2015,Fri Jun 05 04:36:07 PDT 2015,Salesforce.com,12000
3OHYZ19UGDIWJLSY7JJ09ZTGYD2OAG,A2F6ZON8X5EAGL,3CMV9YRYP3EXS9UCYUBJLYXMEAYLJT,Thu Jun 04 15:57:35 PDT 2015,Thu Jun 04 15:58:19 PDT 2015,2015-06-05 00:02:47 UTC,Salesforce.com,12000
3IJXV6UZ1YWEMG3CBZSHKSM4M9TRI0,A2I159VITLD19Y,3QD8LUVX4XBKL4WGNBADVI943J75X9,Fri Jun 05 03:18:40 PDT 2015,Fri Jun 05 03:18:54 PDT 2015,2015-06-05 11:22:37 UTC,Salesforce.com,12000
3TMFV4NEP9RQ568L17QWU207BR18W8,A1WX1XX58WCVTS,386659BNTLUD0WPMJCJUJE9CHVO10X,Thu Jun 04 16:01:01 PDT 2015,Thu Jun 04 16:01:38 PDT 2015,2015-06-05 00:02:48 UTC,Sabre Corp,8000
3WS1NTTKEZP6CVHNGE3HXZ8PXR5F02,A3N6Z886JPK4BG,3BAWBGQGYLC74J54BPOS5HQFEETV7A,Fri Jun 05 04:45:51 PDT 2015,Fri Jun 05 04:55:06 PDT 2015,2015-06-05 12:57:42 UTC,Sabre Corp,8000
3GU1KF0O4JEJNV9RSXWBTAICQ0GBPC,A3KZ4L1CTETPGP,3TFJJUELSH24J92YEWCSJYLIIQZC2I,Thu Jun 04 15:14:15 PDT 2015,Thu Jun 04 15:16:48 PDT 2015,2015-06-04 23:17:42 UTC,RX SAFES  INC.,2
3X0H8UUIT218OQNUF5W1BT08NMAWS0,A2I159VITLD19Y,3D0LPO3EABCVTJS8XMSEN2G4MK4OY1,Fri Jun 05 04:00:37 PDT 2015,Fri Jun 05 04:00:47 PDT 2015,Fri Jun 05 04:37:44 PDT 2015,Ruckus Wireless,940
34Q075JO1YQFMGNF9FOW8X4VWGH10G,A3CC9BWPLAR31J,3WGCNLZJKFL7ZGQGVO7PYLTVBKX1DQ,Thu Jun 04 16:15:53 PDT 2015,Thu Jun 04 16:17:58 PDT 2015,2015-06-05 00:22:48 UTC,Rubicon Technology  Inc,283
