AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.company,Answer.revenue
33LKR6A5KFXG2PK67HC6S860R3ET16,A35AG28CQTZVMS,3SCKNODZ0XTUWEWV9Y21V0W1R2B7N4,Sat May 09 13:44:34 PDT 2015,Sat May 09 13:46:00 PDT 2015,2015-05-09 21:47:40 UTC,Cadence Design Systems,1581
3EFVCAY5L4M4ZM8MU87H5C6Z77SJ8A,AT5I4VF891S7I,33W1NHWFYHYBB17LPPGWVJVSQD9TZI,Sat May 09 13:26:20 PDT 2015,Sat May 09 13:27:46 PDT 2015,2015-05-09 21:32:38 UTC,Caspio Inc.,5
3ZQIG0FLQFTOGI4Y9016MGKFK13VWN,A28OHQUT69VJ0S,338431Z1FLSMWIGMJR0KF6N6IO9RO1,Sat May 09 13:49:58 PDT 2015,Sat May 09 13:51:03 PDT 2015,2015-05-09 21:52:38 UTC,Cavium Inc.,372.98
34MAJL3QP50SV7JVFKPH8T959OB43D,AT5I4VF891S7I,3R5OYNIC2CMHXX5F2GIU4LTEGE2TPX,Sat May 09 13:19:32 PDT 2015,Sat May 09 13:20:28 PDT 2015,2015-05-09 21:22:38 UTC,Centrify Corporation,38.5
3YDTZAI2WYTWL45GSGBYK0U8B4Z14K,A28OHQUT69VJ0S,31N9JPQXIPVRP327M7ODMDLV557HNG,Sat May 09 14:08:05 PDT 2015,Sat May 09 14:09:15 PDT 2015,2015-05-09 22:12:39 UTC,Cepheid,470.17
3HWRJOOET6FE7Q13U52VPNT8ET3SEY,AFFNE5UMFSAXX,3X878VYTIEVI8MJEBAJONVNSPBPF75,Sat May 09 13:04:56 PDT 2015,Sat May 09 13:05:22 PDT 2015,2015-05-09 21:07:38 UTC,Chegg Inc.,304.83
3TE3O85731LABVPAMW7PXCFNVOU2RI,A28OHQUT69VJ0S,3511RHPADVREQXDP6ZKSNPJCNJ4RLK,Sat May 09 12:25:07 PDT 2015,Sat May 09 12:27:07 PDT 2015,2015-05-09 20:27:38 UTC,Chegg Inc.,304.83
33C7UALJVMBX45SI4J1B1CADDQT81W,AM0KMTKJ9VEFP,3538U0YQ1F7073IR9YGYAEBCK93F30,Sat May 09 13:40:25 PDT 2015,Sat May 09 13:40:49 PDT 2015,2015-05-09 21:42:39 UTC,Cisco Systems,48083
384PI804XTEFG0M9MY3G4YR4KSTS0C,A2WKZI3JQCE3Z6,3TRB893CSJNOMMF9MUP65GN4QQP7GW,Sat May 09 12:57:07 PDT 2015,Sat May 09 13:03:51 PDT 2015,2015-05-09 21:07:37 UTC,Cisco Systems,48083
35DR22AR5EXJT975ZVRM54632JG3XR,A3CWYWKQXX4RIZ,3ZUE82NE0AEM80OXLFBU1VJN0VVF8S,Sat May 09 13:17:37 PDT 2015,Sat May 09 13:18:55 PDT 2015,2015-05-09 21:22:37 UTC,Cisco Systems,48083
3IFS6Q0HJJWQNV3PQOSMA2R06MASI7,A1NV8QXI4FEWWS,3KA7IJSNW6IH1BBY2UR94RNSA73PB4,Sat May 09 13:05:54 PDT 2015,Sat May 09 13:06:46 PDT 2015,2015-05-09 21:07:38 UTC,Cisco Systems,48083
3LPW2N6LKUFUQK0E894S0U5JMXOU5E,A1CB33BUZQHRM9,3VP28W7DUNX1SWPKU5B7EFGRZ41ZFG,Sat May 09 12:56:00 PDT 2015,Sat May 09 12:57:11 PDT 2015,2015-05-09 20:57:37 UTC,Cisco Systems,48083
3ND9UOO81LFLKDS4VWZ0Z7MDT31LWU,AQ4DKMXF2AUV8,3PMR2DOWOOETN2863088Y7C59FL54S,Sat May 09 13:52:08 PDT 2015,Sat May 09 13:53:31 PDT 2015,2015-05-09 21:57:39 UTC,Cisco Systems,48083
3AAJC4I4FH5JJI993Y7UIW336G2JZI,A1EHP8HYCUPRJ9,3UQVX1UPFSUKPH7I2GJ8OXJG8TE026,Sat May 09 14:11:51 PDT 2015,Sat May 09 14:12:48 PDT 2015,2015-05-09 22:17:38 UTC,Cisco Systems,48083
3WOKGM4L72T0I8UGFHM7KTH3N3SO0D,AIZT1YYK4AL5L,374UMBUHN52Y38WBXBWOKLU7HVOCT3,Sat May 09 14:04:26 PDT 2015,Sat May 09 14:06:31 PDT 2015,2015-05-09 22:07:38 UTC,Cisco Systems,48083
37C0GNLMHGG4SMP6RXO8I0FVWS46DW,A185RLALVDARY9,37YYO3NWHD3HHRU0BP1YVBU3T9OCCK,Sat May 09 12:19:15 PDT 2015,Sat May 09 12:22:21 PDT 2015,2015-05-09 20:22:37 UTC,Cisco Systems,48083
3RYC5T2D746632QGOUI1TPNG6YMPRS,A35AG28CQTZVMS,3EKTG13IZUGNTH0X1ROB1QP2HW6MLS,Sat May 09 13:04:36 PDT 2015,Sat May 09 13:05:14 PDT 2015,2015-05-09 21:07:38 UTC,Cisco Systems,48083
3PPTZCWALRX055DMYOR3FXFPKBPZQK,A2T2D6DDA5X5DZ,3TUOHPJXYHAEYNB0JCXMLIMGM7TWXE,Sat May 09 12:38:04 PDT 2015,Sat May 09 12:38:46 PDT 2015,2015-05-09 20:42:39 UTC,Cisco Systems,48083
3ZDAD0O1T2QOSQ5ZEAXDNHA1WISTXX,AJNGIUBDXULG6,3J6BHNX0U95IRT3FSSRAZ51NXMBKNN,Sat May 09 13:21:31 PDT 2015,Sat May 09 13:23:31 PDT 2015,2015-05-09 21:27:38 UTC,Cisco Systems,48083
3PDJHANYK6TL42U8DT7Y9LUTOKXH6G,A237FGJCPV99GJ,3WRKFXQBOBKLXXH5ZRF935KH92PIYZ,Sat May 09 12:17:47 PDT 2015,Sat May 09 12:18:52 PDT 2015,2015-05-09 20:22:36 UTC,Cisco Systems,48083
33L7PJKHCHBYDP4R62LL7IT859KT8Q,AT5I4VF891S7I,3D4BBDG7ZH9T4RYHIWQX28Q9NWBC3M,Sat May 09 13:46:42 PDT 2015,Sat May 09 13:47:14 PDT 2015,2015-05-09 21:47:41 UTC,Clever Girls Collective Inc.,2.2
3D4CH1LGEB6UMP1VRUSS8V9UZLUG9T,AT5I4VF891S7I,3XEDXEGFX31F6XB8RMPCOT5APT0K0C,Sat May 09 13:38:46 PDT 2015,Sat May 09 13:39:24 PDT 2015,2015-05-09 21:42:38 UTC,ClickAway,20.3
3QFUFYSY9ZSNBJZOZFQJ92Y2CEFF4W,AFFNE5UMFSAXX,38XPGNCKHTDALWNL9RQL2564M3N4VY,Sat May 09 13:06:52 PDT 2015,Sat May 09 13:07:29 PDT 2015,2015-05-09 21:07:39 UTC,Cloudera,100
3TMSXRD2X7D8U6O02MHHFSDZVXVW1Y,A1NV8QXI4FEWWS,389A2A304OVXNZZKZ98E0AS2KKRC0R,Sat May 09 13:23:28 PDT 2015,Sat May 09 13:23:39 PDT 2015,2015-05-09 21:27:38 UTC,Coherent,802
3NQL1CS15SLS5NZYO1JU7D5VV92VYL,AT5I4VF891S7I,35XW21VSVGRQRCD2LOKXDZO89LNLS2,Sat May 09 13:20:32 PDT 2015,Sat May 09 13:21:38 PDT 2015,2015-05-09 21:22:39 UTC,Commercial Casework Inc.,140
3CCZ6YKWR8WW6SCBAY914YI59CG590,AT5I4VF891S7I,3P888QFVX37MKH1M6CBKAGD1M27OQX,Sat May 09 13:39:42 PDT 2015,Sat May 09 13:40:18 PDT 2015,2015-05-09 21:42:39 UTC,Cosmopolitan Catering,9.7
3VNXK88KKDVD4MRQGPRE8WC4M0H9VA,A28OHQUT69VJ0S,37ZQELHEQ0BDHH3ID44QEITRMR6MNU,Sat May 09 13:06:21 PDT 2015,Sat May 09 13:07:42 PDT 2015,2015-05-09 21:12:38 UTC,Coupons.com Inc,221.76
3YHH42UU5CSSCNRJ2P6FSCD9SYN0L8,AT5I4VF891S7I,3XDJY5RK5SYA8HYL41GG6J4L8WE4U9,Sat May 09 13:34:57 PDT 2015,Sat May 09 13:35:37 PDT 2015,2015-05-09 21:37:37 UTC,cPrime Inc.,20.7
358UUM7WR0GHXWMGS8OKT3WV64FR7M,A1V0NUMA2VA07M,3DQYSJDTYLOKHNP9YC3GZCFGF3PEXH,Sat May 09 12:47:54 PDT 2015,Sat May 09 13:18:52 PDT 2015,2015-05-09 21:22:37 UTC,Cucumbertown Inc,0.3
35GMH2SV3FUZ9Y9ANOLM5IJ7H40OEX,A1NV8QXI4FEWWS,3DWNFENNE381U1NRS2C2ZHVARGG4JD,Sat May 09 13:25:34 PDT 2015,Sat May 09 13:25:51 PDT 2015,2015-05-09 21:27:39 UTC,Cypress Semiconductor,725
3LUY3GC630DWLJ61FGKVO8WG5MTP7U,A35AG28CQTZVMS,3MVY4USGB60O1B5W0LNKLJWGSHTISL,Sat May 09 13:28:08 PDT 2015,Sat May 09 13:28:33 PDT 2015,2015-05-09 21:32:39 UTC,Cypress Semiconductor,725
386CSBG1O0ZYHVTBWJUSIZMUF7V6Q3,A2T2D6DDA5X5DZ,3XWUWJ18TL39PFS0J77YJN2F792UUM,Sat May 09 13:20:22 PDT 2015,Sat May 09 13:20:59 PDT 2015,2015-05-09 21:22:38 UTC,Cypress Semiconductor,725
392CY0QWG247LA1E0NW4CZBUS68I4R,AT5I4VF891S7I,3R16PJFTS34W5LT9ANCE0WVN65G4KC,Sat May 09 13:31:01 PDT 2015,Sat May 09 13:31:44 PDT 2015,2015-05-09 21:32:42 UTC,Daley's Drywall & Taping Inc.,47.9
3PW9OPU9PRXMIQQTO2SARLXARQ221O,A28OHQUT69VJ0S,38RHULDV9YSH8SM5KQXLI8Z1YUPIW0,Sat May 09 13:54:16 PDT 2015,Sat May 09 13:55:22 PDT 2015,2015-05-09 21:57:39 UTC,Depomed Inc.,390.36
37UEWGM5HUL3MA7E3S7BST5I3IH1R1,A1NV8QXI4FEWWS,3W1K7D6QSBUBFFD4P3PBVPP6K69ZBY,Sat May 09 13:22:26 PDT 2015,Sat May 09 13:22:44 PDT 2015,2015-05-09 21:27:37 UTC,Dolby Laboratories,963
3M1CVSFP61IZ4X5EMWB4Y4OGBQIAQU,A3CWYWKQXX4RIZ,31S7M7DAGG3R6CQHAOPNN4KUB41LTR,Sat May 09 12:10:07 PDT 2015,Sat May 09 12:11:08 PDT 2015,2015-05-09 20:12:38 UTC,Dream Careers Inc.,10.9
3A4TN5196LVAKJ39NKK1VLM3K68CH3,A3CWYWKQXX4RIZ,3ZVPAMTJWNGY45ZOV8NCAXE4R2IRGE,Sat May 09 12:32:59 PDT 2015,Sat May 09 12:34:15 PDT 2015,2015-05-09 20:37:37 UTC,E*TRADE,1723
3NGI5ARFTUIIAXRZQ03MNY5320S1P8,A1CB33BUZQHRM9,3HKIF5DF6YAS05321RNQJCEALGD9GA,Sat May 09 12:47:46 PDT 2015,Sat May 09 12:51:49 PDT 2015,2015-05-09 20:52:37 UTC,eBay,17940
3RXPCZQMQQOCXKY0NHDZTPRB1961G5,A3CWYWKQXX4RIZ,3FCO4VKOZ4QQ28JIGZZI5D2SDAA7EF,Sat May 09 13:18:56 PDT 2015,Sat May 09 13:20:17 PDT 2015,2015-05-09 21:22:38 UTC,eBay,17940
3FE2ERCCZYL36PY0W21XZUIBVB3OPJ,A2WKZI3JQCE3Z6,3B6F54KMR2PD159YSE2ETKFUBFJS14,Sat May 09 13:57:34 PDT 2015,Sat May 09 13:59:15 PDT 2015,2015-05-09 22:02:36 UTC,eBay,17940
3NXNZ5RS1BABTWQUYROY2IW10IC97K,AQ4DKMXF2AUV8,3FJ2RVH25ZJ2LBVV2C21H8K9BX829K,Sat May 09 13:53:32 PDT 2015,Sat May 09 13:54:44 PDT 2015,2015-05-09 21:57:39 UTC,eBay,17940
3LEIZ60CDKCUD6W0HMGHT2P0ABN9ZA,A1NV8QXI4FEWWS,3TX9T2ZCB9E33IBFKUL7I32RU7RZWE,Sat May 09 13:07:26 PDT 2015,Sat May 09 13:07:43 PDT 2015,2015-05-09 21:12:38 UTC,eBay,17940
3CFVK00FWMYNQYDY4EMW1DN0518L6T,AM0KMTKJ9VEFP,3KTZHH2ONISSEAGE72F7WL3WXW6M85,Sat May 09 13:40:50 PDT 2015,Sat May 09 13:41:13 PDT 2015,2015-05-09 21:42:39 UTC,eBay,17940
3SKRO2GZ724HZ6UJD8YERHJ48QPK1T,A1EHP8HYCUPRJ9,30U1YOGZGA97T0PA87M9UMG30CMSDU,Sat May 09 14:12:49 PDT 2015,Sat May 09 14:13:40 PDT 2015,2015-05-09 22:17:38 UTC,eBay,17940
37Q970SNZFLFNP7RIH7GI3AEPK01SP,AJNGIUBDXULG6,3U74KRR67MYHUCT2M1520WOJGZ1TN1,Sat May 09 13:23:32 PDT 2015,Sat May 09 13:24:33 PDT 2015,2015-05-09 21:27:39 UTC,eBay,17940
3OONKJ5DKDW12VXQDXJW4ADME7MBOJ,A237FGJCPV99GJ,3MXX6RQ9EVIXGCQPNFHMWDHM0FM4PD,Sat May 09 12:18:53 PDT 2015,Sat May 09 12:19:52 PDT 2015,2015-05-09 20:22:36 UTC,eBay,17940
3BF51CHDTWNQQR8TB4RH0KK2BHDH0H,A35AG28CQTZVMS,3BC9H1KCYUP3YS1AO8JO4WTPODNWYK,Sat May 09 13:14:52 PDT 2015,Sat May 09 13:15:52 PDT 2015,2015-05-09 21:17:39 UTC,eBay,17940
3U84XHCDIDQTG0QO0RKQCUEKOJ7Z42,A185RLALVDARY9,3E9ZFLPWOY5WXSRVUVT7KRD87WWXI9,Sat May 09 12:30:21 PDT 2015,Sat May 09 12:31:11 PDT 2015,2015-05-09 20:32:38 UTC,eBay,17940
3E1QT0TDFQM84BOGCQMHTBRZUS2I8W,A2T2D6DDA5X5DZ,31D0ZWOD0AC9UK2MFVCNUF2EKH70AE,Sat May 09 12:38:50 PDT 2015,Sat May 09 12:39:29 PDT 2015,2015-05-09 20:42:39 UTC,eBay,17940
3N4BPTXIO95X83LHFW8Y2JO1JNKKUQ,A1NV8QXI4FEWWS,3M7OI89LVY1S1ALZ1YOV9B2TXNDC6S,Sat May 09 13:12:09 PDT 2015,Sat May 09 13:12:24 PDT 2015,2015-05-09 21:12:40 UTC,Electronic Arts,4453
3ZSY5X72NYOOI2EF9U5M4PIQWTSORC,A1NYV6LPHCYADS,3LXX8KJXPWMGSIK0PA0YOLNCC23O9B,Sat May 09 14:12:45 PDT 2015,Sat May 09 14:18:58 PDT 2015,2015-05-09 22:22:39 UTC,Electronic Arts,4453
3WMOAN2SRCAYTOVKHZAJQX7ORPWNVL,A3CWYWKQXX4RIZ,3ZICQFRS31V7XDGKVH5EH7W9B9VZZ4,Sat May 09 12:03:56 PDT 2015,Sat May 09 12:07:34 PDT 2015,2015-05-09 20:07:37 UTC,Electronic Arts,4453
33NF62TLXKFOUNAN3X4KVHFQ27OKJW,A35AG28CQTZVMS,3QE4DGPGBROR3ZXQKWRZ243UZOZ4G9,Sat May 09 13:57:34 PDT 2015,Sat May 09 13:59:15 PDT 2015,2015-05-09 22:02:36 UTC,Electronic Arts,4453
3RRCEFRB7NPXY2N8UD4NQC7HXGNB4A,A2T2D6DDA5X5DZ,3PEG1BH7AE4GQKEIP2M18A1TGXXKBY,Sat May 09 12:40:21 PDT 2015,Sat May 09 12:40:48 PDT 2015,2015-05-09 20:42:39 UTC,Electronic Arts,4453
3RRCEFRB7NPXY2N8UD4NQC7HXGO4B4,A1NV8QXI4FEWWS,30ZKOOGW2WJ919N4BEGN8KLOP9CA1Q,Sat May 09 13:23:56 PDT 2015,Sat May 09 13:24:11 PDT 2015,2015-05-09 21:27:39 UTC,Electronics for Imaging,790
3VZLGYJEYMNKE2EYK2MV95BIHECXZF,A3CWYWKQXX4RIZ,3DWGDA5POFHTTXQ2M97J47Z1AJD1VI,Sat May 09 12:08:09 PDT 2015,Sat May 09 12:09:49 PDT 2015,2015-05-09 20:12:37 UTC,Equinix,2444
3GLB5JMZFY86PFEC3AXUURSKQ69GDA,AM0KMTKJ9VEFP,32LAQ1JNT92UP2DBJ2HOERGDOVUTUT,Sat May 09 13:41:14 PDT 2015,Sat May 09 13:41:37 PDT 2015,2015-05-09 21:42:39 UTC,Equinix,2444
3LWJHTCVCDZU0OMMXCXWC5Z786XFQE,A1NV8QXI4FEWWS,3U18MJKL1UZ08VRR0FACBMOFSD2CN2,Sat May 09 13:14:24 PDT 2015,Sat May 09 13:14:37 PDT 2015,2015-05-09 21:17:38 UTC,Equinix,2444
3TXWC2NHN03XCUAMMUM9X9SXNWO9S6,AJNGIUBDXULG6,3CRWSLD91KHVZ23UEJ43T7TWC1AOMA,Sat May 09 13:24:34 PDT 2015,Sat May 09 13:26:56 PDT 2015,2015-05-09 21:27:40 UTC,Equinix,2444
3T3IWE1XG704JT4NSW2LT9E8ZF5QTX,A2T2D6DDA5X5DZ,3YLPJ8OXX8Q2PLSG96R3QQ3P2EV4X1,Sat May 09 13:21:56 PDT 2015,Sat May 09 13:22:15 PDT 2015,2015-05-09 21:22:39 UTC,Extreme Networks,581
3FIJLY1B6VH90CL7XZI7C09X3ACFPO,A1NV8QXI4FEWWS,3JVP4ZJHDP5O02LKRJ40BDQXXPBI0Z,Sat May 09 13:28:59 PDT 2015,Sat May 09 13:29:14 PDT 2015,2015-05-09 21:32:39 UTC,Extreme Networks,581
3C2NJ6JBKBUPWXXITPQ8OSADUR6N2G,A35AG28CQTZVMS,37NXA7GVSTJ6J4U6FJP2OM8F8PHLV7,Sat May 09 13:28:33 PDT 2015,Sat May 09 13:29:26 PDT 2015,2015-05-09 21:32:40 UTC,Extreme Networks,581
3TPZPLC3M1PEK05ED4H5BRK00K63P2,A3CWYWKQXX4RIZ,3R0WOCG21MMN8DHEXCH99NYRL96DUU,Sat May 09 12:40:29 PDT 2015,Sat May 09 12:41:17 PDT 2015,2015-05-09 20:42:40 UTC,Facebook,12466
36WLNQG780NFQ4K1JJG0ZYJ8A5IBEH,AJNGIUBDXULG6,3RWSQDNYL9ZVNFYKTTH0BN09NZ8FF9,Sat May 09 13:07:53 PDT 2015,Sat May 09 13:09:05 PDT 2015,2015-05-09 21:12:39 UTC,Facebook,12466
3AUQQEL7U66V8S3DGT8LFLBBJWPV0M,A2WKZI3JQCE3Z6,3XBYQ44Z6PH7H62GE2WPWF1A9B5TWS,Sat May 09 13:59:16 PDT 2015,Sat May 09 14:01:46 PDT 2015,2015-05-09 22:02:37 UTC,Facebook,12466
3BQU611VFQXF7FENDOMIGEN7V8099W,AQ4DKMXF2AUV8,3UEDKCTP9V3TO8BSCLAL38FXX767KZ,Sat May 09 13:54:45 PDT 2015,Sat May 09 13:55:39 PDT 2015,2015-05-09 21:57:39 UTC,Facebook,12466
3FIUS151DWF91ZO350Y20CVH3YPGGK,AM0KMTKJ9VEFP,31SIZS5W59SPHUT2Y4SO4BI6XPRRQ9,Sat May 09 13:41:38 PDT 2015,Sat May 09 13:42:00 PDT 2015,2015-05-09 21:42:39 UTC,Facebook,12466
3WOKGM4L72T0I8UGFHM7KTH3N3R0OO,A1NV8QXI4FEWWS,391JB9X4ZYLC9BIFGRCAMQCNSW1KMN,Sat May 09 13:07:57 PDT 2015,Sat May 09 13:08:12 PDT 2015,2015-05-09 21:12:38 UTC,Facebook,12466
3OUYGIZWR8BI386HUHZM9TMTX8OP0V,A1EHP8HYCUPRJ9,3IYI9285WSD4P506LHIKIF7YJTWJC4,Sat May 09 14:13:41 PDT 2015,Sat May 09 14:14:34 PDT 2015,2015-05-09 22:17:39 UTC,Facebook,12466
35H6S234SBD9O9ADCR6PKOR3JB656N,A2T2D6DDA5X5DZ,3KLL7H3EGDE4X8BGOYA4WUF8R89HVX,Sat May 09 12:40:50 PDT 2015,Sat May 09 12:41:36 PDT 2015,2015-05-09 20:42:40 UTC,Facebook,12466
3GU1KF0O4JEJNV9RSXWBTAICOCIBP0,A237FGJCPV99GJ,3XUY87HIVPR7ZZII13PQ134RH1WMMU,Sat May 09 12:19:53 PDT 2015,Sat May 09 12:21:17 PDT 2015,2015-05-09 20:22:37 UTC,Facebook,12466
3EF8EXOTT28MOMO1VNY2Q2JRT1MJ1Q,A1NV8QXI4FEWWS,3TX9T2ZCB9E33IBFKUL7I32RU7RWZB,Sat May 09 13:23:40 PDT 2015,Sat May 09 13:23:55 PDT 2015,2015-05-09 21:27:38 UTC,Fair Isaac,794
3E4GGUZ1T94OORCFWCYSW0T90W1K28,A1NV8QXI4FEWWS,30UZJB2POHP856P23M3PO2KZVFP537,Sat May 09 13:19:42 PDT 2015,Sat May 09 13:19:59 PDT 2015,2015-05-09 21:22:37 UTC,Fairchild Semiconductor,1433
3V5Q80FXIY4IST48B66TFEC7PAF23F,A35AG28CQTZVMS,34OWYT6U3WU6WW9XRFNT4ORQ0T59I2,Sat May 09 13:29:27 PDT 2015,Sat May 09 13:30:12 PDT 2015,2015-05-09 21:32:41 UTC,Fairchild Semiconductor,1433
3JAOYWH7VJHA8HFW2LP8LNE2V2G9LS,A2T2D6DDA5X5DZ,379OL9DBSSRSMWO2VX9WQCLEQC39Y8,Sat May 09 13:22:18 PDT 2015,Sat May 09 13:23:04 PDT 2015,2015-05-09 21:27:38 UTC,Fairchild Semiconductor,1433
3OS46CRSLGCQM3PSIIO2OML2WZA6VX,A1NV8QXI4FEWWS,359AP8GAGGXB5AZ4K8TNFP2PSYX7CM,Sat May 09 13:21:39 PDT 2015,Sat May 09 13:21:53 PDT 2015,2015-05-09 21:22:39 UTC,Finisar,1237
3X65QVEQI10C6FMZE5ZZNDFA1NKCLD,A28OHQUT69VJ0S,3EQPA8A3749HXYBGDV2STD8JSBJJZ4,Sat May 09 13:57:51 PDT 2015,Sat May 09 13:58:55 PDT 2015,2015-05-09 22:02:36 UTC,FireEye,425.66
3KYQYYSHYWKUHSVARTA2Z01MHSYOD3,A1V0NUMA2VA07M,367O8HRHKGLUT46HFWLGRIMXNZT4ST,Sat May 09 12:48:07 PDT 2015,Sat May 09 13:25:00 PDT 2015,2015-05-09 21:27:39 UTC,Firetide,0.13
39U1BHVTDM4CCSYLULQPG1LXPNS3T8,A28OHQUT69VJ0S,3W0XM68YZP8FDMWQN5TC2YOKUL6K1F,Sat May 09 13:17:25 PDT 2015,Sat May 09 13:18:47 PDT 2015,2015-05-09 21:22:37 UTC,Formfactor  Inc,268.5
3YGXWBAF71UG87FE8D0I1WDZF1O4CB,A1NV8QXI4FEWWS,3YGYP13641M4EXGAIC070HN1SE4RNM,Sat May 09 13:24:26 PDT 2015,Sat May 09 13:24:40 PDT 2015,2015-05-09 21:27:39 UTC,Fortinet,770
3YDGXNSEO07EW4P1R1KDZAHGPA3485,A2T2D6DDA5X5DZ,3Z56AA6EK4D5AWXQENI9C775R1GM6J,Sat May 09 13:23:15 PDT 2015,Sat May 09 13:24:38 PDT 2015,2015-05-09 21:27:39 UTC,Foundry Networks,607
39GHHAVOMG43GLLKI5H4O0QU5LXJ44,A2T2D6DDA5X5DZ,3GKAWYFRAP6AG89IGQIFZHBSDSFPDB,Sat May 09 13:49:39 PDT 2015,Sat May 09 13:50:01 PDT 2015,2015-05-09 21:52:37 UTC,Fry's Electronics  Inc.,2000
32N49TQG3HVR951V8V5E4RNOSIZAVQ,A28OHQUT69VJ0S,3EGKVCRQFW5BAP3ZTHNSHIG4EC6BYK,Sat May 09 13:21:39 PDT 2015,Sat May 09 13:22:44 PDT 2015,2015-05-09 21:27:38 UTC,Genomic Health,275.71
33M4IA01QHEBCBS7ALSIN29J8XTXRM,A28OHQUT69VJ0S,3DIIW4IV8P85ZQ3LAKR2NGGAE1R4I1,Sat May 09 12:04:40 PDT 2015,Sat May 09 12:07:17 PDT 2015,2015-05-09 20:07:37 UTC,Gigamon Inc,157.13
37XITHEISXMN9DHCJPWV9PO97F7CR1,A2WKZI3JQCE3Z6,3SMIWMMK61IMHJH5E7MZ1BNCSPCWUM,Sat May 09 13:03:52 PDT 2015,Sat May 09 13:22:44 PDT 2015,2015-05-09 21:27:37 UTC,Gilead Sciences,24890
34S6N1K2ZWW3NNXF0XD0Y4CQEFPHLR,AQ4DKMXF2AUV8,3OID399FXGKYPVKO2NMANNXOBMSFDY,Sat May 09 13:55:40 PDT 2015,Sat May 09 13:57:07 PDT 2015,2015-05-09 21:57:40 UTC,Gilead Sciences,24890
3UXUOQ9OKFAPYF0ZQX2YYD7L60V7AY,A1EHP8HYCUPRJ9,3OLZC0DJ8JS4T3M0UGSPW6GNRLNIVQ,Sat May 09 14:14:35 PDT 2015,Sat May 09 14:15:39 PDT 2015,2015-05-09 22:17:39 UTC,Gilead Sciences,24890
3YZ8UPK3VUZFP59TNJR0E0BTEEBCU5,A1NV8QXI4FEWWS,3E22YV8GG1JJ2K0V5KWIVMNMRWHPNT,Sat May 09 13:07:08 PDT 2015,Sat May 09 13:07:26 PDT 2015,2015-05-09 21:07:39 UTC,Gilead Sciences,24890
3TGOYF991YZBBZQT9AC086XZLEHUUW,A237FGJCPV99GJ,3VJ4PFXFJ3KPA6E2D2Q7JMQL069UA9,Sat May 09 12:21:19 PDT 2015,Sat May 09 12:23:52 PDT 2015,2015-05-09 20:27:38 UTC,Gilead Sciences,24890
3QILPRALQ680ICZ796Z9YJNGGRX8N3,A28OHQUT69VJ0S,39I4RL8QGJU53VS1429HN4FVEOC4H8,Sat May 09 12:44:55 PDT 2015,Sat May 09 12:47:52 PDT 2015,2015-05-09 20:52:37 UTC,Glu Mobile,223.15
34X6J5FLPUBA5Q8IG2OHR3RZ1DHJQO,A35AG28CQTZVMS,3QD8LUVX4XBKL4WGNBADVI932APX5Y,Sat May 09 14:09:31 PDT 2015,Sat May 09 14:10:24 PDT 2015,2015-05-09 22:12:39 UTC,Glu Mobile,223.15
3L2IS5HSFBVYG96KC90EUB55DIQNUZ,AT5I4VF891S7I,3CVDZS288HD1TPQ1FGLD6DKIK0KMFN,Sat May 09 13:44:19 PDT 2015,Sat May 09 13:44:53 PDT 2015,2015-05-09 21:47:40 UTC,Good Technology Corporation,160.38
3JBT3HLQF9FF5TC7YBCEFSPFFF6PZM,A2WKZI3JQCE3Z6,3VAOOVPI3Z53NZIC1FNW1DADHRFLLO,Sat May 09 13:41:17 PDT 2015,Sat May 09 13:50:58 PDT 2015,2015-05-09 21:52:38 UTC,Google,66001
31Q0U3WYDQST4RNZUE95NCEI26O173,AM0KMTKJ9VEFP,34XASH8KLQZDK2FVTJHII7YMM67MPQ,Sat May 09 13:42:01 PDT 2015,Sat May 09 13:42:24 PDT 2015,2015-05-09 21:42:40 UTC,Google,66001
3A4TN5196LVAKJ39NKK1VLM3K6BCH6,AQ4DKMXF2AUV8,3UEDKCTP9V3TO8BSCLAL38FXX76K7C,Sat May 09 13:57:08 PDT 2015,Sat May 09 13:58:59 PDT 2015,2015-05-09 22:02:36 UTC,Google,66001
3GD6L00D3TACPUUMYKBU6UB8XVHM1X,A389B2JAHB845F,3QX22DUVOOUQPMCRFVQHOZN48U8MVB,Sat May 09 13:33:24 PDT 2015,Sat May 09 13:34:55 PDT 2015,2015-05-09 21:37:36 UTC,Google,66001
32VNZTT0A8HKE94XQAQDQRCLF2Q4RG,A1NV8QXI4FEWWS,3SU800BH865HXMLJ2YNT9M5Q4OWUQH,Sat May 09 12:55:11 PDT 2015,Sat May 09 12:55:27 PDT 2015,2015-05-09 20:57:36 UTC,Google,66001
3W92K5RLWVUU3ZPEDZEXWG7204XV54,A3CWYWKQXX4RIZ,3SZYX62S5GDQ6PQP5Y6F1JWF0HB57C,Sat May 09 12:28:14 PDT 2015,Sat May 09 12:30:20 PDT 2015,2015-05-09 20:32:38 UTC,Google,66001
35H6S234SBD9O9ADCR6PKOR3JB665O,A185RLALVDARY9,3RQVKZ7ZRKWY7S72NF4H3CT3G7K72D,Sat May 09 12:14:54 PDT 2015,Sat May 09 12:16:42 PDT 2015,2015-05-09 20:17:36 UTC,Google,66001
