AssignmentId,HITId,WorkerId,AcceptTime,SubmitTime,ApprovalTime,Answer.state,Answer.gdp
3CTOC39K3830Z833K3FBRCA4VUV7JX,30UZJB2POHP856P23M3PO2KZUSN35S,AYALPYEQ512PP,Wed Apr 22 08:55:57 PDT 2015,Wed Apr 22 08:56:38 PDT 2015,2015-04-22 16:57:38 UTC,Virginia,397025.00
3YJ6NA41JCTP5E73GP9SRY1PVVOPJN,3SD15I2WD274OAPG85DUG8YZQNY368,A1MW021IG07IMF,Fri Apr 24 23:10:05 PDT 2015,Fri Apr 24 23:10:22 PDT 2015,2015-04-25 07:12:42 UTC,Virginia,397025.00
3AAPLD8UCDUR605K96FRKVM775OTH8,3UEDKCTP9V3TO8BSCLAL38FXWK37KL,ALDKDKRBR4LXD,Fri Apr 24 19:24:36 PDT 2015,Fri Apr 24 19:25:03 PDT 2015,2015-04-25 03:27:39 UTC,Virginia,398100.00
3TYCR1GOTDWPE8X96JJ7YBGV9FSLZQ,3UEDKCTP9V3TO8BSCLAL38FXWK37KL,APLQSM4J9E6LR,Thu Apr 23 07:00:19 PDT 2015,Thu Apr 23 07:00:30 PDT 2015,2015-04-23 15:02:38 UTC,Virginia,397025.00
30MVJZJNHNQ4DRRWZ0DV581AQN19JZ,3BFNCI9LYK3NSA3LRFIMMMYVLYI377,APLQSM4J9E6LR,Thu Apr 23 08:14:58 PDT 2015,Thu Apr 23 08:15:10 PDT 2015,2015-04-23 16:17:39 UTC,Virginia,397025.00
3H0W84IWBLF26B1QFG2QZDOCR1BER6,35XW21VSVGRQRCD2LOKXDZO88YLSLW,APLQSM4J9E6LR,Thu Apr 23 08:13:52 PDT 2015,Thu Apr 23 08:14:11 PDT 2015,2015-04-23 16:17:39 UTC,Virginia,397025.00
3WR9XG3T64OAWQKIHWS7LALLD0N74U,30Y6N4AHYP9VSLPXTIM44CB7DN1DRE,APLQSM4J9E6LR,Thu Apr 23 08:14:51 PDT 2015,Thu Apr 23 08:15:22 PDT 2015,2015-04-23 16:17:40 UTC,Virginia,397025.00
32SCWG5HIIHDHJSWW6F3IUWK9LZP64,3FULMHZ7OUARV9TCVZPUF9NRUN84M3,APLQSM4J9E6LR,Thu Apr 23 08:14:01 PDT 2015,Thu Apr 23 08:14:22 PDT 2015,2015-04-23 16:17:39 UTC,Virginia,397025.00
3YT88D1N09BD998Y0CCXFAY15PJK3U,3FULMHZ7OUARV9TCVZPUF9NRUN84M3,A3IDJZM7H7WRU7,Sat Apr 25 20:09:36 PDT 2015,Sat Apr 25 20:09:49 PDT 2015,2015-04-26 04:12:37 UTC,Virginia,397025.00
3GD6L00D3TACPUUMYKBU6UB8W581MM,3ZXNP4Z39RY48ETAXLMMI8SCLK87LO,APLQSM4J9E6LR,Thu Apr 23 08:12:14 PDT 2015,Thu Apr 23 08:12:33 PDT 2015,2015-04-23 16:12:40 UTC,Virginia,397025.00
3X87C8JFV7O34TR83WXVJ4IMW70SQ4,3ZXNP4Z39RY48ETAXLMMI8SCLK87LO,A1C2X7GXX7Z6FE,Thu Apr 23 13:26:29 PDT 2015,Thu Apr 23 13:26:49 PDT 2015,2015-04-23 21:28:55 UTC,Virginia,397025.00
317HQ483I85T7IBKISB0B8HUIUWNIX,3E22YV8GG1JJ2K0V5KWIVMNMQ9ENPD,A1VHFLDO4EPKT4,Wed Apr 22 12:32:29 PDT 2015,Wed Apr 22 12:33:02 PDT 2015,2015-04-22 20:37:36 UTC,Virginia,398120.00
3C8HJ7UOP879KQFU6VKMYOVK9KLMZW,3E22YV8GG1JJ2K0V5KWIVMNMQ9ENPD,APLQSM4J9E6LR,Thu Apr 23 08:12:44 PDT 2015,Thu Apr 23 08:13:04 PDT 2015,2015-04-23 16:17:39 UTC,Virginia,397025.00
3VE8AYVF8NAOUKMQBIGWQEE7DAZ8F3,3TD33TP5DLFAE75WDB9CEWYXAY1BAX,APLQSM4J9E6LR,Thu Apr 23 06:59:31 PDT 2015,Thu Apr 23 06:59:46 PDT 2015,2015-04-23 15:02:37 UTC,Virginia,397025.00
3W8CV64QJ3C8MLW6B0AATVLVDSU9HL,3R0WOCG21MMN8DHEXCH99NYRKM5DUI,A3Q495V2UCKVGK,Wed Apr 22 11:56:26 PDT 2015,Wed Apr 22 11:57:58 PDT 2015,2015-04-22 20:02:39 UTC,Virginia,0.40
3A7Y0R2P2P1UEN9U2GJ9LBNSXQSJXS,3P7RGTLO6EQB7A9QJOM5DZHNXS9AKF,APLQSM4J9E6LR,Thu Apr 23 08:13:06 PDT 2015,Thu Apr 23 08:13:22 PDT 2015,2015-04-23 16:17:39 UTC,Virginia,397025.00
3EJJQNKU9SIEQLSS5HAWKGLPJIZRHX,3HKIF5DF6YAS05321RNQJCEAKTBG94,A2KNE9E89YLQ3A,Thu Apr 23 18:43:06 PDT 2015,Thu Apr 23 18:43:15 PDT 2015,2015-04-24 02:47:38 UTC,Virginia,397.03
3QIYRE09Y4UI7CFMALQUJ9081XR1NZ,3HKIF5DF6YAS05321RNQJCEAKTBG94,A3VOV4F5L8131I,Fri Apr 24 02:21:43 PDT 2015,Fri Apr 24 02:21:55 PDT 2015,2015-04-24 10:22:40 UTC,Virginia,397025.00
3R8YZBNQ9IVHLV7GFTZKODMQ9S67QD,3EHIMLB7F7C6MWF3G5ZU4GV0FN68H6,APLQSM4J9E6LR,Thu Apr 23 08:12:34 PDT 2015,Thu Apr 23 08:12:54 PDT 2015,2015-04-23 16:17:39 UTC,Virginia,397025.00
3U8YCDAGXQT33K7WUUEB9YC31K60QO,3K3G488TR2L0C7V41XFL1ADA4K0Q5H,AOCZ2532BJZF3,Sun Apr 26 06:53:56 PDT 2015,Sun Apr 26 06:54:25 PDT 2015,2015-04-26 14:57:39 UTC,Virginia,371865.00
31Q0U3WYDQST4RNZUE95NCEI1GB71F,3CMIQF80GN3WVBVI6GPQTGRA0FBQ6X,APLQSM4J9E6LR,Thu Apr 23 07:00:02 PDT 2015,Thu Apr 23 07:00:18 PDT 2015,2015-04-23 15:02:38 UTC,Virginia,397025.00
3XUHV3NRVLBPLYUU8AXTHFGTRZEH5B,3NFWQRSHVER11FUF4DNIT80LNR5FGU,APLQSM4J9E6LR,Thu Apr 23 08:12:03 PDT 2015,Thu Apr 23 08:12:23 PDT 2015,2015-04-23 16:12:40 UTC,Virginia,397025.00
3CP1TO84PUEL68RCPPUMUBAR2GX25F,3Y40HMYLL1V16JMVOCIL3U1J04GXU3,APLQSM4J9E6LR,Thu Apr 23 08:11:41 PDT 2015,Thu Apr 23 08:12:02 PDT 2015,2015-04-23 16:12:40 UTC,Virginia,397025.00
3D3VGR7TA1SZWDLTQWLUGMKF0AFR3I,3Y40HMYLL1V16JMVOCIL3U1J04GXU3,ANB51V4Y2O7FR,Wed Apr 22 17:42:32 PDT 2015,Wed Apr 22 17:42:55 PDT 2015,2015-04-23 01:47:38 UTC,Virginia,397025.00
3MRNMEIQW6JMB7SDE1UA7JXSL0OLD3,3Y40HMYLL1V16JMVOCIL3U1J04GXU3,A1A3UEP77EU2RN,Fri Apr 24 22:50:23 PDT 2015,Fri Apr 24 22:50:36 PDT 2015,2015-04-25 06:52:42 UTC,Virginia,397000.00
386PBUZZXGAZETS5OXGLAHS5QHFJL3,3Z8UJEJOCZQR6TRE6CG60IP1GO639J,APLQSM4J9E6LR,Thu Apr 23 07:00:54 PDT 2015,Thu Apr 23 07:01:04 PDT 2015,2015-04-23 15:02:38 UTC,Virginia,397025.00
3M0BCWMB8W99746S4JA6L4Q8GJDBW6,3VO4XFFP15ZFZB9NPQUIZUR6VQVQ7W,APLQSM4J9E6LR,Thu Apr 23 08:13:42 PDT 2015,Thu Apr 23 08:13:59 PDT 2015,2015-04-23 16:17:39 UTC,Virginia,397025.00
3PW9OPU9PRXMIQQTO2SARLXAQXF21E,3VO4XFFP15ZFZB9NPQUIZUR6VQVQ7W,AYALPYEQ512PP,Wed Apr 22 10:06:17 PDT 2015,Wed Apr 22 10:06:43 PDT 2015,2015-04-22 18:07:38 UTC,Virginia,398120.00
3TK8OJTYM2YYW97XXENBUMCJQG4VPJ,3I7SHAD35M9OEWBVXXN1IL71LPY7MQ,A1EVP0WFE4VLH9,Fri Apr 24 07:05:38 PDT 2015,Fri Apr 24 07:06:01 PDT 2015,2015-04-24 15:07:41 UTC,Virginia,397025.00
3V5Q80FXIY4IST48B66TFEC7OK623P,3SCKNODZ0XTUWEWV9Y21V0W1QF87NQ,APLQSM4J9E6LR,Thu Apr 23 08:11:01 PDT 2015,Thu Apr 23 08:11:24 PDT 2015,2015-04-23 16:12:40 UTC,Virginia,397025.00
3RXCAC0YIS2U8KILM2ME8ZEJEPZ8G2,35U0MRQMUJKEPPX3SB5UG3C927KVOL,APLQSM4J9E6LR,Thu Apr 23 06:59:47 PDT 2015,Thu Apr 23 07:00:01 PDT 2015,2015-04-23 15:02:37 UTC,Virginia,397025.00
3WMINLGALCGVAWVVHEA9EZZZ6ISACD,3JVP4ZJHDP5O02LKRJ40BDQXW290I4,APLQSM4J9E6LR,Wed Apr 22 08:56:50 PDT 2015,Wed Apr 22 08:57:16 PDT 2015,2015-04-22 16:57:38 UTC,Virginia,397025.00
3EFVCAY5L4M4ZM8MU87H5C6Z6MH8JH,3GKAWYFRAP6AG89IGQIFZHBSC5DDPM,AOCZ2532BJZF3,Sat Apr 25 22:32:57 PDT 2015,Sat Apr 25 22:33:21 PDT 2015,2015-04-26 06:37:36 UTC,Vermont,22967.00
3VSOLARPKCMTSDP7WFL8P1KLUV893Q,3OPLMF3EU50TBZLXDS3BE5E2LZDNLF,A3IDJZM7H7WRU7,Sat Apr 25 20:19:53 PDT 2015,Sat Apr 25 20:20:05 PDT 2015,2015-04-26 04:22:37 UTC,Vermont,25442.00
3FE2ERCCZYL36PY0W21XZUIBUIDOP6,3HYV4299H09U2MO1Q4ROJDYNN7E8EQ,AYALPYEQ512PP,Wed Apr 22 09:21:41 PDT 2015,Wed Apr 22 09:22:21 PDT 2015,2015-04-22 17:22:38 UTC,Vermont,25442.00
3NKQQ8O39ZIPUXF7NFMBY6TBYO6DU8,3MYASTQBG7OVGKAXG3X4ZM12H1ZDQD,APLQSM4J9E6LR,Thu Apr 23 04:47:04 PDT 2015,Thu Apr 23 04:47:19 PDT 2015,2015-04-23 12:47:38 UTC,Vermont,25442.00
3TS1AR6UQRRKU6H71DOQCEIC2NZF7N,3JUDR1D0D648DACHJEDN33AYKA9Q2G,A1VHFLDO4EPKT4,Wed Apr 22 12:31:18 PDT 2015,Wed Apr 22 12:31:57 PDT 2015,2015-04-22 20:32:39 UTC,Vermont,25312.00
3C6FJU71TR6SS8AYJB9PBR3CGI6UY3,3OLZC0DJ8JS4T3M0UGSPW6GNQYLVIQ,A39YPFUJEDE08X,Sun Apr 26 13:04:01 PDT 2015,Sun Apr 26 13:07:50 PDT 2015,2015-04-26 21:12:37 UTC,Vermont,25.44
3I02618YA1JYJUIXSOD6Y0A0C7MPUB,33J5JKFMK6BXYS80NERSMDFQQO9Q3R,A2CGIO3YQYJ92M,Thu Apr 23 00:32:27 PDT 2015,Thu Apr 23 00:32:48 PDT 2015,2015-04-23 08:37:36 UTC,Vermont,0.03
3ON104KXQL9PM5LJP40JDQK26PPW4A,3A9LA2FRWSRW1XGBODBMKFCT6WEHXM,ANB51V4Y2O7FR,Wed Apr 22 17:33:30 PDT 2015,Wed Apr 22 17:33:55 PDT 2015,2015-04-23 01:37:37 UTC,Vermont,25442.00
3JNQLM5FT5ZZ8XUXHCATB06OO8D2LN,37NXA7GVSTJ6J4U6FJP2OM8F72FVL4,A1EVP0WFE4VLH9,Fri Apr 24 06:27:54 PDT 2015,Fri Apr 24 06:35:30 PDT 2015,2015-04-24 14:37:39 UTC,Vermont,25900.00
34FNN24DCNMB7TKJIA1H3FBWHZVY53,3SBX2M1TKD0IGOR4NSWBWI7W4O5Q4C,A1PX3VHCGYY0XS,Sat Apr 25 11:39:35 PDT 2015,Sat Apr 25 11:39:50 PDT 2015,2015-04-25 19:42:38 UTC,Vermont,36.49
3U5NZHP4LSFTE8CDSP67FLLAI3LPHJ,3RWSQDNYL9ZVNFYKTTH0BN09MC5FFV,A1MW021IG07IMF,Fri Apr 24 23:26:33 PDT 2015,Fri Apr 24 23:26:47 PDT 2015,2015-04-25 07:27:41 UTC,Vermont,25442.00
3018Q3ZVOJ3ZGYKEZB043UYL6NVRA8,3D1UCPY6GGMRSO841KAS0MUQWIO38U,A1C2X7GXX7Z6FE,Thu Apr 23 13:40:11 PDT 2015,Thu Apr 23 13:40:27 PDT 2015,2015-04-23 21:42:43 UTC,Vermont,25442.00
3U5JL4WY5LM4B5Q9Z9W5F9Y9FWV4XL,3R0WOCG21MMN8DHEXCH99NYRKM5DUI,ALDKDKRBR4LXD,Fri Apr 24 20:20:13 PDT 2015,Fri Apr 24 20:21:19 PDT 2015,2015-04-25 04:22:38 UTC,Vermont,25300.00
3DI28L7YXBRED629HMNBTM6ZN4G1EY,3CMIQF80GN3WVBVI6GPQTGRA0FBQ6X,A23JSI7QCNNTLT,Thu Apr 23 19:57:56 PDT 2015,Thu Apr 23 19:58:14 PDT 2015,2015-04-24 04:02:36 UTC,Vermont,26.35
3FTOP5WARG1MHX3JZ4U2CX0HNK2J0U,3SV8KD29L45C8IHYVG24US8W6DGKZQ,A2KNE9E89YLQ3A,Thu Apr 23 18:42:53 PDT 2015,Thu Apr 23 18:43:06 PDT 2015,2015-04-24 02:47:38 UTC,Vermont,25.44
35GMH2SV3FUZ9Y9ANOLM5IJ7GBFEOF,3OREP8RUT2OBOYIZZB1MAI908TEGBE,AYALPYEQ512PP,Wed Apr 22 10:05:40 PDT 2015,Wed Apr 22 10:06:11 PDT 2015,2015-04-22 18:07:38 UTC,Vermont,25312.00
3YOH7BII0AKXLIAHKMI3Y5QKW61KVA,3Y40HMYLL1V16JMVOCIL3U1J04GXU3,A22XGLSLP1SE1Z,Fri Apr 24 07:02:29 PDT 2015,Fri Apr 24 07:03:04 PDT 2015,2015-04-24 15:07:39 UTC,Vermont,253.00
36DSNE9QZ6B7KEV21PWD2YWZLO5JO9,3OKP4QVBP2A65OD7TX1QF7PUQBSAGC,A22XGLSLP1SE1Z,Fri Apr 24 07:01:59 PDT 2015,Fri Apr 24 07:02:29 PDT 2015,2015-04-24 15:02:40 UTC,Utah,1170.00
3YMTUJH0DTTXUOHPUZV8Q6D32U6T4E,3OPLMF3EU50TBZLXDS3BE5E2LZDNLF,ANB51V4Y2O7FR,Wed Apr 22 11:06:16 PDT 2015,Wed Apr 22 11:06:52 PDT 2015,2015-04-22 19:07:37 UTC,Utah,109777.00
3ZQIG0FLQFTOGI4Y9016MGKFJ9OWVO,372AGES0I4I9QRUEKINGYJEZT5CXRZ,ANB51V4Y2O7FR,Wed Apr 22 17:54:57 PDT 2015,Wed Apr 22 17:55:13 PDT 2015,2015-04-23 01:57:38 UTC,Utah,109777.00
3COPXFW7XCPKGYDLYA94SD12AISKPH,324N5FAHSXOVZYCOUJD19MV0I2AVK1,A3VOV4F5L8131I,Fri Apr 24 02:28:18 PDT 2015,Fri Apr 24 02:28:29 PDT 2015,2015-04-24 10:32:39 UTC,Utah,109777.00
3MB8LZR5BG6UPDYN6IGXBWSI5C5LK6,30EMX9PEVKWF76VK0O8WYZBTJYGSKT,A39YPFUJEDE08X,Sun Apr 26 13:18:00 PDT 2015,Sun Apr 26 13:18:34 PDT 2015,2015-04-26 21:22:38 UTC,Utah,109.78
373ERPL3YPL4VUJN5BRLYZODUB9TRM,382GHPVPHS4Q9NL2PHKFJAELUWS34N,APLQSM4J9E6LR,Thu Apr 23 00:46:39 PDT 2015,Thu Apr 23 00:46:59 PDT 2015,2015-04-23 08:47:37 UTC,Utah,109777.00
3TOK3KHVJUVE0JU00G7GZ8RQUVSO7Y,3SSN80MU8C1N3NHJUYEJX7SLYDIKXT,A1MW021IG07IMF,Fri Apr 24 23:19:52 PDT 2015,Fri Apr 24 23:20:05 PDT 2015,2015-04-25 07:22:41 UTC,Utah,109777.00
3L4PIM1GQUT0CGIHFHEK6GGS9CKYR7,37NXA7GVSTJ6J4U6FJP2OM8F72FVL4,A2CGIO3YQYJ92M,Thu Apr 23 00:27:15 PDT 2015,Thu Apr 23 00:27:34 PDT 2015,2015-04-23 08:27:37 UTC,Utah,0.11
3X87C8JFV7O34TR83WXVJ4IMW70QS2,3R16PJFTS34W5LT9ANCE0WVN5ID4KY,A1C2X7GXX7Z6FE,Thu Apr 23 13:34:40 PDT 2015,Thu Apr 23 13:34:52 PDT 2015,2015-04-23 21:37:47 UTC,Utah,109777.00
3AQF3RZ559V1Q632I3JY60IG7G86FG,3FVBZG9CLJRO47A0L1MFB1PIWPU0HB,A2KNE9E89YLQ3A,Thu Apr 23 18:42:43 PDT 2015,Thu Apr 23 18:42:53 PDT 2015,2015-04-24 02:47:38 UTC,Utah,109.78
336KAV9KYR5J8W1W0RZJ588KXO32Y3,30Y6N4AHYP9VSLPXTIM44CB7DN1DRE,A1A3UEP77EU2RN,Fri Apr 24 22:29:04 PDT 2015,Fri Apr 24 22:29:11 PDT 2015,2015-04-25 06:32:41 UTC,Utah,110000.00
30LB5CDZNDNCHC8NHQXO0RO76NR0ZI,3FULMHZ7OUARV9TCVZPUF9NRUN84M3,AOCZ2532BJZF3,Sun Apr 26 06:58:28 PDT 2015,Sun Apr 26 06:58:49 PDT 2015,2015-04-26 15:02:40 UTC,Utah,102636.00
3IO1LGZLKAASBRTFAPDSW81UK8I68E,3FULMHZ7OUARV9TCVZPUF9NRUN84M3,AYALPYEQ512PP,Wed Apr 22 09:11:34 PDT 2015,Wed Apr 22 09:12:02 PDT 2015,2015-04-22 17:12:38 UTC,Utah,109777.00
392CY0QWG247LA1E0NW4CZBURIFI4L,3OKP4QVBP2A65OD7TX1QF7PUQBTGAJ,A1EVP0WFE4VLH9,Fri Apr 24 06:52:24 PDT 2015,Fri Apr 24 06:52:47 PDT 2015,2015-04-24 14:57:40 UTC,Utah,109777.00
3GGAI1SQEWBWCX4KEH0ENQUZ05OMCS,3NFWQRSHVER11FUF4DNIT80LNR5FGU,ALDKDKRBR4LXD,Fri Apr 24 19:43:58 PDT 2015,Fri Apr 24 19:44:43 PDT 2015,2015-04-25 03:47:37 UTC,Utah,117000.00
3ZWFC4W1UVKUCP1MARMWHV9C3ZERFJ,3RZS0FBRWKN0BG34GUN4FBTAR50CPK,AYALPYEQ512PP,Wed Apr 22 10:05:07 PDT 2015,Wed Apr 22 10:05:35 PDT 2015,2015-04-22 18:07:38 UTC,Utah,116955.00
3R0T90IZ1TPWKN8Y3E2JALA24LGGCM,309D674SHZYY7M2UXP53KROLA1MBCZ,A3IDJZM7H7WRU7,Sat Apr 25 20:15:31 PDT 2015,Sat Apr 25 20:15:42 PDT 2015,2015-04-26 04:17:37 UTC,Utah,109777.00
3X4JMASXCNMGZE57BCHLE9H4FJ3B0J,32K26U12DN1NLS6E22RE590AYTEDV7,A1PX3VHCGYY0XS,Sat Apr 25 11:39:12 PDT 2015,Sat Apr 25 11:39:29 PDT 2015,2015-04-25 19:42:38 UTC,Utah,39.00
3MH9DQ757XPS6HPYP5NJ4RW8BICUGT,3S1L4CQSFXI0ROHCIDV8XMPIPWSAFD,A1EVP0WFE4VLH9,Fri Apr 24 07:09:01 PDT 2015,Fri Apr 24 07:09:36 PDT 2015,2015-04-24 15:12:39 UTC,Texas,1223511.00
3VAR3R6G1QEI0XZJALZMD8NL58GO8P,3S1L4CQSFXI0ROHCIDV8XMPIPWSAFD,AYALPYEQ512PP,Wed Apr 22 10:04:29 PDT 2015,Wed Apr 22 10:05:01 PDT 2015,2015-04-22 18:07:38 UTC,Texas,1243331.00
3X31TUMD7YZSJCC1Y8AF6HWJWXX1LT,3GKAWYFRAP6AG89IGQIFZHBSC5DDPM,APLQSM4J9E6LR,Wed Apr 22 08:05:02 PDT 2015,Wed Apr 22 08:06:12 PDT 2015,2015-04-22 16:07:37 UTC,Texas,1223511.00
3WYP994K1847QXKXNTBMVLPWDNIY6H,3OPLMF3EU50TBZLXDS3BE5E2LZDNLF,AYALPYEQ512PP,Wed Apr 22 08:48:37 PDT 2015,Wed Apr 22 08:49:13 PDT 2015,2015-04-22 16:52:37 UTC,Texas,1223511.00
308Q0PEVB9Q8IG7QHISVT7MADAU9I9,3XAOZ9UYRZ41OPUL0AD9YK0TS4VQ1Z,A22XGLSLP1SE1Z,Fri Apr 24 07:01:29 PDT 2015,Fri Apr 24 07:01:59 PDT 2015,2015-04-24 15:02:39 UTC,Texas,12433.00
3P1L2B7AD22DF4J24A8QID9RP9LOLJ,3ZLW647WAL8G696FL31RQVHNAIW32R,ANB51V4Y2O7FR,Wed Apr 22 17:34:59 PDT 2015,Wed Apr 22 17:35:44 PDT 2015,2015-04-23 01:37:37 UTC,Texas,1.22
3H7Z272LX8KV04V3JAL57DEHZH0LPM,324N5FAHSXOVZYCOUJD19MV0I2AVK1,A3LE2ZBJGGM1K,Thu Apr 23 12:59:13 PDT 2015,Thu Apr 23 12:59:54 PDT 2015,2015-04-23 21:02:38 UTC,Texas,1.23
3KAKFY4PGVFM3EIA09RL2UJODIII3Z,30EMX9PEVKWF76VK0O8WYZBTJYGSKT,A1EVP0WFE4VLH9,Fri Apr 24 06:39:37 PDT 2015,Fri Apr 24 06:40:05 PDT 2015,2015-04-24 14:42:40 UTC,Texas,1173480.00
3V26SBZTBER9JXEDLKAG6QRTOR4ZZX,3MDWE879UHFW9OVRL5VCI1ND4GJB9I,A1A3UEP77EU2RN,Fri Apr 24 22:28:52 PDT 2015,Fri Apr 24 22:29:04 PDT 2015,2015-04-25 06:32:41 UTC,Texas,1224000.00
3LBXNTKX0S858BWLG4SWWH9P1KEX97,3SR6AEG6W56L126LT9XO3TJ2828HYS,A2CGIO3YQYJ92M,Thu Apr 23 00:14:30 PDT 2015,Thu Apr 23 00:15:07 PDT 2015,2015-04-23 08:17:36 UTC,Texas,1.22
3LRKMWOKB6UJDMB1WD12JFHM3GK2Z3,3SBX2M1TKD0IGOR4NSWBWI7W4O5Q4C,A1C2X7GXX7Z6FE,Thu Apr 23 13:21:45 PDT 2015,Thu Apr 23 13:22:07 PDT 2015,2015-04-23 21:23:48 UTC,Texas,1.22
3NAPMVF0ZXS0TC5VDI9JSVONTRK721,3MWOYZD5WV11HKOUQKJ36MIWG4INOW,A3IDJZM7H7WRU7,Sat Apr 25 20:04:56 PDT 2015,Sat Apr 25 20:05:08 PDT 2015,2015-04-26 04:07:37 UTC,Texas,1244695.00
3SUWZRL0MZQ9KS36NSZSOIXGVFT6EY,3E22YV8GG1JJ2K0V5KWIVMNMQ9ENPD,A2KNE9E89YLQ3A,Thu Apr 23 18:42:35 PDT 2015,Thu Apr 23 18:42:43 PDT 2015,2015-04-24 02:47:38 UTC,Texas,1223.51
3P4RDNWND6JXOSKZ3UJ8I10D9BFIJE,3WPCIUYH1AL8802PX7RZ4RCP18YDTR,A7ILE7LEC6I68,Wed Apr 22 16:54:24 PDT 2015,Wed Apr 22 16:57:29 PDT 2015,2015-04-23 00:57:36 UTC,Texas,1224000.00
3I7DHKZYGOD5723ODK9TEU4GBNPF55,3IHWR4LC7DQ6IRQNMNHF4SWFF0L8IZ,ALDKDKRBR4LXD,Fri Apr 24 19:16:10 PDT 2015,Fri Apr 24 19:17:32 PDT 2015,2015-04-25 03:17:40 UTC,Texas,1243300.00
3AMYWKA6YCZVWJGVH62OTURUZJ7O6W,3K3G488TR2L0C7V41XFL1ADA4K0Q5H,A1MW021IG07IMF,Fri Apr 24 23:03:54 PDT 2015,Fri Apr 24 23:04:27 PDT 2015,2015-04-25 07:07:41 UTC,Texas,1223511.00
3WYP994K1847QXKXNTBMVLPWDS9Y6I,3SV8KD29L45C8IHYVG24US8W6DGKZQ,A3VOV4F5L8131I,Fri Apr 24 02:19:04 PDT 2015,Fri Apr 24 02:19:24 PDT 2015,2015-04-24 10:22:39 UTC,Texas,1223511.00
3VW6495TLKD99HU3TC6EEC9PC50YYM,3KG2UQJ0MJ142W1A5XB7VRDWV50NQ4,A1PX3VHCGYY0XS,Sat Apr 25 11:38:40 PDT 2015,Sat Apr 25 11:38:59 PDT 2015,2015-04-25 19:42:38 UTC,Texas,44.31
3XXU1SWE8N8BG40F5YHPJYXYX200AX,3KG2UQJ0MJ142W1A5XB7VRDWV50NQ4,A39YPFUJEDE08X,Sun Apr 26 13:02:03 PDT 2015,Sun Apr 26 13:03:23 PDT 2015,2015-04-26 21:07:43 UTC,Texas,1.22
3QY7M81QH8ZVAS9L2OFNSRAHARJK7D,3JVP4ZJHDP5O02LKRJ40BDQXW290I4,A36F8C2Z3E07TA,Sat Apr 25 12:09:35 PDT 2015,Sat Apr 25 12:09:52 PDT 2015,2015-04-25 20:12:38 UTC,Texas,1145000.00
3FQ5JJ512M1KDD18IVWCOOW7A4KNKJ,3ZLW647WAL8G696FL31RQVHNAIW32R,A1A3UEP77EU2RN,Fri Apr 24 22:28:38 PDT 2015,Fri Apr 24 22:28:51 PDT 2015,2015-04-25 06:32:41 UTC,Tennessee,252000.00
3KV0LJBBH3Y0IZT3WEQ9CLTL00JMRE,37Y5RYYI0PILR6URZ7NLOTJVF7VXSN,APLQSM4J9E6LR,Wed Apr 22 08:59:52 PDT 2015,Wed Apr 22 09:00:12 PDT 2015,2015-04-22 17:02:40 UTC,Tennessee,252127.00
3EO896NRAX8NX60AX6ICW82MKRMTJV,382GHPVPHS4Q9NL2PHKFJAELUWS34N,AYALPYEQ512PP,Wed Apr 22 09:02:29 PDT 2015,Wed Apr 22 09:03:11 PDT 2015,2015-04-22 17:07:38 UTC,Tennessee,252127.00
3TMFV4NEP9RQ568L17QWU2078IXW87,33TGB4G0LPUM6676O7SBYYFHHQ9XTC,A1PX3VHCGYY0XS,Sat Apr 25 11:38:15 PDT 2015,Sat Apr 25 11:38:36 PDT 2015,2015-04-25 19:42:38 UTC,Tennessee,36.94
3VAR3R6G1QEI0XZJALZMD8NL5COO85,37NXA7GVSTJ6J4U6FJP2OM8F72FVL4,A2KNE9E89YLQ3A,Thu Apr 23 18:42:24 PDT 2015,Thu Apr 23 18:42:34 PDT 2015,2015-04-24 02:42:40 UTC,Tennessee,252.13
3WEV0KO0ON59FKN3YARBJ5BNDXZDSI,3WRBLBQ2GRLA4BFP1V4XQ1DHHPH0GC,AOCZ2532BJZF3,Sun Apr 26 06:53:26 PDT 2015,Sun Apr 26 06:53:53 PDT 2015,2015-04-26 14:57:39 UTC,Tennessee,231080.00
3JNQLM5FT5ZZ8XUXHCATB06OO662LC,3SD15I2WD274OAPG85DUG8YZQNY368,APLQSM4J9E6LR,Thu Apr 23 00:41:45 PDT 2015,Thu Apr 23 00:42:07 PDT 2015,2015-04-23 08:42:36 UTC,Tennessee,252127.00
3P529IW9KZYJ9R6957P0VJ0DX93LF5,3VDI8GSXAF6SM0KSWZHCJGJZ0NT8G7,A2CGIO3YQYJ92M,Thu Apr 23 00:22:31 PDT 2015,Thu Apr 23 00:22:50 PDT 2015,2015-04-23 08:27:36 UTC,Tennessee,0.25
3RRCEFRB7NPXY2N8UD4NQC7HWN24BV,3VDI8GSXAF6SM0KSWZHCJGJZ0NT8G7,AYALPYEQ512PP,Wed Apr 22 10:03:42 PDT 2015,Wed Apr 22 10:04:22 PDT 2015,2015-04-22 18:07:38 UTC,Tennessee,249621.00
3LYA37P8IR0IC4CBF5R3XTWDTHWKBL,3BFNCI9LYK3NSA3LRFIMMMYVLYI377,A3IDJZM7H7WRU7,Sat Apr 25 20:11:30 PDT 2015,Sat Apr 25 20:11:41 PDT 2015,2015-04-26 04:12:38 UTC,Tennessee,252127.00
