AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Company,Revenue
37Z929RLGALGW9J0K0RQO9T9H26ST2,A5C761Y9MWNCA,3HUR21WDDU2INS60YDFA6F7WXE1YXL,Fri May 08 20:22:19 PDT 2015,Fri May 08 20:22:48 PDT 2015,2015-05-09 04:27:38 UTC,Coherent,820
3YT88D1N09BD998Y0CCXFAY169H3KG,A2KNE9E89YLQ3A,3ZURAPD28804X04CMU2FMLWFMOXF1E,Fri May 08 20:28:41 PDT 2015,Fri May 08 20:28:48 PDT 2015,2015-05-09 04:32:38 UTC,Coherent,820
37WLF8U1WQ3C6SVGJEAVMDALG0IK62,AYALPYEQ512PP,3ZVPAMTJWNGY45ZOV8NCAXE4R1RGRA,Fri May 08 20:11:52 PDT 2015,Fri May 08 20:12:39 PDT 2015,2015-05-09 04:17:38 UTC,Cypress Semiconductor,723
3D3VGR7TA1SZWDLTQWLUGMKF11AR3W,A2KNE9E89YLQ3A,3EGKVCRQFW5BAP3ZTHNSHIG4EBEBYQ,Fri May 08 20:29:17 PDT 2015,Fri May 08 20:29:24 PDT 2015,2015-05-09 04:32:38 UTC,Cypress Semiconductor,723
3QY7M81QH8ZVAS9L2OFNSRAHBB0K7Z,A1T71UAY8IRUJ6,3VDI8GSXAF6SM0KSWZHCJGJZ192G8X,Fri May 08 19:14:01 PDT 2015,Fri May 08 19:14:45 PDT 2015,2015-05-09 03:17:37 UTC,Cypress Semiconductor,723
3QAPZX2QN5QMB15BSJOADGE0MX920W,AYDDIDXTRHXZ5,38DCH97KHHF8J6APQZJF2KWFN76JQG,Fri May 08 19:41:06 PDT 2015,Fri May 08 19:43:08 PDT 2015,2015-05-09 03:47:36 UTC,Dell,56900
386PBUZZXGAZETS5OXGLAHS5R67LJC,A2KNE9E89YLQ3A,3YGE63DIN8A61X5PG08FC4Z5CZGW0P,Fri May 08 20:28:16 PDT 2015,Fri May 08 20:28:28 PDT 2015,2015-05-09 04:32:37 UTC,Dolby Laboratories,904
39LNWE0K4V9628VTFTNMP39ORIBIUR,A2R3YFUNAT892R,3R5OYNIC2CMHXX5F2GIU4LTEGDATP3,Fri May 08 20:25:52 PDT 2015,Fri May 08 20:27:40 PDT 2015,2015-05-09 04:32:37 UTC,Drobo,13.4
36ZN444YTSBBP3BWJ7BDQXHZ9WMIOD,AYDDIDXTRHXZ5,3QI9WAYOGQO88RAVYKEVOG6BJP76SM,Fri May 08 19:59:04 PDT 2015,Fri May 08 20:01:15 PDT 2015,2015-05-09 04:02:38 UTC,DSP Group,143
3TAYZSBPLMLMCAPN1L7UNMKJHPP2SG,A3VMQ4E8D1544Y,3PEG1BH7AE4GQKEIP2M18A1TGW5BKV,Fri May 08 18:36:00 PDT 2015,Fri May 08 18:37:49 PDT 2015,Fri May 08 19:05:15 PDT 2015,Ebay,17900
3JMSRU9HQJ7UZII7O0700ADFDWAEV0,AZAOUXFLQ5S3Z,3UXQ63NLAAZRAQW0A2Y2NAE85WABLY,Fri May 08 18:39:47 PDT 2015,Fri May 08 18:40:20 PDT 2015,Fri May 08 19:05:18 PDT 2015,Ebay,17900
373ERPL3YPL4VUJN5BRLYZODV0JTRB,AYDDIDXTRHXZ5,3Z3R5YC0P3056KGLODMPSRFAE7NTF0,Fri May 08 18:43:11 PDT 2015,Fri May 08 18:45:57 PDT 2015,Fri May 08 19:05:39 PDT 2015,Ebay,17900
3TVRFO09GLS09DXU51VM1Q0K24MLX0,A3STVJG6VL4D44,368IUKXGA5LBVZU363A1TB10W506P6,Fri May 08 20:33:21 PDT 2015,Fri May 08 20:33:37 PDT 2015,2015-05-09 04:37:37 UTC,Ebay,17900
3MHW492WW1QSB6AK5YVJDIIOMY1MVX,A32TH0JUPRQLD0,371DNNCG44FWR56YGZGJIZYOR3B8TZ,Fri May 08 18:44:07 PDT 2015,Fri May 08 18:44:48 PDT 2015,Fri May 08 19:05:06 PDT 2015,Ebay,17900
3XIQGXAUMDL1US8S17UCILIJ7KE7XA,A1T71UAY8IRUJ6,3HYV4299H09U2MO1Q4ROJDYNOTOE8F,Fri May 08 18:59:33 PDT 2015,Fri May 08 19:00:03 PDT 2015,Fri May 08 19:05:11 PDT 2015,Ebay,17900
3DEL4X4EL7YK9C4TOGKCVY2GBJPXY3,A5C761Y9MWNCA,37VUR2VJ6A2XUOK2VSCEEFBCPB51CP,Fri May 08 19:51:28 PDT 2015,Fri May 08 19:52:02 PDT 2015,2015-05-09 03:52:37 UTC,Ebay,17900
3VZLGYJEYMNKE2EYK2MV95BIHDQZXT,AYALPYEQ512PP,3IWA71V4TITG48WUSUKINON3Y496XU,Fri May 08 18:55:34 PDT 2015,Fri May 08 18:56:42 PDT 2015,Fri May 08 19:05:12 PDT 2015,Ebay,17900
3BWI6RSP7HMSOSHB624KUWXCRE67E4,A2KNE9E89YLQ3A,3EQVJH0T40YPKG7RJ3APVCRNUM0THY,Fri May 08 20:12:34 PDT 2015,Fri May 08 20:12:46 PDT 2015,2015-05-09 04:17:38 UTC,Ebay,17900
3G5F9DBFOQA6JS99E1F6LDAS5C2HVJ,A308QJ3EJ8HIPD,3LCXHSGDLTJCL63A42XT04YO0NVESF,Fri May 08 18:51:21 PDT 2015,Fri May 08 18:53:53 PDT 2015,Fri May 08 19:05:12 PDT 2015,Ebay,17900
3YDTZAI2WYTWL45GSGBYK0U8B3C41Y,A2PQQC3LO31PRT,33CLA8O0MIOSQ53TKOHUSCESQMQRFL,Fri May 08 20:05:09 PDT 2015,Fri May 08 20:06:09 PDT 2015,2015-05-09 04:07:38 UTC,Ebay,17900
3U4J9857OFOUHP5RWB2UTORROHQB75,A3HIFDO7YUSB2R,3L1EFR8WWTIMM577Q7H81REYK0L9FH,Fri May 08 19:04:15 PDT 2015,Fri May 08 19:04:39 PDT 2015,Fri May 08 19:05:52 PDT 2015,Ebay,17900
3483FV8BEFWHPCRQU84RMHORZ0W622,AR5VZOF01EJA9,3DTJ4WT8BDS9MIPOZUR1WXVRN2VEZK,Fri May 08 19:56:04 PDT 2015,Fri May 08 19:57:07 PDT 2015,2015-05-09 03:57:37 UTC,Ebay,17900
39L1G8WVWR4B38MCS26FAV22X3E138,A1T71UAY8IRUJ6,3MDKGGG61Q09NRNANKJLYL2XL8L6TB,Fri May 08 19:00:03 PDT 2015,Fri May 08 19:01:09 PDT 2015,Fri May 08 19:05:13 PDT 2015,Electronic Arts,3797
3X31TUMD7YZSJCC1Y8AF6HWJXP6L17,AR5VZOF01EJA9,3BVS8WK9Q08PKPOUPZ1PVUMGOSGBIK,Fri May 08 19:57:07 PDT 2015,Fri May 08 19:58:22 PDT 2015,2015-05-09 04:02:37 UTC,Electronic Arts,3797
3K2755HG5TG0BFIHSQRCC6S8PQODFL,A2KNE9E89YLQ3A,3WGCNLZJKFL7ZGQGVO7PYLTUABGD10,Fri May 08 20:23:12 PDT 2015,Fri May 08 20:23:23 PDT 2015,2015-05-09 04:27:39 UTC,Electronic Arts,3797
34YB12FSQZ19T9KPG3WXDHFEZJFGM4,A5C761Y9MWNCA,3EHVO81VN5YOBWVIHKQFP68S23A1HY,Fri May 08 20:08:09 PDT 2015,Fri May 08 20:08:36 PDT 2015,2015-05-09 04:12:38 UTC,Electronic Arts,3797
3C8HJ7UOP879KQFU6VKMYOVKA98MZY,A3HIFDO7YUSB2R,39O6Z4JLX2A1JYBVT2SQZG32FXZVX9,Fri May 08 19:12:29 PDT 2015,Fri May 08 19:14:41 PDT 2015,2015-05-09 03:17:37 UTC,Electronic Arts,3797
3YZ8UPK3VUZFP59TNJR0E0BTEDRUC1,A3STVJG6VL4D44,3DWNFENNE381U1NRS2C2ZHVARFNJ4X,Fri May 08 20:45:33 PDT 2015,Fri May 08 20:46:13 PDT 2015,2015-05-09 04:47:36 UTC,Electronic Arts,3797
3LPW2N6LKUFUQK0E894S0U5JMW35U2,AYALPYEQ512PP,3RHLQY6EDTHORFNZI6QRWJ0XMVQD4D,Fri May 08 18:56:47 PDT 2015,Fri May 08 18:58:26 PDT 2015,Fri May 08 19:05:16 PDT 2015,Electronic Arts,3797
38YMOXR4MVC31SPX8STYAO4G37Q6WJ,AYDDIDXTRHXZ5,3MQKOF1EE2100H6JSCWARBJO6OPWDI,Fri May 08 19:36:38 PDT 2015,Fri May 08 19:37:54 PDT 2015,2015-05-09 03:42:36 UTC,Electronic Arts,3797
3H8DHMCCWAOBR1AVT1I9SJKDXM4KDT,A3VMQ4E8D1544Y,3HKIF5DF6YAS05321RNQJCEALFL9GG,Fri May 08 19:40:45 PDT 2015,Fri May 08 19:41:43 PDT 2015,2015-05-09 03:42:37 UTC,Electronic Arts,3797
3U8YCDAGXQT33K7WUUEB9YC323P0QA,A2KNE9E89YLQ3A,38RHULDV9YSH8SM5KQXLI8Z1YTXWIK,Fri May 08 20:29:03 PDT 2015,Fri May 08 20:29:16 PDT 2015,2015-05-09 04:32:38 UTC,Electronics for Imaging,728
3C2NJ6JBKBUPWXXITPQ8OSADUQLN2T,A5C761Y9MWNCA,30ZKOOGW2WJ919N4BEGN8KLOP8K1AN,Fri May 08 20:13:53 PDT 2015,Fri May 08 20:14:17 PDT 2015,2015-05-09 04:17:38 UTC,Equinix,2152
3S3AMIZX3VIT83Y71O1B4075SDXCDA,A3VMQ4E8D1544Y,31S7M7DAGG3R6CQHAOPNN4KUB39TL5,Fri May 08 20:35:23 PDT 2015,Fri May 08 20:36:08 PDT 2015,2015-05-09 04:37:39 UTC,Equinix,2152
3X66WABAJXV87NCFALRIHI68ZSZG3P,A2KNE9E89YLQ3A,3OZ4VAIBEXS0OE66CYDP87VN4ZLJVA,Fri May 08 20:25:05 PDT 2015,Fri May 08 20:25:12 PDT 2015,2015-05-09 04:27:41 UTC,Equinix,2152
3UN61F00HX22AS8X4F9NVJIZFX15R0,A2R3YFUNAT892R,3H781YYV6TVD06GPT22JA9UA269ET4,Fri May 08 20:27:53 PDT 2015,Fri May 08 20:31:18 PDT 2015,2015-05-09 04:32:39 UTC,Evernote,18.3
3TS1AR6UQRRKU6H71DOQCEIC3FL7FM,AYALPYEQ512PP,3O2Y2UIUCQ7631QYU48XR0SEVUWFKG,Fri May 08 20:13:16 PDT 2015,Fri May 08 20:13:59 PDT 2015,2015-05-09 04:17:38 UTC,Extreme Networks,519.5
352YTHGROWQ7PFQUU5EJCNAFSS64HV,A1T71UAY8IRUJ6,3D5G8J4N5AHU2H2BOSRTADIW21BVTQ,Fri May 08 19:14:50 PDT 2015,Fri May 08 19:15:21 PDT 2015,2015-05-09 03:17:37 UTC,Extreme Networks,519.5
3ZWFC4W1UVKUCP1MARMWHV9C4RFRF5,A2KNE9E89YLQ3A,3W0XM68YZP8FDMWQN5TC2YOKUKE1K2,Fri May 08 20:33:33 PDT 2015,Fri May 08 20:33:43 PDT 2015,2015-05-09 04:37:37 UTC,Extreme Networks,519.5
3SEPORI8WOC8IP659SUHPX0KGSIAZ1,AYALPYEQ512PP,3MZ3TAMYTL0C0W5JLWNFV9RK6EIIR3,Fri May 08 18:58:32 PDT 2015,Fri May 08 18:59:38 PDT 2015,Fri May 08 19:05:13 PDT 2015,Facebook,12466
3WETL7AQWULARQNVTP8RDLFJ9JK53V,A5C761Y9MWNCA,302U8RURJZEW74XRRW5H1EC4DJPNVH,Fri May 08 19:54:52 PDT 2015,Fri May 08 19:57:52 PDT 2015,2015-05-09 04:02:37 UTC,Facebook,12466
3VJ40NV2QJ01YHR7DJAH44J8KD3OT1,A3STVJG6VL4D44,3RBI0I35XEG67UZMEO8MZZISQJ13YR,Fri May 08 20:34:27 PDT 2015,Fri May 08 20:34:40 PDT 2015,2015-05-09 04:37:38 UTC,Facebook,12466
3I0BTBYZAYYCCMYIL4V5MKF51C50YC,AR5VZOF01EJA9,37M4O367VJV9RSXC9484K1T5V5EM5A,Fri May 08 19:58:23 PDT 2015,Fri May 08 19:59:43 PDT 2015,2015-05-09 04:02:37 UTC,Facebook,12466
3A1COHJ8NK888GDW684WTZQKUE1H8E,AYDDIDXTRHXZ5,3KI0JD2ZU1VMPTQ3AHGKTPAFWBU760,Fri May 08 18:36:08 PDT 2015,Fri May 08 18:38:25 PDT 2015,Fri May 08 19:05:12 PDT 2015,Facebook,12466
3GGAI1SQEWBWCX4KEH0ENQUZ1RNMC0,A2KNE9E89YLQ3A,3P4C70TRMRUN174BQOQGOL55L91LGO,Fri May 08 20:13:51 PDT 2015,Fri May 08 20:19:33 PDT 2015,2015-05-09 04:22:38 UTC,Facebook,12466
32SVAV9L3GM7XWZCOLZ8LWV51XJA34,A3VMQ4E8D1544Y,3C8QQOM6JPE1XYA6GCQJ9XIL0MTLIG,Fri May 08 18:38:31 PDT 2015,Fri May 08 18:38:50 PDT 2015,Fri May 08 19:05:09 PDT 2015,Facebook,12466
3D8YOU6S9FXQ9O0SDSEXS0JJIRD6UI,AZAOUXFLQ5S3Z,34OWYT6U3WU6WW9XRFNT4ORQ0SD9I8,Fri May 08 18:40:56 PDT 2015,Fri May 08 18:41:18 PDT 2015,Fri May 08 19:05:04 PDT 2015,Facebook,12466
3TXMY6UCAF1NXC2C6A7V4ZE4BSIQCP,A308QJ3EJ8HIPD,385MDVINFCSD336B28ILU9E1B8MWJW,Fri May 08 18:50:16 PDT 2015,Fri May 08 18:50:46 PDT 2015,Fri May 08 19:05:07 PDT 2015,Facebook,12466
3M68NM076IKYTW8B9YJSNPWZBS9R6Z,A1T71UAY8IRUJ6,3THR0FZ95P6BTKL9E73OTUE7CVSLOB,Fri May 08 19:01:10 PDT 2015,Fri May 08 19:01:30 PDT 2015,Fri May 08 19:05:17 PDT 2015,Facebook,12466
3UWN2HHPUZII1WEGN45EFANHSKMSN3,A5C761Y9MWNCA,3OREP8RUT2OBOYIZZB1MAI909FOBGS,Fri May 08 21:48:02 PDT 2015,Fri May 08 21:48:41 PDT 2015,2015-05-09 05:52:36 UTC,Fair Isaac,0.738
3II4UPYCOKKX248Q6626O5WMWSXDQF,A2KNE9E89YLQ3A,335VBRURDJDUGR7BVWX2J9TY8Z6E94,Fri May 08 20:26:17 PDT 2015,Fri May 08 20:26:26 PDT 2015,2015-05-09 04:27:42 UTC,Fairchild Semiconductor,1405
3VHP9MDGROXQ6NC3SUW1S0AQ4QCFCN,AYALPYEQ512PP,304QEQWKZPXYWOWNPEH5VAMJ9XHO05,Fri May 08 20:14:03 PDT 2015,Fri May 08 20:15:16 PDT 2015,2015-05-09 04:17:39 UTC,Fairchild Semiconductor,1405
3S0TNUHWKUVRW08UKCL62EBM2MB8DZ,A2KNE9E89YLQ3A,3CMIQF80GN3WVBVI6GPQTGRA11M6QX,Fri May 08 20:27:34 PDT 2015,Fri May 08 20:27:41 PDT 2015,2015-05-09 04:32:37 UTC,Finisar,1094
3Z7ISHFUH18UZ1DQCUA3T6UPQ4KZ8O,A5C761Y9MWNCA,3EHVO81VN5YOBWVIHKQFP68S23AH1E,Fri May 08 20:18:33 PDT 2015,Fri May 08 20:18:53 PDT 2015,2015-05-09 04:22:38 UTC,Finisar,1094
3QILPRALQ680ICZ796Z9YJNGGQD8NH,A2KNE9E89YLQ3A,3WKGUBL7SZZ7PRBRVNOFFW82V4SL41,Fri May 08 20:29:54 PDT 2015,Fri May 08 20:30:01 PDT 2015,2015-05-09 04:32:38 UTC,Fortinet,615
3KMS4QQVK338PLORK7DZGJNY9ZLFK0,AYALPYEQ512PP,3VP28W7DUNX1SWPKU5B7EFGRZ39FZ2,Fri May 08 20:15:22 PDT 2015,Fri May 08 20:16:39 PDT 2015,2015-05-09 04:17:39 UTC,Foundry Networks,607.205
3PJ71Z61R5FXIABS9B7P185OXVO19P,A1XPLNE3RSG6,3LG268AV38J0KR3XPDXOAUTSELCERR,Fri May 08 19:04:34 PDT 2015,Fri May 08 19:05:13 PDT 2015,Fri May 08 19:05:53 PDT 2015,Gigamon,31
3BDCF01OGY7P9IN4AXHOK47T4AGLY6,A3STVJG6VL4D44,3NBFJK3IOHVV7S783G68G29ZGE7GO1,Fri May 08 20:33:38 PDT 2015,Fri May 08 20:33:54 PDT 2015,2015-05-09 04:37:38 UTC,Gilead Sciences,11201.688
34BBWHLWHBOJUCKYAT2N7RULCYLWI3,A2KNE9E89YLQ3A,3JMNNNO3B1HDX783VNCTVSSK9X0W29,Fri May 08 20:12:50 PDT 2015,Fri May 08 20:13:13 PDT 2015,2015-05-09 04:17:38 UTC,Gilead Sciences,11201.688
3C44YUNSI22C2S7B6TNHO06CRW8PDX,A3VMQ4E8D1544Y,39WICJI5AT56CK9RAAA5D6RUWD53ZI,Fri May 08 18:39:38 PDT 2015,Fri May 08 18:40:03 PDT 2015,Fri May 08 19:05:08 PDT 2015,Gilead Sciences,11201.688
30OG32W0SVOHRD9YM9L9QTJ2RTANEU,A5C761Y9MWNCA,38G0E1M85MI92UH0OXH3F94YLFIVUH,Fri May 08 19:52:10 PDT 2015,Fri May 08 19:52:35 PDT 2015,2015-05-09 03:52:37 UTC,Gilead Sciences,11201.688
3BC8WZX3V49RFF6V1MMQYKNV7FMRRW,A308QJ3EJ8HIPD,3RDTX9JRTYE97CS18OJWDZ1HMC279B,Fri May 08 18:54:34 PDT 2015,Fri May 08 18:56:08 PDT 2015,Fri May 08 19:05:16 PDT 2015,Gilead Sciences,11201.688
3180JW2OT5PLC4PKWA0ETSW85G65J7,A2PQQC3LO31PRT,3CRWSLD91KHVZ23UEJ43T7TWC0JMOF,Fri May 08 20:04:17 PDT 2015,Fri May 08 20:05:08 PDT 2015,2015-05-09 04:07:38 UTC,Gilead Sciences,11201.688
3VNL7UK1XGW7S4EEEGRRHAAUSC9FT3,A1XPLNE3RSG6,3ATYLI1PRTF5YUX9BMRBDF1F86OJO8,Fri May 08 18:55:06 PDT 2015,Fri May 08 18:55:25 PDT 2015,Fri May 08 19:05:08 PDT 2015,Glu Mobile,88
3LRKMWOKB6UJDMB1WD12JFHM44S2ZO,AR5VZOF01EJA9,3BA7SXOG1J3JBQT6CABOIKX63IE8RM,Fri May 08 19:59:44 PDT 2015,Fri May 08 20:00:33 PDT 2015,2015-05-09 04:02:38 UTC,Google,66001
3A1PQ49WVIUQXGTB7NVHEP3CG8V1HE,A32TH0JUPRQLD0,38EHZ67RIM577PMWQ0RVOYKULESGMM,Fri May 08 18:37:50 PDT 2015,Fri May 08 18:38:31 PDT 2015,Fri May 08 19:05:07 PDT 2015,Google,66001
3GM6G9ZBKOADYE6V03V4C0U3PDKTMN,A3VMQ4E8D1544Y,3PCPFX4U403SE4OT79SUNM4NU0OFQ8,Fri May 08 18:40:10 PDT 2015,Fri May 08 18:40:46 PDT 2015,Fri May 08 19:05:14 PDT 2015,Google,66001
32SCWG5HIIHDHJSWW6F3IUWKAAMP66,A2K3TPEKUWQX6P,3CESM1J3EIG1F8R4IPOWL59WP236W1,Fri May 08 19:45:06 PDT 2015,Fri May 08 20:35:30 PDT 2015,2015-05-09 04:37:39 UTC,Google,66001
3IJXV6UZ1YWEMG3CBZSHKSM4KJ4IRK,A3HIFDO7YUSB2R,360ZO6N6J1WSSFZOCULLWHY7H1XM91,Fri May 08 19:10:44 PDT 2015,Fri May 08 19:12:28 PDT 2015,2015-05-09 03:12:38 UTC,Google,66001
3LS2AMNW5G3O61ZFWFGMZZ8L061QOM,A308QJ3EJ8HIPD,3WRKFXQBOBKLXXH5ZRF935KH91XYIL,Fri May 08 18:56:09 PDT 2015,Fri May 08 18:56:39 PDT 2015,Fri May 08 19:05:38 PDT 2015,Google,66001
3OHYZ19UGDIWJLSY7JJ09ZTGWOHAO1,A2PQQC3LO31PRT,3YCT0L9OMMMGFCGNX10CQRSXEFVNSC,Fri May 08 19:58:22 PDT 2015,Fri May 08 19:59:38 PDT 2015,2015-05-09 04:02:37 UTC,Google,66001
3K772S5NP9OPHHNNJBQWL9M65H3EHE,A3STVJG6VL4D44,3RHLQY6EDTHORFNZI6QRWJ0XMVR4D5,Fri May 08 20:31:31 PDT 2015,Fri May 08 20:31:48 PDT 2015,2015-05-09 04:32:39 UTC,Google,66001
3IRIK4HM3BXUNUJSR1TXYUXDBR6C6E,AZAOUXFLQ5S3Z,31MBOZ6PAO4AKVO6O2UXYUKQNH9LCE,Fri May 08 18:37:33 PDT 2015,Fri May 08 18:38:08 PDT 2015,Fri May 08 19:05:02 PDT 2015,Google,66001
3SKEMFQBZ4IZA6E4CT7T6R6CMV8K8O,A2KNE9E89YLQ3A,3M67TQBQQH1RQEQZFRVGNQ37NK89A4,Fri May 08 20:11:37 PDT 2015,Fri May 08 20:11:54 PDT 2015,2015-05-09 04:12:39 UTC,Google,66001
3907X2AHF1IPZI9V9430SHF8U5I2P0,AYDDIDXTRHXZ5,3ZQX1VYFTDIGED1QKIUKOPS1SVTO8S,Fri May 08 18:34:22 PDT 2015,Fri May 08 18:35:11 PDT 2015,Fri May 08 19:05:40 PDT 2015,Google,66001
3RXCAC0YIS2U8KILM2ME8ZEJFEOG8E,A1T71UAY8IRUJ6,37VE3DA4YUUPOUDAJHJ4VIL1OF1HBX,Fri May 08 19:01:31 PDT 2015,Fri May 08 19:01:51 PDT 2015,Fri May 08 19:05:07 PDT 2015,Google,66001
33IZTU6J82ENDQSKPASNDCEFUYTXSP,A5C761Y9MWNCA,371QPA24C21EG5MDHE743PBGDX51T8,Fri May 08 19:49:12 PDT 2015,Fri May 08 19:49:40 PDT 2015,2015-05-09 03:52:37 UTC,Google,66001
3F0BG9B9MQ0QUXY263GE1ZPS9Q87YG,AYALPYEQ512PP,3RTFSSG7T8JJYTUB5TUYAORTFXRWLY,Fri May 08 18:59:42 PDT 2015,Fri May 08 19:01:13 PDT 2015,Fri May 08 19:05:17 PDT 2015,Google,66001
35BLDD71I7ASAD93KNLDLKEX12IVZM,A1XPLNE3RSG6,3R6RZGK0XFPQJ315YYESIUABH3TVYF,Fri May 08 18:31:36 PDT 2015,Fri May 08 18:34:24 PDT 2015,Fri May 08 19:05:16 PDT 2015,GoPro Inc,985.73
35GMH2SV3FUZ9Y9ANOLM5IJ7H3HEO2,A2KNE9E89YLQ3A,36D1BWBEHNEHSVEPRL66MUQTBVNM29,Fri May 08 20:35:32 PDT 2015,Fri May 08 20:35:46 PDT 2015,2015-05-09 04:37:39 UTC,Guidewire Software,315
3ZAZR5XV02VWB433T6Q8VSQ8GV6ZCV,A2KNE9E89YLQ3A,37VE3DA4YUUPOUDAJHJ4VIL1OF1BHR,Fri May 08 20:34:35 PDT 2015,Fri May 08 20:35:13 PDT 2015,2015-05-09 04:37:38 UTC,Guidewire Software,315
3GM6G9ZBKOADYE6V03V4C0U3PDOTMR,A2KNE9E89YLQ3A,39O0SQZVJNKFBCON25JI4K1BSY7R7H,Fri May 08 20:32:22 PDT 2015,Fri May 08 20:32:29 PDT 2015,2015-05-09 04:32:40 UTC,Harmonic,462
32XVDSJFP0AJEFCIHOB8BDLDP082M5,A1T71UAY8IRUJ6,3LN3BXKGC083C1GAU2XIXWMLJG6GWD,Fri May 08 19:01:52 PDT 2015,Fri May 08 19:02:14 PDT 2015,Fri May 08 19:05:13 PDT 2015,Hewlett-Packard,111500
39GXDJN2OURDQH8GBXL080HT2TF8VY,A2PQQC3LO31PRT,307FVKVSYRS8A6MPRTN5WRQ10KO47C,Fri May 08 19:56:30 PDT 2015,Fri May 08 19:58:21 PDT 2015,2015-05-09 04:02:37 UTC,Hewlett-Packard,111500
3NLZY2D53Q2G0GWIJN0U7I4R51YQL7,A2KNE9E89YLQ3A,3KWGG5KP6JFUQD6ROEVCY7ZFNM0MCI,Fri May 08 20:06:20 PDT 2015,Fri May 08 20:08:20 PDT 2015,2015-05-09 04:12:37 UTC,Hewlett-Packard,111500
369J354OFEN746ZXTNPGOLIS9J26GM,A3STVJG6VL4D44,344M16OZKISF5TB5W6G71AOIDONEN3,Fri May 08 20:31:07 PDT 2015,Fri May 08 20:31:30 PDT 2015,2015-05-09 04:32:39 UTC,Hewlett-Packard,111500
374TNBHA8C800F3H22PK1Q6NEGZYQ4,AYDDIDXTRHXZ5,3BFF0DJK8XPEAPL7UXMOZQYP3XHTSJ,Fri May 08 18:35:12 PDT 2015,Fri May 08 18:36:07 PDT 2015,Fri May 08 19:05:09 PDT 2015,Hewlett-Packard,111500
35L9RVQFCPV66DK99B51PR89R5SUH6,A308QJ3EJ8HIPD,3BFNCI9LYK3NSA3LRFIMMMYVMKS73U,Fri May 08 18:56:39 PDT 2015,Fri May 08 18:57:13 PDT 2015,Fri May 08 19:05:09 PDT 2015,Hewlett-Packard,111500
3BV8HQ2ZZXE6UFMU7NX6SZ7PBOO6A9,AR5VZOF01EJA9,3Q7TKIAPOTNKPNUKOYP8I0288HLLDE,Fri May 08 20:00:34 PDT 2015,Fri May 08 20:01:43 PDT 2015,2015-05-09 04:02:38 UTC,Hewlett-Packard,111500
3HFNH7HEMIR0EOIH8W3EUQZJ9KBGQQ,A5C761Y9MWNCA,3UUSLRKAULGLA25IK4OYZVK7DXGD7X,Fri May 08 19:48:36 PDT 2015,Fri May 08 19:49:08 PDT 2015,2015-05-09 03:52:36 UTC,Hewlett-Packard,111500
3F6KKYWMNCECZ7VYQEAPKB1HRH8DNQ,A3VMQ4E8D1544Y,34O39PNDK6L2DORDFMVY9MN7BOYRB3,Fri May 08 19:25:51 PDT 2015,Fri May 08 19:26:33 PDT 2015,2015-05-09 03:27:36 UTC,Hewlett-Packard,111500
3EQHHY4HQT5BL2ZJO4FBWF4SDONG5C,AYALPYEQ512PP,3RSBJ6YZEC3PTSBDSW0QYH9NFZ6OF9,Fri May 08 19:01:54 PDT 2015,Fri May 08 19:02:41 PDT 2015,Fri May 08 19:05:17 PDT 2015,Hewlett-Packard,111500
352YTHGROWQ7PFQUU5EJCNAFSS54HU,AYDDIDXTRHXZ5,3BS6ERDL93K262RD1UJ6THKBIMWD6Y,Fri May 08 18:39:01 PDT 2015,Fri May 08 18:40:41 PDT 2015,Fri May 08 19:05:09 PDT 2015,IBM,99800
39KFRKBFIO8XF3Q1NPXGCLBNZFKOYP,A5C761Y9MWNCA,32FESTC2NH3D3LB0XGMYPHG9082CUZ,Fri May 08 20:17:58 PDT 2015,Fri May 08 20:18:26 PDT 2015,2015-05-09 04:22:38 UTC,iGate,1151
3HHRAGRYX9IIE2ITFD50D4IWQ60O91,A2KNE9E89YLQ3A,3I4E7AFQ2KCLBM2H73DA7P727E5JTU,Fri May 08 20:27:25 PDT 2015,Fri May 08 20:27:34 PDT 2015,2015-05-09 04:27:42 UTC,iGate,1151
3P1L2B7AD22DF4J24A8QID9RQ0HOLY,A2KNE9E89YLQ3A,3GMLHYZ0LEAQ6OC5T84NM88S3WKYUT,Fri May 08 20:31:08 PDT 2015,Fri May 08 20:31:18 PDT 2015,2015-05-09 04:32:39 UTC,Impax Laboratories,512
3T111IHZ5F3LBFA975M47ZN11TKR9D,A2KNE9E89YLQ3A,39HYCOOPKOY4V5C5OAQNIDHX8MCMDI,Fri May 08 20:30:59 PDT 2015,Fri May 08 20:31:08 PDT 2015,2015-05-09 04:32:39 UTC,Infinera,544
3RXCAC0YIS2U8KILM2ME8ZEJFER8G9,A2KNE9E89YLQ3A,3BKZLF990ZCYEV5OCZKIC7B30BEYQO,Fri May 08 20:28:07 PDT 2015,Fri May 08 20:28:16 PDT 2015,2015-05-09 04:32:37 UTC,Informatica,948
3PJUZCGDJ7TFTAVD8WG4GISWB1X98K,A2KNE9E89YLQ3A,3RSBJ6YZEC3PTSBDSW0QYH9NFZ6FO0,Fri May 08 20:32:04 PDT 2015,Fri May 08 20:32:14 PDT 2015,2015-05-09 04:32:40 UTC,Integrated Device Technology,476
