AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,Answer.name,pub,sigmod,vldb,year,pub/year,vldb/year,sigmod/year
3YJ6NA41JCTP5E73GP9SRY1PV24JPB,AYALPYEQ512PP,38DCH97KHHF8J6APQZJF2KWFMUWJQF,Wed Apr 29 19:12:32 PDT 2015,Wed Apr 29 19:22:12 PDT 2015,2015-04-30 03:22:37 UTC,Srinivasan Iyer,15,0,0,1,15,0,0
32SVAV9L3GM7XWZCOLZ8LWV51MVA3U,AYALPYEQ512PP,31YWE12TE0PZ88AZB4PAT2NZS2K7XU,Sat May 02 04:34:49 PDT 2015,Sat May 02 04:41:43 PDT 2015,2015-05-02 12:42:37 UTC,Bharat Singh,2,0,0,2,1,0,0
3XLBSAQ9Z5PQZN872PIXF6YUF9A7ZJ,AYALPYEQ512PP,3RQVKZ7ZRKWY7S72NF4H3CT3FTI27D,Fri May 01 17:31:28 PDT 2015,Fri May 01 17:38:34 PDT 2015,2015-05-02 01:42:38 UTC,Ahmed Kosba,11,0,0,3,3.666666667,0,0
33SA9F9TRY77E7ICEACWMCWTKTGWE8,AYALPYEQ512PP,32ZCLEW0BZXNJU9AQM4Q2F65HYAJPO,Fri May 01 04:03:44 PDT 2015,Fri May 01 04:11:13 PDT 2015,2015-05-01 12:12:37 UTC,Yuk Hei Chan,6,0,0,2,3,0,0
3JAOYWH7VJHA8HFW2LP8LNE2VODL99,ASKDA7P5TIOVT,3VQTAXTYN3YUTGJUJGQ3EXARHATUBA,Thu Apr 30 05:29:58 PDT 2015,Thu Apr 30 05:31:17 PDT 2015,2015-04-30 13:32:39 UTC,Norases Vesdapunt,3,0,2,4,0.75,0.5,0
3180JW2OT5PLC4PKWA0ETSW856S5J9,AYALPYEQ512PP,31SIZS5W59SPHUT2Y4SO4BI6WBQRQF,Sat May 02 11:48:20 PDT 2015,Sat May 02 11:56:34 PDT 2015,2015-05-02 19:57:50 UTC,Yulu Wang,2,0,0,4,0.5,0,0
3BC8WZX3V49RFF6V1MMQYKNV73GRR2,ASKDA7P5TIOVT,3BJKPTD2QCP29ALUF8MJ9GTTGIPRTT,Thu Apr 30 20:12:43 PDT 2015,Thu Apr 30 20:19:19 PDT 2015,2015-05-01 04:22:36 UTC,Jacob Gao,3,0,0,3,1,0,0
3I2PTA7R3U75GAE0YNOTSIRCGQBKQU,AV3CA0IYNRCCJ,3R4QIDVOJPPBBNYS37DOBNU9YJCEED,Fri May 01 10:41:00 PDT 2015,Fri May 01 10:45:42 PDT 2015,2015-05-01 18:47:37 UTC,Alexander Shkapsky,1,0,1,2,0.5,0.5,0
3UN61F00HX22AS8X4F9NVJIZEJGR58,ASKDA7P5TIOVT,371Q3BEXDHMAW1U60PB6LEZ6NGUZS5,Thu Apr 30 03:56:19 PDT 2015,Thu Apr 30 03:58:27 PDT 2015,2015-04-30 12:02:36 UTC,Ashton Anderson,10,0,0,5,2,0,0
3QXNC7EIPJ8XBLQADS3PN3MERO509D,AYALPYEQ512PP,3I7SHAD35M9OEWBVXXN1IL71LYY7M8,Wed Apr 29 00:23:27 PDT 2015,Wed Apr 29 00:31:51 PDT 2015,2015-04-29 08:32:37 UTC,Robert West,18,0,0,5,3.6,0,0
3PPTZCWALRX055DMYOR3FXFPJVJZQH,A8L450UGY77XB,33KMQD9OFJR5TT48TRLCZ3ABQ9477Y,Wed Apr 29 12:52:05 PDT 2015,Wed Apr 29 12:55:25 PDT 2015,2015-04-29 20:57:36 UTC,Laurel Orr,3,0,0,1,3,0,0
39GAF6DQWSDVFHOVCCCLTQULN921V7,AYALPYEQ512PP,34R3P23QHSEHCXBLE8F0IWYMX38WHQ,Wed Apr 29 18:42:53 PDT 2015,Wed Apr 29 18:49:08 PDT 2015,2015-04-30 02:52:37 UTC,Shumo Chu,7,3,0,2,3.5,1.5,1.5
3WAKVUDHUXT9DOEXW2JPYEJFDR77U6,AYALPYEQ512PP,3CVBMEMMXBT2MIAK607OQGZ54C07H0,Sat May 02 01:22:15 PDT 2015,Sat May 02 01:29:25 PDT 2015,2015-05-02 09:32:37 UTC,Eric Raboin,7,0,0,7,1,0,0
3H7XDTSHKD45YLE3K52KMFH5XAVWGR,AYALPYEQ512PP,3TFJJUELSH24J92YEWCSJYLHG49C2G,Fri May 01 20:21:46 PDT 2015,Fri May 01 20:23:34 PDT 2015,2015-05-02 04:27:36 UTC,Michael Maynord,3,0,0,2,1.5,0,0
3S96KQ6I9NHAUK0INAW1TA79GO7DTI,AYALPYEQ512PP,3SZYX62S5GDQ6PQP5Y6F1JWFZ3A57I,Sat May 02 05:54:43 PDT 2015,Sat May 02 05:58:45 PDT 2015,2015-05-02 14:02:37 UTC,Catalin Tiseanu,6,0,0,6,1,0,0
3OE22WJIGJ1JJ6JCS1SVY50AHC6UQN,AYALPYEQ512PP,3TC2K6WK9GF276CLXKWNHCPYQDO280,Tue Apr 28 21:23:10 PDT 2015,Tue Apr 28 21:26:54 PDT 2015,2015-04-29 05:27:37 UTC,Ali Alkhatib,2,0,0,2,1,0,0
3YW4XOSQKRYV22ZV7M2GX4S291O1UB,AYALPYEQ512PP,33N1S8XHHMYA2HVCN6WMPDCXXGH1ZN,Wed Apr 29 02:57:35 PDT 2015,Wed Apr 29 03:09:02 PDT 2015,2015-04-29 11:12:36 UTC,Nick Lanham,7,1,1,5,1.4,0.4,0.2
3VE8AYVF8NAOUKMQBIGWQEE7EOGF8K,AYALPYEQ512PP,36U4VBVNQOQH9N0JFDCTECFVZWWRUK,Fri May 01 14:30:10 PDT 2015,Fri May 01 14:34:49 PDT 2015,2015-05-01 22:37:37 UTC,Zebao Gao,4,0,0,2,2,0,0
3KWTYT0871GR7UDKZVCR97909S65LE,AYALPYEQ512PP,3FSEU3P2NRDPTV82BJHO91SBSXSRRG,Thu Apr 30 10:33:19 PDT 2015,Thu Apr 30 10:39:46 PDT 2015,2015-04-30 18:42:37 UTC,Ahmed Abdelkader Abdelrazek,6,0,0,2,3,0,0
351SEKWQS1U6HPAYEDVP7WCHLDCDMB,AYALPYEQ512PP,3XBYQ44Z6PH7H62GE2WPWF1A8X3TWX,Thu Apr 30 01:36:35 PDT 2015,Thu Apr 30 01:42:29 PDT 2015,2015-04-30 09:42:37 UTC,Mohan Yang,8,2,1,3,2.666666667,1,0.666666667
3STRJBFXOX4I8Q6SFRIOXN2Z0WYKTU,AYALPYEQ512PP,367O8HRHKGLUT46HFWLGRIMXMLR4SY,Fri May 01 05:40:48 PDT 2015,Fri May 01 05:44:10 PDT 2015,2015-05-01 13:47:37 UTC,Hsueh-Chien Cheng,1,0,0,1,1,0,0
3EF8EXOTT28MOMO1VNY2Q2JRSMA1J1,AYALPYEQ512PP,3MZ3TAMYTL0C0W5JLWNFV9RK519RIC,Wed Apr 29 22:44:57 PDT 2015,Wed Apr 29 22:48:27 PDT 2015,2015-04-30 06:52:36 UTC,Laurel Orr,3,0,0,1,3,0,0
30X31N5D643BHDKRE009T43HT2NSAX,AYALPYEQ512PP,3FO95NVK5CD1UA8FQ8HTZBX7EZBRS4,Fri May 01 21:03:24 PDT 2015,Fri May 01 21:08:22 PDT 2015,2015-05-02 05:12:37 UTC,Leslie Milton,2,0,0,1,2,0,0
36W0OB37HXRNSCEJFY496JNOTAWHZH,ASKDA7P5TIOVT,3SCKNODZ0XTUWEWV9Y21V0W1QO87N8,Thu Apr 30 06:40:52 PDT 2015,Thu Apr 30 06:41:52 PDT 2015,2015-04-30 14:42:38 UTC,Eric Gribkoff,5,0,0,2,2.5,0,0
35DR22AR5EXJT975ZVRM54632573XQ,AV3CA0IYNRCCJ,3GVPRXWRPH72IDL4CIP9QS0K4PF7IT,Thu Apr 30 17:02:03 PDT 2015,Thu Apr 30 17:35:38 PDT 2015,2015-05-01 01:37:40 UTC,Eva Sitaridi,9,1,0,5,1.8,0.2,0.2
3ZDAD0O1T2QOSQ5ZEAXDNHA1W5ZTXE,ASKDA7P5TIOVT,3D7VY91L65ABG8ELAEZHNNTX4OQMBA,Thu Apr 30 20:27:45 PDT 2015,Thu Apr 30 20:28:37 PDT 2015,2015-05-01 04:32:36 UTC,Shangyu Luo,1,1,0,1,1,1,1
3U84XHCDIDQTG0QO0RKQCUEKO6IZ4N,ASKDA7P5TIOVT,33W1NHWFYHYBB17LPPGWVJVSPZ8ZTU,Thu Apr 30 21:50:13 PDT 2015,Thu Apr 30 21:50:46 PDT 2015,2015-05-01 05:52:36 UTC,lingding,1,0,0,3,0.333333333,0,0
3OS4RQUCRAS7WIKXEU06HG48MUZBFD,AYALPYEQ512PP,39I4RL8QGJU53VS1429HN4FVDAAH4Q,Fri May 01 12:34:38 PDT 2015,Fri May 01 12:38:37 PDT 2015,2015-05-01 20:42:37 UTC,Hyunjong Cho,2,0,0,4,0.5,0,0
37UEWGM5HUL3MA7E3S7BST5I34ER1W,ASKDA7P5TIOVT,3UL5XDRDNCWU63V8F3YLFJSAANG585,Thu Apr 30 04:54:15 PDT 2015,Thu Apr 30 04:55:13 PDT 2015,2015-04-30 12:57:38 UTC,Peter Lofgren,11,0,1,4,2.75,0.25,0
3MAOD8E57RNQXD0FHEB1EI497OKNXG,AYALPYEQ512PP,36BTXXLZ2VLISP6407LB18H10J84RA,Fri May 01 18:40:00 PDT 2015,Fri May 01 18:46:16 PDT 2015,2015-05-02 02:47:39 UTC,Vassilios Lekakis,5,0,0,3,1.666666667,0,0
3DQQ64TANHYBBY72NOS7GOVXY01WPC,AV3CA0IYNRCCJ,3909MD9T2ZU3H1YOYIXUT5F9AKREFV,Thu Apr 30 18:57:40 PDT 2015,Thu Apr 30 19:01:03 PDT 2015,2015-05-01 03:02:36 UTC,Alex Galakatos,3,0,0,2,1.5,0,0
3K3R2QNK8CGDR72QBZH9CAAL7D19UH,A8L450UGY77XB,3W3RSPVVGS466P56ATFXS06WT47ULX,Wed Apr 29 12:48:15 PDT 2015,Wed Apr 29 12:52:00 PDT 2015,2015-04-29 20:52:36 UTC,Brandon Myers,11,0,1,3,3.666666667,0.333333333,0
3MAOD8E57RNQXD0FHEB1EI496JUXNP,A8L450UGY77XB,38RHULDV9YSH8SM5KQXLI8Z1XGNWIJ,Tue Apr 28 18:38:16 PDT 2015,Tue Apr 28 18:40:57 PDT 2015,2015-04-29 02:42:36 UTC,Caroline Suen,5,0,0,2,2.5,0,0
3IGI0VL648X334MNGNO5V5DGVKHNOD,AYALPYEQ512PP,356TQKY9XFA9T79R3WDID3661TA78L,Fri May 01 19:28:47 PDT 2015,Fri May 01 19:33:58 PDT 2015,2015-05-02 03:37:37 UTC,Assaf Magen,0,0,0,1,0,0,0
3BEFOD78W76THTR5L2UW4SIB91ZM4Q,ASKDA7P5TIOVT,385MDVINFCSD336B28ILU9E1AVCWJV,Thu Apr 30 09:42:21 PDT 2015,Thu Apr 30 09:44:17 PDT 2015,2015-04-30 17:47:37 UTC,Mike Anderson,6,0,1,4,1.5,0.25,0
3RJSC4XJ117EAYOYA2Q8BNHC6XS508,AYALPYEQ512PP,3TY2U1TEB7NRXJ6CV9Z65JKT8Z4JJO,Sat May 02 14:41:24 PDT 2015,Sat May 02 14:45:38 PDT 2015,2015-05-02 22:47:37 UTC,Orestis Polychroniou,6,3,0,4,1.5,0.75,0.75
31EUONYN2WGGB9VWIEAW5M7TGJGOVJ,A8L450UGY77XB,3JGHED38ED4O8D09G0BCCGU8U8E7Y0,Wed Apr 29 07:22:25 PDT 2015,Wed Apr 29 07:24:39 PDT 2015,2015-04-29 15:27:38 UTC,Daniel Crankshaw,6,0,0,2,3,0,0
3OSWBBLG1FAHB192SKXYIDSFTKSXDI,AYALPYEQ512PP,311HQEI8RSTOD3AECMDVQN3A02I7ZR,Sat May 02 03:54:13 PDT 2015,Sat May 02 03:59:08 PDT 2015,2015-05-02 12:02:37 UTC,Mahmoud F. Sayed,4,0,0,2,2,0,0
3BEFOD78W76THTR5L2UW4SIB93PM4K,AV3CA0IYNRCCJ,32FESTC2NH3D3LB0XGMYPHG9ZVTUCH,Fri May 01 10:49:42 PDT 2015,Fri May 01 10:54:31 PDT 2015,2015-05-01 18:57:37 UTC,Mohan Yang,8,1,1,5,1.6,0.4,0.2
3EQHHY4HQT5BL2ZJO4FBWF4SC8J5G0,A8L450UGY77XB,33KGGVH24UULXMVXMO81SSWMPGJX1M,Tue Apr 28 12:16:45 PDT 2015,Tue Apr 28 12:23:54 PDT 2015,2015-04-28 20:27:36 UTC,Thomas Marshall,0,0,0,1,0,0,0
39LOEL67OTITE86XRNFUP5PABWB38V,ASKDA7P5TIOVT,3XEIP58NL00NSOZGGGE59SLBVMMZLR,Thu Apr 30 08:03:39 PDT 2015,Thu Apr 30 08:04:14 PDT 2015,2015-04-30 16:07:38 UTC,Laurel Orr,0,0,0,1,0,0,0
38SKSKU7R2A3JI8Z6FVLYGD5DBTILB,AYALPYEQ512PP,335HHSX8CDII3RBUXDAAQ891QN3HD3,Tue Apr 28 19:39:17 PDT 2015,Tue Apr 28 19:47:23 PDT 2015,2015-04-29 03:47:36 UTC,Neil Shah,14,0,0,2,7,0,0
3TR2532VIQ7HV8PY1TAJLYA81YC6JT,A8L450UGY77XB,3UQVX1UPFSUKPH7I2GJ8OXJG7FC20D,Thu Apr 30 10:09:15 PDT 2015,Thu Apr 30 10:11:43 PDT 2015,2015-04-30 18:12:39 UTC,Lukas Maas,1,1,0,1,1,1,1
304SM51WA4HG0NPJKE05OFNNAHHBSD,ASKDA7P5TIOVT,3MD8CKRQZZ08V7PP3E8F7A6KIGYRJO,Thu Apr 30 01:07:25 PDT 2015,Thu Apr 30 01:13:53 PDT 2015,2015-04-30 09:17:37 UTC,Alex Beutel,18,0,0,4,4.5,0,0
3Y5140Z9DYTTA3NXY7OSFXMPJPDIP1,ASKDA7P5TIOVT,386T3MLZLN8VBW97IXS9YOWJTF580N,Thu Apr 30 22:05:55 PDT 2015,Thu Apr 30 22:06:50 PDT 2015,2015-05-01 06:07:36 UTC,Lukas Maas,1,1,0,1,1,1,1
3QJOXOW4XK4B9VOYA869DEU2MQTEMO,A8L450UGY77XB,3HEADTGN2P5HM2PJK3MYAYHED35RV9,Thu Apr 30 09:15:10 PDT 2015,Thu Apr 30 09:19:52 PDT 2015,2015-04-30 17:22:37 UTC,Pablo Javier Barrio,2,0,0,5,0.4,0,0
3BQU611VFQXF7FENDOMIGEN7VUZ993,ASKDA7P5TIOVT,3D4BBDG7ZH9T4RYHIWQX28Q9MI9C3R,Thu Apr 30 06:27:00 PDT 2015,Thu Apr 30 06:28:20 PDT 2015,2015-04-30 14:32:38 UTC,Wenlei Xie,11,0,0,5,2.2,0,0
3YDTZAI2WYTWL45GSGBYK0U8AO814W,A8L450UGY77XB,34F34TZU7WCRRN84OOTE62YC6OJ2JL,Wed Apr 29 07:05:15 PDT 2015,Wed Apr 29 07:11:31 PDT 2015,2015-04-29 15:12:39 UTC,Peter Alvaro,22,2,1,6,3.666666667,0.5,0.333333333
3YGXWBAF71UG87FE8D0I1WDZFPY4CX,AYALPYEQ512PP,3X4Q1O9UBHZCEZW7AD2EAPW6GYD7ON,Fri May 01 17:16:04 PDT 2015,Fri May 01 17:22:00 PDT 2015,2015-05-02 01:22:37 UTC,Udayan Khurana,11,1,0,5,2.2,0.2,0.2
3M68NM076IKYTW8B9YJSNPWZBG4R66,ASKDA7P5TIOVT,3OND0WXMHWSNVXPUT8LUWQRMQZ4HEW,Thu Apr 30 21:08:29 PDT 2015,Thu Apr 30 21:09:06 PDT 2015,2015-05-01 05:12:37 UTC,Justin DeBrabant,3,0,2,4,0.75,0.5,0
3CPLWGV3MPC0WHIHEY5NYFIRZIK9N3,AV3CA0IYNRCCJ,3FDWKV9VCNFQC7NRA5GCSDLLT9XUMZ,Wed Apr 29 17:57:31 PDT 2015,Wed Apr 29 18:08:33 PDT 2015,2015-04-30 02:12:37 UTC,Bailu Ding,2,1,0,5,0.4,0.2,0.2
32EYX73OY1MJV7YC5GHV3VAFDYNRU0,A8L450UGY77XB,3WUVMVA7OBG6W58CJPPF0E501AMZA8,Tue Apr 28 12:43:11 PDT 2015,Tue Apr 28 12:47:06 PDT 2015,2015-04-28 20:47:36 UTC,Christopher Aberger,1,0,0,1,1,0,0
34PGFRQONPOFPN44SBNNJS9LOZRWJ3,AV3CA0IYNRCCJ,3ZXNP4Z39RY48ETAXLMMI8SCLT97L7,Wed Apr 29 14:35:47 PDT 2015,Wed Apr 29 14:52:36 PDT 2015,2015-04-29 22:57:36 UTC,ALEX BEUTEL,16,0,0,4,4,0,0
3L2IS5HSFBVYG96KC90EUB55D5QNU9,AV3CA0IYNRCCJ,35JDMRECC4M9V1UJ923CBQFLBZREGU,Thu Apr 30 19:01:08 PDT 2015,Thu Apr 30 19:04:50 PDT 2015,2015-05-01 03:07:36 UTC,Alexander Kalinin,6,2,0,5,1.2,0.4,0.4
3KMS4QQVK338PLORK7DZGJNY9O3FKW,AV3CA0IYNRCCJ,3IKMEYR0LW8M27EM69TQ7HYPLDJ2KK,Fri May 01 11:04:21 PDT 2015,Fri May 01 11:08:38 PDT 2015,2015-05-01 19:12:37 UTC,Ariyam Das,4,0,0,4,1,0,0
3IHR8NYAM8EZ2WOIDIMOLWC6E6AP4P,ASKDA7P5TIOVT,31KSVEGZ345U1RPOADRUW00SKC7RWJ,Thu Apr 30 09:54:54 PDT 2015,Thu Apr 30 09:55:49 PDT 2015,2015-04-30 17:57:37 UTC,Fei Li,9,3,2,5,1.8,1,0.6
358010RM5F635I9OJ5XSOZYMTRHXV2,AYALPYEQ512PP,3RDTX9JRTYE97CS18OJWDZ1HLZS79A,Fri May 01 16:29:01 PDT 2015,Fri May 01 16:38:17 PDT 2015,2015-05-02 00:42:38 UTC,Chanhyun Kang,10,0,0,3,3.333333333,0,0
3TS1AR6UQRRKU6H71DOQCEIC2ZT7FX,A8L450UGY77XB,372AGES0I4I9QRUEKINGYJEZTEDRXC,Tue Apr 28 18:04:40 PDT 2015,Tue Apr 28 18:12:02 PDT 2015,2015-04-29 02:12:37 UTC,Ce Zhang,33,4,2,4,8.25,1.5,1
3AUQQEL7U66V8S3DGT8LFLBBIFA0VD,AYALPYEQ512PP,3EKZL9T8Y8Z8YZ5GXHFZ62RJ5NRHC3,Tue Apr 28 18:00:40 PDT 2015,Tue Apr 28 18:10:08 PDT 2015,2015-04-29 02:12:37 UTC,Danai Koutra,29,1,1,5,5.8,0.4,0.2
3634BBTX0P7HJQY3K4SN338LHK5FIC,AYALPYEQ512PP,30IRMPJWDZW36RV7LZ8R8P6XX5YRKN,Sat May 02 04:50:30 PDT 2015,Sat May 02 04:57:40 PDT 2015,2015-05-02 13:02:37 UTC,Joao Soares,11,0,0,7,1.571428571,0,0
33F859I567QRAEB39KO6K1GL29HBHG,AYALPYEQ512PP,3G9UA71JVV7YDO5AU0A92TFKH447J5,Fri May 01 15:33:50 PDT 2015,Fri May 01 15:35:14 PDT 2015,2015-05-01 23:37:37 UTC,Neal Gupta,0,0,0,1,0,0,0
3A7Y0R2P2P1UEN9U2GJ9LBNSY27XJA,A8L450UGY77XB,3I7SHAD35M9OEWBVXXN1IL71LYZ7M9,Thu Apr 30 08:33:20 PDT 2015,Thu Apr 30 08:38:31 PDT 2015,2015-04-30 16:42:39 UTC,Zhe (Shirley) Chen,6,0,1,3,2,0.333333333,0
3QBD8R3Z22WHHWCHYI99WW7G43RO4O,AYALPYEQ512PP,3R0WOCG21MMN8DHEXCH99NYRKV5UDH,Fri May 01 23:25:03 PDT 2015,Fri May 01 23:31:20 PDT 2015,2015-05-02 07:32:36 UTC,Uran Oh,9,0,0,6,1.5,0,0
3YZ8UPK3VUZFP59TNJR0E0BTE09UCT,ASKDA7P5TIOVT,3GS542CVJV0UK8EIKV4ZFFNLUTY59U,Thu Apr 30 05:20:38 PDT 2015,Thu Apr 30 05:21:57 PDT 2015,2015-04-30 13:22:38 UTC,Vasilis Verroios,5,0,0,4,1.25,0,0
3TXD01ZLD5UCU1WEU4LIV2Z5MO74U7,ASKDA7P5TIOVT,3I01FDIL6MLEO18CES73343Z14M2D7,Fri May 01 00:04:54 PDT 2015,Fri May 01 00:05:47 PDT 2015,2015-05-01 08:07:36 UTC,Jaeho Shin,10,0,0,2,5,0,0
3QAPZX2QN5QMB15BSJOADGE0MLL02I,A8L450UGY77XB,3XDJY5RK5SYA8HYL41GG6J4L7IC4UE,Fri May 01 08:04:07 PDT 2015,Fri May 01 08:05:59 PDT 2015,2015-05-01 16:07:39 UTC,Alexander Thomson,12,2,3,4,3,1.25,0.5
3RYC5T2D746632QGOUI1TPNG6M4RPO,AYALPYEQ512PP,3CIS7GGG65WS0JVET7STF5GCK76UEA,Fri May 01 20:55:07 PDT 2015,Fri May 01 21:03:18 PDT 2015,2015-05-02 05:07:36 UTC,Andrew Miller,9,0,0,2,4.5,0,0
3137ONMDKHIBHLSCZ58E09A5Q6HGEM,AYALPYEQ512PP,3PIOQ99R7YZWUP8RM6VC5SALYZ7UNZ,Fri May 01 16:16:07 PDT 2015,Fri May 01 16:18:57 PDT 2015,2015-05-02 00:22:37 UTC,Mohit Iyyer,4,0,0,3,1.333333333,0,0
3NGMS9VZTMVX9ZWDJWM206VT1QYFF2,ASKDA7P5TIOVT,32204AGAABPLFBLLZ3BIWTCY3FJHGD,Thu Apr 30 10:18:21 PDT 2015,Thu Apr 30 10:20:02 PDT 2015,2015-04-30 18:22:37 UTC,orestis polychroniou,7,3,0,4,1.75,0.75,0.75
3FFJ6VRIL21QMMJDHM920WLHBG7I0Y,AYALPYEQ512PP,31ANT7FQN8FNZEW1I7SRSWL9D65H5V,Thu Apr 30 12:51:20 PDT 2015,Thu Apr 30 12:56:20 PDT 2015,2015-04-30 20:57:38 UTC,Daniel Apon,14,0,0,5,2.8,0,0
3018Q3ZVOJ3ZGYKEZB043UYL6WZARD,A8L450UGY77XB,3N3WJQXELS3XMDW4R95RMHB4ADO2LN,Wed Apr 29 07:11:38 PDT 2015,Wed Apr 29 07:15:46 PDT 2015,2015-04-29 15:17:38 UTC,Sara Alspaugh,19,0,1,6,3.166666667,0.166666667,0
3ZOTGHDK5JO0JHESOJ5RUZNMIHBOS8,ASKDA7P5TIOVT,3TCFMTM8HE1KW6S0YZN8222QC7I21G,Thu Apr 30 06:52:08 PDT 2015,Thu Apr 30 06:52:56 PDT 2015,2015-04-30 14:57:36 UTC,Jeremy Hyrkas,2,0,1,3,0.666666667,0.333333333,0
3QFUFYSY9ZSNBJZOZFQJ92Y2C0N4F1,ASKDA7P5TIOVT,38XPGNCKHTDALWNL9RQL2564LPL4V3,Thu Apr 30 09:13:09 PDT 2015,Thu Apr 30 09:15:55 PDT 2015,2015-04-30 17:17:37 UTC,Shi Gao,8,3,0,5,1.6,0.6,0.6
3483FV8BEFWHPCRQU84RMHORYLF26M,AYALPYEQ512PP,3TZDZ3Y0JSJVWQDZJ82NCPA4IDS91F,Wed Apr 29 00:00:04 PDT 2015,Wed Apr 29 00:10:17 PDT 2015,2015-04-29 08:12:38 UTC,Jaeho Shin,8,0,1,3,2.666666667,0.333333333,0
3LQ8PUHQFM51XMP9FUGN6OKYWUHIH1,A8L450UGY77XB,3UEDKCTP9V3TO8BSCLAL38FXWT47K4,Tue Apr 28 18:12:42 PDT 2015,Tue Apr 28 18:21:23 PDT 2015,2015-04-29 02:22:37 UTC,Asif Khan,0,0,0,4,0,0,0
39GXDJN2OURDQH8GBXL080HT2GX8VQ,ASKDA7P5TIOVT,3SCKNODZ0XTUWEWV9Y21V0W1QO97N9,Thu Apr 30 04:50:26 PDT 2015,Thu Apr 30 04:51:34 PDT 2015,2015-04-30 12:52:38 UTC,Himabindu Lakkaraju,14,0,0,4,3.5,0,0
3I2PTA7R3U75GAE0YNOTSIRCGPWQKJ,AYALPYEQ512PP,3W1K7D6QSBUBFFD4P3PBVPP6JS7ZB3,Fri May 01 04:28:34 PDT 2015,Fri May 01 04:33:43 PDT 2015,2015-05-01 12:37:37 UTC,Amit Chavan,2,0,0,3,0.666666667,0,0
339ANSOTR6FSZCQHLFJKJG0QOCWKIK,AYALPYEQ512PP,3MD8CKRQZZ08V7PP3E8F7A6KIGYJRG,Tue Apr 28 23:49:59 PDT 2015,Tue Apr 28 23:54:03 PDT 2015,2015-04-29 07:57:38 UTC,Amir Abbas Sadeghian,2,0,0,2,1,0,0
39RP059MEI6D2SCE0H4JC6OHJTOMB4,A8L450UGY77XB,39RRBHZ0AUEQOTBAUKGBW1JDMKOZVA,Thu Apr 30 13:10:57 PDT 2015,Thu Apr 30 13:14:08 PDT 2015,2015-04-30 21:17:36 UTC,"Zhepeng ""Allen"" Yan",4,1,1,5,0.8,0.4,0.2
34Z02EIMITQGV0ZOBY86E3NQMXCT0F,A8L450UGY77XB,3YD0MU1NC2ENCV260UXW9UC1RHA7AP,Thu Apr 30 08:25:38 PDT 2015,Thu Apr 30 08:29:53 PDT 2015,2015-04-30 16:32:40 UTC,Matthew K Burgess,3,0,0,4,0.75,0,0
3ZAZR5XV02VWB433T6Q8VSQ8GJRZCS,AV3CA0IYNRCCJ,37SDSEDIN9FVILUPEGW9CTFTY7B81Q,Thu Apr 30 19:08:47 PDT 2015,Thu Apr 30 19:34:09 PDT 2015,2015-05-01 03:37:37 UTC,Reihane Boghrati,10,0,0,3,3.333333333,0,0
34J10VATJGBEAFOCYK3HF2CZNHYQIQ,A8L450UGY77XB,3TTPFEFXCTXJIIWFNQ2WK2Z991GH6B,Tue Apr 28 13:03:36 PDT 2015,Tue Apr 28 13:06:58 PDT 2015,2015-04-28 21:07:37 UTC,Austin R. Benson,9,0,0,3,3,0,0
3NLZY2D53Q2G0GWIJN0U7I4R5QQLQ8,AYALPYEQ512PP,39TX062QX11H7P9C9SMKGLBJN0XX3E,Fri May 01 16:00:29 PDT 2015,Fri May 01 16:03:53 PDT 2015,2015-05-02 00:07:40 UTC,Christopher Michael Hill,5,0,0,3,1.666666667,0,0
3AZHRG4CU5XBWJ1UWJ2FWQJSSYV304,ASKDA7P5TIOVT,36D1BWBEHNEHSVEPRL66MUQTAIE2MP,Thu Apr 30 06:19:38 PDT 2015,Thu Apr 30 06:21:15 PDT 2015,2015-04-30 14:22:37 UTC,Sara Alspaugh,19,0,1,4,4.75,0.25,0
3TPWUS5F8AESH9YYIJ61WOWQZHUWC6,ASKDA7P5TIOVT,3RHLQY6EDTHORFNZI6QRWJ0XLIH4D4,Thu Apr 30 21:10:10 PDT 2015,Thu Apr 30 21:11:08 PDT 2015,2015-05-01 05:12:37 UTC,Kayhan Dursun,5,0,0,5,1,0,0
3DUZQ9U6SN1V91NPPVR5PRHUEBISVQ,ASKDA7P5TIOVT,3UAU495MII5ECA83NLVPKHAQO9CUOE,Thu Apr 30 23:28:32 PDT 2015,Thu Apr 30 23:29:12 PDT 2015,2015-05-01 07:32:36 UTC,NEIL SHAH,10,0,0,2,5,0,0
39U1BHVTDM4CCSYLULQPG1LXP903TO,A8L450UGY77XB,32W3UF2EZOYEMNHLIAVGCDIF0I5C4C,Thu Apr 30 09:39:38 PDT 2015,Thu Apr 30 09:41:54 PDT 2015,2015-04-30 17:42:37 UTC,Evangelia A. Sitaridi,9,1,0,5,1.8,0.2,0.2
3HQUKB7LNGR11REP9CY26CJJWHMHHR,A8L450UGY77XB,36JW4WBR06XF1BPQOJ50E8CM20JHFE,Tue Apr 28 12:15:02 PDT 2015,Tue Apr 28 12:16:40 PDT 2015,2015-04-28 20:17:37 UTC,Neil Shah,11,0,0,2,5.5,0,0
