AssignmentId,HITId,WorkerId,AcceptTime,SubmitTime,ApprovalTime,Answer.state,value
3A4NIXBJ77CPF1YQRUTDQ9KMUK8LMP,344M16OZKISF5TB5W6G71AOICBCNEA,AVIC8K2F2HGPW,Tue Apr 28 17:22:40 PDT 2015,Tue Apr 28 17:22:52 PDT 2015,2015-04-29 01:27:38 UTC,North Dakota,0
3C44YUNSI22C2S7B6TNHO06CQIGPDC,344M16OZKISF5TB5W6G71AOICBCNEA,A2LMRPVOK2R39X,Wed Apr 29 22:00:39 PDT 2015,Wed Apr 29 22:01:17 PDT 2015,2015-04-30 06:02:37 UTC,Arizona,0
3F6KKYWMNCECZ7VYQEAPKB1HQ39ND8,344M16OZKISF5TB5W6G71AOICBCNEA,A1U3PULHJJGGCC,Wed Apr 29 19:57:26 PDT 2015,Wed Apr 29 19:57:47 PDT 2015,2015-04-30 04:02:36 UTC,Maine,0
3JPSL1DZ5TCE10SM64JNUATB61XNAU,344M16OZKISF5TB5W6G71AOICBCNEA,A3T5KRA1IDHS4I,Thu Apr 30 06:28:13 PDT 2015,Thu Apr 30 06:28:33 PDT 2015,2015-04-30 14:32:38 UTC,Arizona,0
3LWJHTCVCDZU0OMMXCXWC5Z77QGQFB,344M16OZKISF5TB5W6G71AOICBCNEA,A1AOYJXY8HTWLJ,Wed Apr 29 09:31:59 PDT 2015,Wed Apr 29 09:32:31 PDT 2015,2015-04-29 17:32:38 UTC,Pennsylvania,0
3MRNMEIQW6JMB7SDE1UA7JXSL8LLDG,344M16OZKISF5TB5W6G71AOICBCNEA,AT9BUFLGIP9Z5,Thu Apr 30 00:53:35 PDT 2015,Thu Apr 30 00:53:52 PDT 2015,2015-04-30 08:57:36 UTC,Minnesota,0
3WJEQKOXA9FBNTLX1HLPX3G82X51A6,344M16OZKISF5TB5W6G71AOICBCNEA,A2TWRSLHWA69II,Tue Apr 28 13:58:16 PDT 2015,Tue Apr 28 13:58:33 PDT 2015,2015-04-28 22:02:38 UTC,Alaska,0
3X08E93BHWV57DARHAGUCU53ER9661,344M16OZKISF5TB5W6G71AOICBCNEA,A2A2W9PT9GZ477,Thu Apr 30 01:06:43 PDT 2015,Thu Apr 30 01:07:18 PDT 2015,2015-04-30 09:07:39 UTC,Alaska,0
354P56DE9LGTYBMT7XOPJD1RSSZS7K,31ODACBENUS1I9TFDTSTULN2ID8SQ3,A3T5KRA1IDHS4I,Thu Apr 30 06:27:46 PDT 2015,Thu Apr 30 06:28:12 PDT 2015,2015-04-30 14:32:38 UTC,Indiana,0
36W0OB37HXRNSCEJFY496JNOTAYZH1,31ODACBENUS1I9TFDTSTULN2ID8SQ3,A35FPE0929YLKR,Thu Apr 30 07:56:48 PDT 2015,Thu Apr 30 07:57:03 PDT 2015,2015-04-30 15:57:39 UTC,Pennsylvania,0
37QW5D2ZRHZXYPRCH2GVXDXM2BVS8U,31ODACBENUS1I9TFDTSTULN2ID8SQ3,AT9BUFLGIP9Z5,Thu Apr 30 01:00:21 PDT 2015,Thu Apr 30 01:00:36 PDT 2015,2015-04-30 09:02:38 UTC,New Hampshire,0
3DZQRBDBSMSBXSL65LLZ6WPBMOD3SL,31ODACBENUS1I9TFDTSTULN2ID8SQ3,APLQSM4J9E6LR,Wed Apr 29 00:13:53 PDT 2015,Wed Apr 29 00:14:08 PDT 2015,2015-04-29 08:17:38 UTC,New Jersey,0
3FTF2T8WLSVQJBRV6ZWAUYVISUA9WG,31ODACBENUS1I9TFDTSTULN2ID8SQ3,A2A2W9PT9GZ477,Thu Apr 30 00:36:40 PDT 2015,Thu Apr 30 00:37:22 PDT 2015,2015-04-30 08:37:36 UTC,New York,0
3GLB5JMZFY86PFEC3AXUURSKQSIGDR,31ODACBENUS1I9TFDTSTULN2ID8SQ3,A253NTG1FPGB6D,Thu Apr 30 10:36:06 PDT 2015,Thu Apr 30 10:36:26 PDT 2015,2015-04-30 18:37:38 UTC,Mississippi,0
3LUY3GC630DWLJ61FGKVO8WG46PP7T,31ODACBENUS1I9TFDTSTULN2ID8SQ3,ALDKDKRBR4LXD,Tue Apr 28 22:37:27 PDT 2015,Tue Apr 28 22:37:48 PDT 2015,2015-04-29 06:42:39 UTC,New Jersey,0
3LYA37P8IR0IC4CBF5R3XTWDTMKBKA,31ODACBENUS1I9TFDTSTULN2ID8SQ3,A259GEK5AHGM13,Wed Apr 29 04:42:53 PDT 2015,Wed Apr 29 04:43:06 PDT 2015,2015-04-29 12:47:39 UTC,California,0
3X73LLYYQ2RTBN00CATFBWGFITUNH5,31ODACBENUS1I9TFDTSTULN2ID8SQ3,A1R0689JPSQ3OF,Tue Apr 28 11:58:08 PDT 2015,Tue Apr 28 11:58:44 PDT 2015,2015-04-28 20:02:46 UTC,Missouri,0
3XUHV3NRVLBPLYUU8AXTHFGTSBO5HY,31ODACBENUS1I9TFDTSTULN2ID8SQ3,A13STUE0VL42FA,Thu Apr 30 06:17:11 PDT 2015,Thu Apr 30 06:17:38 PDT 2015,2015-04-30 14:22:36 UTC,Massachusetts,0
36DSNE9QZ6B7KEV21PWD2YWZMY5JOU,3RBI0I35XEG67UZMEO8MZZISP6QY3K,A253NTG1FPGB6D,Thu Apr 30 10:08:05 PDT 2015,Thu Apr 30 10:08:26 PDT 2015,2015-04-30 18:12:38 UTC,Connecticut,0
37UEWGM5HUL3MA7E3S7BST5I236R1L,3RBI0I35XEG67UZMEO8MZZISP6QY3K,AT9BUFLGIP9Z5,Thu Apr 30 00:31:25 PDT 2015,Thu Apr 30 00:31:36 PDT 2015,2015-04-30 08:32:37 UTC,Idaho,0
3A4TN5196LVAKJ39NKK1VLM3KS9HCH,3RBI0I35XEG67UZMEO8MZZISP6QY3K,A13STUE0VL42FA,Thu Apr 30 06:13:20 PDT 2015,Thu Apr 30 06:13:36 PDT 2015,2015-04-30 14:17:37 UTC,California,0
3AUQQEL7U66V8S3DGT8LFLBBJIO0VY,3RBI0I35XEG67UZMEO8MZZISP6QY3K,A3T5KRA1IDHS4I,Thu Apr 30 06:28:34 PDT 2015,Thu Apr 30 06:28:51 PDT 2015,2015-04-30 14:32:39 UTC,Tennessee,0
3EJJQNKU9SIEQLSS5HAWKGLPJS0RHI,3RBI0I35XEG67UZMEO8MZZISP6QY3K,A2A2W9PT9GZ477,Wed Apr 29 23:19:39 PDT 2015,Wed Apr 29 23:20:48 PDT 2015,2015-04-30 07:22:36 UTC,Virginia,0
3K5TEWLKGWO6FNKTKJXRLPB749IVIU,3RBI0I35XEG67UZMEO8MZZISP6QY3K,A2TWRSLHWA69II,Tue Apr 28 14:20:16 PDT 2015,Tue Apr 28 14:20:37 PDT 2015,2015-04-28 22:22:38 UTC,Tennessee,0
3L2IS5HSFBVYG96KC90EUB55C18UNP,3RBI0I35XEG67UZMEO8MZZISP6QY3K,AVIC8K2F2HGPW,Tue Apr 28 16:06:49 PDT 2015,Tue Apr 28 16:07:09 PDT 2015,2015-04-29 00:07:37 UTC,Delaware,0
3ND9UOO81LFLKDS4VWZ0Z7MDSN8LW4,3RBI0I35XEG67UZMEO8MZZISP6QY3K,A259GEK5AHGM13,Wed Apr 29 04:58:20 PDT 2015,Wed Apr 29 05:06:38 PDT 2015,2015-04-29 13:07:41 UTC,New Mexico,0
3NQL1CS15SLS5NZYO1JU7D5VUSMYV9,3RBI0I35XEG67UZMEO8MZZISP6QY3K,APLQSM4J9E6LR,Tue Apr 28 16:24:45 PDT 2015,Tue Apr 28 16:25:01 PDT 2015,2015-04-29 00:27:37 UTC,New Jersey,0
3TS1AR6UQRRKU6H71DOQCEIC33FF70,3RBI0I35XEG67UZMEO8MZZISP6QY3K,A3IDJZM7H7WRU7,Thu Apr 30 22:37:15 PDT 2015,Thu Apr 30 22:37:33 PDT 2015,2015-05-01 06:37:37 UTC,Kansas,0
32EYX73OY1MJV7YC5GHV3VAFD03URN,34OWYT6U3WU6WW9XRFNT4ORQZF29I6,A3HK8ARXKRHVAD,Thu Apr 30 00:17:38 PDT 2015,Thu Apr 30 00:18:05 PDT 2015,2015-04-30 08:22:36 UTC,Connecticut,0
34MAJL3QP50SV7JVFKPH8T9587X430,34OWYT6U3WU6WW9XRFNT4ORQZF29I6,AVIC8K2F2HGPW,Tue Apr 28 17:17:58 PDT 2015,Tue Apr 28 17:18:07 PDT 2015,2015-04-29 01:22:38 UTC,Maine,0
358UUM7WR0GHXWMGS8OKT3WV5NMR7U,34OWYT6U3WU6WW9XRFNT4ORQZF29I6,A1R0689JPSQ3OF,Tue Apr 28 11:35:07 PDT 2015,Tue Apr 28 11:35:27 PDT 2015,2015-04-28 19:37:54 UTC,Vermont,0
3I0BTBYZAYYCCMYIL4V5MKF50XP0Y1,34OWYT6U3WU6WW9XRFNT4ORQZF29I6,APLQSM4J9E6LR,Wed Apr 29 00:03:26 PDT 2015,Wed Apr 29 00:03:53 PDT 2015,2015-04-29 08:07:38 UTC,New Jersey,0
3I3WADAZ9RHZDFGHCNSJ1ODU4X4O57,34OWYT6U3WU6WW9XRFNT4ORQZF29I6,AW0QDI257BN65,Thu Apr 30 07:47:10 PDT 2015,Thu Apr 30 07:47:23 PDT 2015,2015-04-30 15:47:37 UTC,Missouri,0
3LS2AMNW5G3O61ZFWFGMZZ8LZSDQO5,34OWYT6U3WU6WW9XRFNT4ORQZF29I6,A2A2W9PT9GZ477,Wed Apr 29 23:50:15 PDT 2015,Wed Apr 29 23:51:18 PDT 2015,2015-04-30 07:52:36 UTC,Kentucky,0
3TXMY6UCAF1NXC2C6A7V4ZE4ACJQCT,34OWYT6U3WU6WW9XRFNT4ORQZF29I6,A2TWRSLHWA69II,Tue Apr 28 14:19:55 PDT 2015,Tue Apr 28 14:20:12 PDT 2015,2015-04-28 22:22:38 UTC,South Dakota,0
3U4J9857OFOUHP5RWB2UTORRN33B7P,34OWYT6U3WU6WW9XRFNT4ORQZF29I6,A11GZNNVLEWRGF,Thu Apr 30 00:21:34 PDT 2015,Thu Apr 30 00:21:47 PDT 2015,2015-04-30 08:22:38 UTC,Michigan,0
3ZDAD0O1T2QOSQ5ZEAXDNHA1W4WXTD,34OWYT6U3WU6WW9XRFNT4ORQZF29I6,A35FPE0929YLKR,Thu Apr 30 08:04:12 PDT 2015,Thu Apr 30 08:04:21 PDT 2015,2015-04-30 16:07:38 UTC,Idaho,0
31QNSG6A5S6BFR7KTZIK2M1QGZ987J,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,A11MA9JOKGG2GW,Fri May 01 02:40:18 PDT 2015,Fri May 01 02:41:45 PDT 2015,2015-05-01 10:42:36 UTC,Florida,0
37QW5D2ZRHZXYPRCH2GVXDXM29P8S0,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,APLQSM4J9E6LR,Tue Apr 28 16:23:52 PDT 2015,Tue Apr 28 16:24:13 PDT 2015,2015-04-29 00:27:37 UTC,New Jersey,0
386CSBG1O0ZYHVTBWJUSIZMUFTUQ6U,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,A13STUE0VL42FA,Thu Apr 30 06:26:34 PDT 2015,Thu Apr 30 06:26:53 PDT 2015,2015-04-30 14:27:38 UTC,West Virginia,0
38SKSKU7R2A3JI8Z6FVLYGD5DDTILF,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,A2A2W9PT9GZ477,Thu Apr 30 00:49:13 PDT 2015,Thu Apr 30 00:49:49 PDT 2015,2015-04-30 08:52:36 UTC,Colorado,0
3D8YOU6S9FXQ9O0SDSEXS0JJIFA6UR,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,A3IDJZM7H7WRU7,Thu Apr 30 22:29:43 PDT 2015,Thu Apr 30 22:29:55 PDT 2015,2015-05-01 06:32:36 UTC,Florida,0
3M68NM076IKYTW8B9YJSNPWZBF06RF,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,AW0QDI257BN65,Thu Apr 30 07:46:11 PDT 2015,Thu Apr 30 07:46:22 PDT 2015,2015-04-30 15:47:37 UTC,Indiana,0
3TY7ZAOG5GXHSH91HPUEDC0U2HMK0U,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,A1R0689JPSQ3OF,Tue Apr 28 11:37:57 PDT 2015,Tue Apr 28 11:38:23 PDT 2015,2015-04-28 19:42:57 UTC,New York,0
3X73LLYYQ2RTBN00CATFBWGFJWOHN0,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,A3T5KRA1IDHS4I,Thu Apr 30 06:38:06 PDT 2015,Thu Apr 30 06:38:21 PDT 2015,2015-04-30 14:42:37 UTC,Arkansas,0
3Y9N9SS8LZO5V32O8VQABX3BLMJ3D9,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,A1U3PULHJJGGCC,Wed Apr 29 19:56:41 PDT 2015,Wed Apr 29 19:57:03 PDT 2015,2015-04-30 03:57:36 UTC,Kentucky,0
3YGXWBAF71UG87FE8D0I1WDZELH4C7,3UV0D2KX1MWLPZ1V9CLHKJ3IXVWF4P,A2HPFQL0QFGBCS,Wed Apr 29 13:11:19 PDT 2015,Wed Apr 29 13:11:40 PDT 2015,2015-04-29 21:12:37 UTC,New Hampshire,0
30JNVC0ORAXEEKDSS2LWFQBKO7AHQM,3L21G7IH479AXRL7RKU3B63VRMC1YV,A13STUE0VL42FA,Thu Apr 30 06:20:24 PDT 2015,Thu Apr 30 06:20:40 PDT 2015,2015-04-30 14:22:37 UTC,Missouri,0
32SCWG5HIIHDHJSWW6F3IUWK9WOP6F,3L21G7IH479AXRL7RKU3B63VRMC1YV,A1U3PULHJJGGCC,Wed Apr 29 20:09:36 PDT 2015,Wed Apr 29 20:09:56 PDT 2015,2015-04-30 04:12:36 UTC,Utah,0
33OOO72IVIY0PSU4NE1Q94PRUK3TCX,3L21G7IH479AXRL7RKU3B63VRMC1YV,APLQSM4J9E6LR,Wed Apr 29 00:13:46 PDT 2015,Wed Apr 29 00:13:59 PDT 2015,2015-04-29 08:17:38 UTC,New Jersey,0
35USIKEBNSTDEYGJGR2BE5RP9HWN6Q,3L21G7IH479AXRL7RKU3B63VRMC1YV,A3HK8ARXKRHVAD,Thu Apr 30 00:23:10 PDT 2015,Thu Apr 30 00:23:30 PDT 2015,2015-04-30 08:27:36 UTC,New York,0
3C44YUNSI22C2S7B6TNHO06CQGEPD6,3L21G7IH479AXRL7RKU3B63VRMC1YV,AVIC8K2F2HGPW,Tue Apr 28 16:10:38 PDT 2015,Tue Apr 28 16:10:53 PDT 2015,2015-04-29 00:12:38 UTC,Iowa,0
3CFVK00FWMYNQYDY4EMW1DN04KKL66,3L21G7IH479AXRL7RKU3B63VRMC1YV,A2TWRSLHWA69II,Tue Apr 28 14:03:37 PDT 2015,Tue Apr 28 14:03:54 PDT 2015,2015-04-28 22:07:37 UTC,Idaho,0
3EQHHY4HQT5BL2ZJO4FBWF4SCA05GL,3L21G7IH479AXRL7RKU3B63VRMC1YV,AT9BUFLGIP9Z5,Thu Apr 30 00:16:52 PDT 2015,Thu Apr 30 00:17:06 PDT 2015,2015-04-30 08:17:37 UTC,Virginia,0
3NC5L260MPZRFC96IZ5SN047TRIOFQ,3L21G7IH479AXRL7RKU3B63VRMC1YV,AW0QDI257BN65,Thu Apr 30 07:50:43 PDT 2015,Thu Apr 30 07:50:55 PDT 2015,2015-04-30 15:52:38 UTC,Nebraska,0
3TR2532VIQ7HV8PY1TAJLYA80XSJ6J,3L21G7IH479AXRL7RKU3B63VRMC1YV,A2A2W9PT9GZ477,Thu Apr 30 00:35:42 PDT 2015,Thu Apr 30 00:36:38 PDT 2015,2015-04-30 08:37:36 UTC,Texas,0
3ZR9AIQJUCMWEFKYWX7Y6VBY6YV04Q,3L21G7IH479AXRL7RKU3B63VRMC1YV,A35FPE0929YLKR,Thu Apr 30 08:00:40 PDT 2015,Thu Apr 30 08:00:49 PDT 2015,2015-04-30 16:02:38 UTC,Oregon,0
31Z0PCVWULSUDBZ8WXTFTIXDTAT7T1,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,A1U3PULHJJGGCC,Wed Apr 29 20:08:54 PDT 2015,Wed Apr 29 20:09:13 PDT 2015,2015-04-30 04:12:36 UTC,Tennessee,0
34QN5IT0T04XXG7080XBN7R37IL80U,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,APLQSM4J9E6LR,Wed Apr 29 00:04:02 PDT 2015,Wed Apr 29 00:04:16 PDT 2015,2015-04-29 08:07:38 UTC,New Jersey,0
35GCEFQ6I618Y47K0DF72PMEA5H3ZZ,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,AW0QDI257BN65,Thu Apr 30 07:49:51 PDT 2015,Thu Apr 30 07:50:06 PDT 2015,2015-04-30 15:52:38 UTC,Utah,0
3AZHRG4CU5XBWJ1UWJ2FWQJSRXL30R,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,A2A2W9PT9GZ477,Thu Apr 30 01:00:44 PDT 2015,Thu Apr 30 01:01:15 PDT 2015,2015-04-30 09:02:38 UTC,Hawaii,0
3DY4FPOOA21J8MNCA6R0ZHCYS8NRVN,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,A13STUE0VL42FA,Thu Apr 30 06:19:25 PDT 2015,Thu Apr 30 06:19:41 PDT 2015,2015-04-30 14:22:37 UTC,Colorado,0
3EFE17QCRDIQR0S5K6A1AQQL6VZSHQ,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,A35FPE0929YLKR,Thu Apr 30 08:00:50 PDT 2015,Thu Apr 30 08:00:57 PDT 2015,2015-04-30 16:02:38 UTC,Kentucky,0
3FTYUGLFSVY89IPSMEE3QU1VZIL5DC,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,AT9BUFLGIP9Z5,Thu Apr 30 00:56:44 PDT 2015,Thu Apr 30 00:56:58 PDT 2015,2015-04-30 08:57:37 UTC,Tennessee,0
3IAEQB9FMFX2M14CIF1CGUE8JE6DWG,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,A259GEK5AHGM13,Wed Apr 29 04:58:00 PDT 2015,Wed Apr 29 05:05:33 PDT 2015,2015-04-29 13:07:40 UTC,Utah,0
3UN61F00HX22AS8X4F9NVJIZEJB5RH,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,A11GZNNVLEWRGF,Thu Apr 30 00:23:24 PDT 2015,Thu Apr 30 00:23:36 PDT 2015,2015-04-30 08:27:36 UTC,Nebraska,0
3WOKGM4L72T0I8UGFHM7KTH3NPQO0J,3JVP4ZJHDP5O02LKRJ40BDQXWB8I03,A3T5KRA1IDHS4I,Thu Apr 30 06:39:28 PDT 2015,Thu Apr 30 06:39:47 PDT 2015,2015-04-30 14:42:37 UTC,Hawaii,0
30H4UDGLT3VF6MDOJMMK7QT6ZWDMPW,3G3AJKPCXL5RPQIQE2D594AY36MY45,A2A2W9PT9GZ477,Thu Apr 30 00:56:37 PDT 2015,Thu Apr 30 00:57:11 PDT 2015,2015-04-30 08:57:37 UTC,Kansas,0
37FMASSAYD4R69MNF26RKDH02KSBI1,3G3AJKPCXL5RPQIQE2D594AY36MY45,AW0QDI257BN65,Thu Apr 30 07:45:06 PDT 2015,Thu Apr 30 07:45:18 PDT 2015,2015-04-30 15:47:37 UTC,Michigan,0
3907X2AHF1IPZI9V9430SHF8TQ6P2G,3G3AJKPCXL5RPQIQE2D594AY36MY45,APLQSM4J9E6LR,Wed Apr 29 00:15:47 PDT 2015,Wed Apr 29 00:16:04 PDT 2015,2015-04-29 08:17:40 UTC,New Jersey,0
3FUI0JHJPYB7DB0RF6KYYOHZU9T33A,3G3AJKPCXL5RPQIQE2D594AY36MY45,A1U3PULHJJGGCC,Wed Apr 29 19:39:03 PDT 2015,Wed Apr 29 19:39:28 PDT 2015,2015-04-30 03:42:36 UTC,California,0
3HMIGG0U4MJUUB3LG88KFZLNJWR8YO,3G3AJKPCXL5RPQIQE2D594AY36MY45,A11GZNNVLEWRGF,Thu Apr 30 00:23:51 PDT 2015,Thu Apr 30 00:24:12 PDT 2015,2015-04-30 08:27:37 UTC,South Dakota,0
3LYA37P8IR0IC4CBF5R3XTWDUOUKBY,3G3AJKPCXL5RPQIQE2D594AY36MY45,A40Z2BR1QY9CQ,Thu Apr 30 13:40:39 PDT 2015,Thu Apr 30 13:41:24 PDT 2015,2015-04-30 21:42:38 UTC,Colorado,0
3QILPRALQ680ICZ796Z9YJNGGD78NL,3G3AJKPCXL5RPQIQE2D594AY36MY45,A253NTG1FPGB6D,Thu Apr 30 10:40:21 PDT 2015,Thu Apr 30 10:40:34 PDT 2015,2015-04-30 18:42:38 UTC,Nebraska,0
3R6BYFZZP8PE9LNYJQSO6DV04TYXFA,3G3AJKPCXL5RPQIQE2D594AY36MY45,AT9BUFLGIP9Z5,Wed Apr 29 07:56:06 PDT 2015,Wed Apr 29 07:56:24 PDT 2015,2015-04-29 15:57:39 UTC,Idaho,0
3WJEQKOXA9FBNTLX1HLPX3G8312A1L,3G3AJKPCXL5RPQIQE2D594AY36MY45,A3IDJZM7H7WRU7,Thu Apr 30 22:38:06 PDT 2015,Thu Apr 30 22:38:24 PDT 2015,2015-05-01 06:42:46 UTC,Nebraska,0
3ZAK8W07I5RVVDEDB3YGJZ9S48QU07,3G3AJKPCXL5RPQIQE2D594AY36MY45,A2TWRSLHWA69II,Tue Apr 28 14:02:01 PDT 2015,Tue Apr 28 14:02:18 PDT 2015,2015-04-28 22:02:38 UTC,Delaware,0
31LVTDXBL8NGCHBIW2PUC8EW08ERLS,3IH9TRB0FBCO7R62N280PI9713EI16,A2HPFQL0QFGBCS,Wed Apr 29 13:17:36 PDT 2015,Wed Apr 29 13:17:56 PDT 2015,2015-04-29 21:22:37 UTC,North Dakota,0
31QTRG6Q2UQF03222PAV1LGD848YPB,3IH9TRB0FBCO7R62N280PI9713EI16,A1R0689JPSQ3OF,Tue Apr 28 11:59:48 PDT 2015,Tue Apr 28 12:00:11 PDT 2015,2015-04-28 20:02:47 UTC,Alabama,0
33C7UALJVMBX45SI4J1B1CADDCW817,3IH9TRB0FBCO7R62N280PI9713EI16,A35FPE0929YLKR,Thu Apr 30 07:58:50 PDT 2015,Thu Apr 30 07:58:59 PDT 2015,2015-04-30 16:02:37 UTC,Indiana,0
35BLDD71I7ASAD93KNLDLKEX0OWVZ7,3IH9TRB0FBCO7R62N280PI9713EI16,AT9BUFLGIP9Z5,Thu Apr 30 00:23:55 PDT 2015,Thu Apr 30 00:24:11 PDT 2015,2015-04-30 08:27:37 UTC,Alaska,0
36NEMU28XGQ5QVAPV80FZK12SRAWMR,3IH9TRB0FBCO7R62N280PI9713EI16,APLQSM4J9E6LR,Tue Apr 28 16:22:58 PDT 2015,Tue Apr 28 16:23:10 PDT 2015,2015-04-29 00:27:36 UTC,New Jersey,0
39LNWE0K4V9628VTFTNMP39OQ4KUIJ,3IH9TRB0FBCO7R62N280PI9713EI16,A2A2W9PT9GZ477,Thu Apr 30 00:09:13 PDT 2015,Thu Apr 30 00:09:57 PDT 2015,2015-04-30 08:12:36 UTC,New Mexico,0
3O6CYIULEEEO33FY4AR1QUIW6G3WUG,3IH9TRB0FBCO7R62N280PI9713EI16,A253NTG1FPGB6D,Thu Apr 30 10:39:09 PDT 2015,Thu Apr 30 10:39:23 PDT 2015,2015-04-30 18:42:37 UTC,Louisiana,0
3OB0CAO74I2NNM4EJC2QSCEMNGUHYS,3IH9TRB0FBCO7R62N280PI9713EI16,AW0QDI257BN65,Thu Apr 30 07:45:19 PDT 2015,Thu Apr 30 07:45:36 PDT 2015,2015-04-30 15:47:37 UTC,Massachusetts,0
3PJUZCGDJ7TFTAVD8WG4GISWALT89I,3IH9TRB0FBCO7R62N280PI9713EI16,A2TWRSLHWA69II,Tue Apr 28 14:11:13 PDT 2015,Tue Apr 28 14:11:28 PDT 2015,2015-04-28 22:12:38 UTC,Montana,0
3TE3O85731LABVPAMW7PXCFNVB52R3,3IH9TRB0FBCO7R62N280PI9713EI16,A3IDJZM7H7WRU7,Thu Apr 30 22:30:38 PDT 2015,Thu Apr 30 22:30:51 PDT 2015,2015-05-01 06:32:36 UTC,Ohio,0
30LB5CDZNDNCHC8NHQXO0RO77TWZ0Z,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,AW0QDI257BN65,Thu Apr 30 07:52:44 PDT 2015,Thu Apr 30 07:52:55 PDT 2015,2015-04-30 15:57:38 UTC,Montana,0
35K3O9HUACQ53LWHOL2WIOATOMHEFA,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,A1R0689JPSQ3OF,Tue Apr 28 12:06:12 PDT 2015,Tue Apr 28 12:06:26 PDT 2015,2015-04-28 20:07:40 UTC,Idaho,0
3EA3QWIZ4J8R2VG4FOXCK7NM7OAIT9,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,AVIC8K2F2HGPW,Tue Apr 28 17:18:16 PDT 2015,Tue Apr 28 17:18:29 PDT 2015,2015-04-29 01:22:38 UTC,Maryland,0
3GGAI1SQEWBWCX4KEH0ENQUZ0CRCMZ,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,A1AOYJXY8HTWLJ,Wed Apr 29 09:32:32 PDT 2015,Wed Apr 29 09:33:09 PDT 2015,2015-04-29 17:37:37 UTC,Ohio,0
3HMVI3QICK5CJBJ0HNZ50PYF5QKY1T,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,AT9BUFLGIP9Z5,Thu Apr 30 00:24:27 PDT 2015,Thu Apr 30 00:24:40 PDT 2015,2015-04-30 08:27:37 UTC,Arkansas,0
3K4J6M3CXF68R8B0J06S4QKE4NAAG3,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,APLQSM4J9E6LR,Wed Apr 29 00:04:25 PDT 2015,Wed Apr 29 00:04:41 PDT 2015,2015-04-29 08:07:39 UTC,New Jersey,0
3KJYX6QCMAO2AY4Z21IRXQQ7IRXVJ3,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,A35FPE0929YLKR,Thu Apr 30 08:04:43 PDT 2015,Thu Apr 30 08:04:55 PDT 2015,2015-04-30 16:07:38 UTC,South Dakota,0
3MYYFCXHJ4KTPJVJAZW1RNYECEV4G5,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,A1U3PULHJJGGCC,Wed Apr 29 20:06:25 PDT 2015,Wed Apr 29 20:06:53 PDT 2015,2015-04-30 04:07:37 UTC,Oklahoma,0
3SKEMFQBZ4IZA6E4CT7T6R6CLGL8KU,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,A2HPFQL0QFGBCS,Wed Apr 29 13:10:28 PDT 2015,Wed Apr 29 13:11:03 PDT 2015,2015-04-29 21:12:37 UTC,Maine,0
3U84XHCDIDQTG0QO0RKQCUEKN4WZ4W,3H1C3QRA01WWEPEE7G7TLZU6D7YCEH,A2A2W9PT9GZ477,Wed Apr 29 22:39:21 PDT 2015,Wed Apr 29 22:40:05 PDT 2015,2015-04-30 06:42:36 UTC,Pennsylvania,0
333U7HK6IASGGH4DBGIXR4K0IL5DJ0,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,A11MA9JOKGG2GW,Fri May 01 02:41:51 PDT 2015,Fri May 01 02:43:06 PDT 2015,2015-05-01 10:47:38 UTC,Illinois,0
34YB12FSQZ19T9KPG3WXDHFEZ61MG6,3PUOXASB57GSRMY7RJBF4JUGVS3Z9S,A3T5KRA1IDHS4I,Thu Apr 30 06:41:55 PDT 2015,Thu Apr 30 06:42:43 PDT 2015,2015-04-30 14:47:37 UTC,Maine,0
