AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,State,GDP
3PMBY0YE28GH5DLQP8W9I4OF0OEC9G,AYALPYEQ512PP,3DTJ4WT8BDS9MIPOZUR1WXVRM6WZED,Thu Apr 16 10:46:32 PDT 2015,Thu Apr 16 10:47:31 PDT 2015,2015-04-16 18:47:39 UTC,Tennessee,252127.00
3X4JMASXCNMGZE57BCHLE9H4F7MB0E,AT9BUFLGIP9Z5,3DTJ4WT8BDS9MIPOZUR1WXVRM6WZED,Sun Apr 19 21:52:35 PDT 2015,Sun Apr 19 21:52:47 PDT 2015,2015-04-20 05:57:36 UTC,Arkansas,98331.00
36DSNE9QZ6B7KEV21PWD2YWZLFBOJ2,A2L2JF1JIRQHF7,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Sun Apr 19 22:26:00 PDT 2015,Sun Apr 19 22:26:43 PDT 2015,2015-04-20 06:27:37 UTC,New Jersey,0.47
37QW5D2ZRHZXYPRCH2GVXDXM2SES8B,ANB51V4Y2O7FR,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Sun Apr 19 00:44:49 PDT 2015,Sun Apr 19 00:45:31 PDT 2015,2015-04-19 08:47:36 UTC,Texas,1.22
37U1UTWH9WZLXARZ2DGQ73SQGM9R8S,A3H2IJ9PWVEQRU,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Fri Apr 17 08:28:38 PDT 2015,Fri Apr 17 08:29:12 PDT 2015,2015-04-17 16:32:47 UTC,New Mexico,79901.00
3PMBY0YE28GH5DLQP8W9I4OF0WJ9CY,A2T2D6DDA5X5DZ,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Mon Apr 20 00:46:24 PDT 2015,Mon Apr 20 00:47:40 PDT 2015,2015-04-20 08:52:38 UTC,Maryland,273333.00
3Q5C1WP23NEEHN9G6LU8PS0MA2J51L,A32FN27SSDQ3Q7,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Sun Apr 19 10:29:22 PDT 2015,Sun Apr 19 10:30:00 PDT 2015,2015-04-19 18:32:36 UTC,North Dakota,31208.00
3RANCT1ZVGUWF0HN9JV53G5BVOQBU1,AYALPYEQ512PP,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Thu Apr 16 11:36:06 PDT 2015,Thu Apr 16 11:36:57 PDT 2015,2015-04-16 19:37:37 UTC,Massachusetts,385730.00
3RWE2M8QWINI0NU4E2MU54HYWW80N0,A27N78ZVOGSIAU,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Mon Apr 20 07:35:33 PDT 2015,Mon Apr 20 07:36:00 PDT 2015,2015-04-20 15:37:38 UTC,Kentucky,156436.00
3W92K5RLWVUU3ZPEDZEXWG72Z7DV5P,AT9BUFLGIP9Z5,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Sun Apr 19 21:46:26 PDT 2015,Sun Apr 19 21:46:41 PDT 2015,2015-04-20 05:47:37 UTC,NORTH CAROLINA,400192.00
3WSELTNVR4FCWDX6305Z39Z3U01TAG,APLQSM4J9E6LR,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Mon Apr 20 02:34:25 PDT 2015,Mon Apr 20 02:34:43 PDT 2015,2015-04-20 10:37:38 UTC,Nebraska,83273.00
3ZOTGHDK5JO0JHESOJ5RUZNMHVNOSB,A37SZ84T6GDN7T,3DWGDA5POFHTTXQ2M97J47Z19MN1VX,Fri Apr 17 23:31:46 PDT 2015,Fri Apr 17 23:33:08 PDT 2015,2015-04-18 07:37:36 UTC,Washington,322778.00
31QTRG6Q2UQF03222PAV1LGD8OHPYF,A2L2JF1JIRQHF7,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Sun Apr 19 22:21:39 PDT 2015,Sun Apr 19 22:22:21 PDT 2015,2015-04-20 06:22:36 UTC,Texas,1.22
3907X2AHF1IPZI9V9430SHF8T4TP2V,A3H2IJ9PWVEQRU,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Fri Apr 17 08:28:08 PDT 2015,Fri Apr 17 08:28:37 PDT 2015,2015-04-17 16:32:47 UTC,Nebraska,83273.00
39RP059MEI6D2SCE0H4JC6OHIAOBMQ,ARO1UXSXU5QLI,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Sun Apr 19 22:02:59 PDT 2015,Sun Apr 19 22:03:30 PDT 2015,2015-04-20 06:07:37 UTC,South Carolina,156384.00
3AMYWKA6YCZVWJGVH62OTURUZ9UO6Z,APLQSM4J9E6LR,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Mon Apr 20 02:32:56 PDT 2015,Mon Apr 20 02:33:15 PDT 2015,2015-04-20 10:37:37 UTC,Kansas,122731.00
3E337GFOLALFBR5PS4BXQW4E3DPNGI,AT9BUFLGIP9Z5,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Sun Apr 19 21:49:37 PDT 2015,Sun Apr 19 21:49:50 PDT 2015,2015-04-20 05:52:37 UTC,MISSOURI,237797.00
3ERET4BTVNMZOBXEHLD76N1N55SK9M,A2T2D6DDA5X5DZ,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Mon Apr 20 01:10:19 PDT 2015,Mon Apr 20 01:11:08 PDT 2015,2015-04-20 09:12:39 UTC,West Virginia,61652.00
3GFK2QRXXAU7IOPJ39JTIIQG6BP5W9,AGMJCJ660ULYJ,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Fri Apr 17 08:48:01 PDT 2015,Fri Apr 17 08:48:22 PDT 2015,2015-04-17 16:52:39 UTC,Massachusetts,364988.00
3HUTX6F6VV07EIXUU4QL3HAIJWR2OF,AYALPYEQ512PP,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Thu Apr 16 11:55:24 PDT 2015,Thu Apr 16 11:56:03 PDT 2015,2015-04-16 19:57:38 UTC,Vermont,25312.00
3S3AMIZX3VIT83Y71O1B4075RGNCD5,ANB51V4Y2O7FR,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Sat Apr 18 22:55:21 PDT 2015,Sat Apr 18 22:55:39 PDT 2015,2015-04-19 06:57:36 UTC,New Mexico,79901.00
3ZAZR5XV02VWB433T6Q8VSQ8FYIZCC,A32FN27SSDQ3Q7,3FBEFUUYRKI48VO1HKS43GC5WN2A63,Sun Apr 19 10:37:16 PDT 2015,Sun Apr 19 10:37:24 PDT 2015,2015-04-19 18:37:39 UTC,Indiana,254861.00
30H4UDGLT3VF6MDOJMMK7QT6ZDGPM0,A32FN27SSDQ3Q7,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Sun Apr 19 10:39:19 PDT 2015,Sun Apr 19 10:39:30 PDT 2015,2015-04-19 18:42:38 UTC,Pennsylvania,553301.00
33JKGHPFYD7F311B379S31OBZR7MNF,A3GMFXM51U4KCN,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Thu Apr 16 14:19:27 PDT 2015,Thu Apr 16 14:31:00 PDT 2015,2015-04-16 22:32:38 UTC,Alabama,170.20
33PPUNGG39I0H6SMB3G3KNPUFYXZRS,ANB51V4Y2O7FR,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Sat Apr 18 09:51:13 PDT 2015,Sat Apr 18 09:51:55 PDT 2015,2015-04-18 17:52:37 UTC,Montana,35891.00
35USIKEBNSTDEYGJGR2BE5RP9SON64,A1VHFLDO4EPKT4,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Thu Apr 16 20:08:36 PDT 2015,Thu Apr 16 20:09:42 PDT 2015,2015-04-17 04:12:37 UTC,Missouri,249829.00
36WLNQG780NFQ4K1JJG0ZYJ896BBEB,AHBD716JZ2RDG,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Sat Apr 18 18:57:28 PDT 2015,Sat Apr 18 18:57:41 PDT 2015,2015-04-19 03:02:39 UTC,Massachusetts,361716.00
3907X2AHF1IPZI9V9430SHF8T892PW,A1CPLZSLNP0FI7,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Sat Apr 18 21:31:27 PDT 2015,Sat Apr 18 21:33:14 PDT 2015,2015-04-19 05:37:36 UTC,Florida,744120.00
3B2X28YI3XSBDPRMD1X2NARVS25B6W,AP8QAMZAVW4TJ,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Thu Apr 16 10:12:54 PDT 2015,Thu Apr 16 10:13:30 PDT 2015,2015-04-16 18:17:38 UTC,Connecticut,241.69
3FFJ6VRIL21QMMJDHM920WLHAP7I0F,AYALPYEQ512PP,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Thu Apr 16 11:58:58 PDT 2015,Thu Apr 16 11:59:34 PDT 2015,2015-04-16 20:02:38 UTC,Wyoming,43684.00
3K4J6M3CXF68R8B0J06S4QKE45NGAM,APLQSM4J9E6LR,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Sun Apr 19 02:24:13 PDT 2015,Sun Apr 19 02:24:39 PDT 2015,2015-04-19 10:27:38 UTC,Texas,1223511.00
3LRKMWOKB6UJDMB1WD12JFHM389Z29,A39YLF16LSEZF5,31ANT7FQN8FNZEW1I7SRSWL9DNI5HU,Sun Apr 19 12:18:24 PDT 2015,Sun Apr 19 12:19:33 PDT 2015,2015-04-19 20:22:38 UTC,Arkansas,79245.00
35GCEFQ6I618Y47K0DF72PME9LJZ3S,ANB51V4Y2O7FR,35A1YQPVFETNV97LOPACS8MOD0X5IN,Sat Apr 18 22:57:10 PDT 2015,Sat Apr 18 22:57:41 PDT 2015,2015-04-19 07:02:36 UTC,Utah,109777.00
379J5II41PTR3D6DAW5UD1FDLU9EL9,AYALPYEQ512PP,35A1YQPVFETNV97LOPACS8MOD0X5IN,Thu Apr 16 11:05:48 PDT 2015,Thu Apr 16 11:06:35 PDT 2015,2015-04-16 19:07:39 UTC,South Dakota,36959.00
3A4TN5196LVAKJ39NKK1VLM3J9RCHR,A2T2D6DDA5X5DZ,35A1YQPVFETNV97LOPACS8MOD0X5IN,Mon Apr 20 00:54:14 PDT 2015,Mon Apr 20 00:54:49 PDT 2015,2015-04-20 08:57:38 UTC,Missouri,237797.00
3DQQ64TANHYBBY72NOS7GOVXXGGWPM,A2L2JF1JIRQHF7,35A1YQPVFETNV97LOPACS8MOD0X5IN,Sun Apr 19 22:39:29 PDT 2015,Sun Apr 19 22:39:51 PDT 2015,2015-04-20 06:42:36 UTC,Nebraska,0.08
3DQQ64TANHYBBY72NOS7GOVXXGNPWM,A27N78ZVOGSIAU,35A1YQPVFETNV97LOPACS8MOD0X5IN,Mon Apr 20 07:29:50 PDT 2015,Mon Apr 20 07:30:25 PDT 2015,2015-04-20 15:32:38 UTC,New York,1144481.00
3LRKMWOKB6UJDMB1WD12JFHM38T2ZW,A1VHFLDO4EPKT4,35A1YQPVFETNV97LOPACS8MOD0X5IN,Sun Apr 19 22:52:27 PDT 2015,Sun Apr 19 22:53:25 PDT 2015,2015-04-20 06:57:37 UTC,Pennsylvania,571948.00
3PQ8K71NHYX7HHYXX0EI849B6AZAAT,AU3WQKISBW5MZ,35A1YQPVFETNV97LOPACS8MOD0X5IN,Sat Apr 18 20:59:54 PDT 2015,Sat Apr 18 21:00:20 PDT 2015,2015-04-19 05:02:36 UTC,Michigan,0.38
3QHK8ZVMINVTWAUT0534CT9SI3CBLY,AHBD716JZ2RDG,35A1YQPVFETNV97LOPACS8MOD0X5IN,Sat Apr 18 18:58:33 PDT 2015,Sat Apr 18 18:58:52 PDT 2015,2015-04-19 03:02:39 UTC,Mississippi,95461.00
3U088ZLJVL68NH3I63DH1NUPP87W0I,APLQSM4J9E6LR,35A1YQPVFETNV97LOPACS8MOD0X5IN,Mon Apr 20 02:42:14 PDT 2015,Mon Apr 20 02:43:06 PDT 2015,2015-04-20 10:47:38 UTC,Wyoming,35310.00
3Y4W8Q93L0XP7C47S5WGUSVUCOBVDX,AT9BUFLGIP9Z5,35A1YQPVFETNV97LOPACS8MOD0X5IN,Sun Apr 19 21:53:04 PDT 2015,Sun Apr 19 21:53:16 PDT 2015,2015-04-20 05:57:36 UTC,MISSISSIPPI,91782.00
39PAAFCODNDWO104EVWVZWDGFAGTVV,A39YLF16LSEZF5,31N9JPQXIPVRP327M7ODMDLV48HHNV,Sun Apr 19 12:23:57 PDT 2015,Sun Apr 19 12:24:16 PDT 2015,2015-04-19 20:27:36 UTC,New Mexico,61385.00
3AWETUDC935NO7P3LGMU6VO3S4PIZM,AT9BUFLGIP9Z5,31N9JPQXIPVRP327M7ODMDLV48HHNV,Sun Apr 19 21:52:11 PDT 2015,Sun Apr 19 21:52:22 PDT 2015,2015-04-20 05:52:38 UTC,KANSAS,122731.00
3GDTJDAPVVOU0UE7X5K9L4YGAW08M5,AYALPYEQ512PP,31N9JPQXIPVRP327M7ODMDLV48HHNV,Thu Apr 16 10:34:17 PDT 2015,Thu Apr 16 10:34:48 PDT 2015,2015-04-16 18:37:39 UTC,Florida,744120.00
3GGAI1SQEWBWCX4KEH0ENQUZ0TNMC3,AFXNF8FWT090W,31N9JPQXIPVRP327M7ODMDLV48HHNV,Sat Apr 18 13:21:19 PDT 2015,Sat Apr 18 13:22:35 PDT 2015,2015-04-18 21:22:39 UTC,Arkansas,79000.00
3HHRAGRYX9IIE2ITFD50D4IWP8KO9O,ANB51V4Y2O7FR,31N9JPQXIPVRP327M7ODMDLV48HHNV,Sat Apr 18 08:36:17 PDT 2015,Sat Apr 18 08:36:49 PDT 2015,2015-04-18 16:37:41 UTC,Arizona,248888.00
3KOPY89HM9FIYP2GIRCLEVYOQOFJ32,ARO1UXSXU5QLI,31N9JPQXIPVRP327M7ODMDLV48HHNV,Sun Apr 19 21:53:44 PDT 2015,Sun Apr 19 21:54:30 PDT 2015,2015-04-20 05:57:36 UTC,Georgia,397756.00
3LKC68YZ3BGTQYV18OFSROQ7N9CWOT,A1VMHE2T0NH4GS,31N9JPQXIPVRP327M7ODMDLV48HHNV,Sat Apr 18 10:46:19 PDT 2015,Sat Apr 18 10:46:30 PDT 2015,2015-04-18 18:47:40 UTC,Georgia,404.34
3N4BPTXIO95X83LHFW8Y2JO1IPSUKB,AU3WQKISBW5MZ,31N9JPQXIPVRP327M7ODMDLV48HHNV,Sat Apr 18 23:59:59 PDT 2015,Sun Apr 19 00:00:55 PDT 2015,2015-04-19 08:02:36 UTC,Massachusetts,0.36
3SKEMFQBZ4IZA6E4CT7T6R6CLYLK86,A32FN27SSDQ3Q7,31N9JPQXIPVRP327M7ODMDLV48HHNV,Sun Apr 19 10:39:31 PDT 2015,Sun Apr 19 10:39:47 PDT 2015,2015-04-19 18:42:38 UTC,Illinois,633697.00
3TDXMTX3CC7L0X5SJBPJ9XV8N0TI6W,A2L2JF1JIRQHF7,31N9JPQXIPVRP327M7ODMDLV48HHNV,Sun Apr 19 22:32:47 PDT 2015,Sun Apr 19 22:33:07 PDT 2015,2015-04-20 06:37:36 UTC,Missouri,0.24
336KAV9KYR5J8W1W0RZJ588KXDC2YQ,A1CPLZSLNP0FI7,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Sat Apr 18 21:33:15 PDT 2015,Sat Apr 18 21:33:35 PDT 2015,2015-04-19 05:37:36 UTC,Illinois,633697.00
33CID571056OTFQGLCOYUABGU5I3L6,A1U3PULHJJGGCC,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Thu Apr 16 10:39:25 PDT 2015,Thu Apr 16 10:39:47 PDT 2015,2015-04-16 18:42:37 UTC,Oregon,45156.00
36W0OB37HXRNSCEJFY496JNOSO9ZH3,A37SZ84T6GDN7T,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Fri Apr 17 23:33:53 PDT 2015,Fri Apr 17 23:34:26 PDT 2015,2015-04-18 07:37:36 UTC,Minnesota,262847.00
39GHHAVOMG43GLLKI5H4O0QU4GC4JT,AYALPYEQ512PP,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Thu Apr 16 11:30:42 PDT 2015,Thu Apr 16 11:31:16 PDT 2015,2015-04-16 19:32:38 UTC,Indiana,274593.00
3FK0YFF9P0TB1T4TJQWA0E11CQNVVU,A3H2IJ9PWVEQRU,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Fri Apr 17 08:24:37 PDT 2015,Fri Apr 17 08:25:06 PDT 2015,2015-04-17 16:27:44 UTC,Nevada,131233.00
3GD6L00D3TACPUUMYKBU6UB8WYO1MO,A3B0QYA9FDRPXK,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Sun Apr 19 14:29:57 PDT 2015,Sun Apr 19 14:30:14 PDT 2015,2015-04-19 22:32:37 UTC,Massachusetts,364988.00
3KGTPGBS6YY2RNHRQQ2U2N271QD2U6,AT9BUFLGIP9Z5,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Sun Apr 19 21:52:23 PDT 2015,Sun Apr 19 21:52:34 PDT 2015,2015-04-20 05:52:38 UTC,UTAH,109777.00
3QL2OFSM97V2UFPKQIFE05JZ5JHNCO,ANB51V4Y2O7FR,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Sat Apr 18 08:34:07 PDT 2015,Sat Apr 18 08:35:32 PDT 2015,2015-04-18 16:37:41 UTC,Minnesota,262847.00
3QRYMNZ7FZUJGWRVC4A4PFJ3T4BTN5,A2KNE9E89YLQ3A,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Sat Apr 18 06:29:34 PDT 2015,Sat Apr 18 06:29:48 PDT 2015,2015-04-18 14:32:38 UTC,Arkansas,101818.00
3XIQGXAUMDL1US8S17UCILIJ6JR7XK,AGMJCJ660ULYJ,3YD0MU1NC2ENCV260UXW9UC1RYMA72,Fri Apr 17 08:58:50 PDT 2015,Fri Apr 17 08:59:11 PDT 2015,2015-04-17 17:02:36 UTC,Indiana,254861.00
3907X2AHF1IPZI9V9430SHF8T9L2PA,AT9BUFLGIP9Z5,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Sun Apr 19 21:47:52 PDT 2015,Sun Apr 19 21:48:04 PDT 2015,2015-04-20 05:52:36 UTC,MINNESOTA,262847.00
39JEC7537VEF2KYTS915AMDCRLECVN,A2KNE9E89YLQ3A,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Sat Apr 18 06:31:40 PDT 2015,Sat Apr 18 06:32:00 PDT 2015,2015-04-18 14:32:38 UTC,Colorado,252.66
3BV8HQ2ZZXE6UFMU7NX6SZ7PASOA6K,A2L2JF1JIRQHF7,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Sun Apr 19 22:37:08 PDT 2015,Sun Apr 19 22:37:31 PDT 2015,2015-04-20 06:37:38 UTC,Kansas,0.12
3D4CH1LGEB6UMP1VRUSS8V9UYG6G9U,A1U3PULHJJGGCC,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Thu Apr 16 10:33:14 PDT 2015,Thu Apr 16 10:33:42 PDT 2015,2015-04-16 18:37:38 UTC,Virginia,46779.00
3FTOP5WARG1MHX3JZ4U2CX0HNC30JW,A27N78ZVOGSIAU,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Mon Apr 20 07:33:41 PDT 2015,Mon Apr 20 07:34:01 PDT 2015,2015-04-20 15:37:37 UTC,Nebraska,83273.00
3KRVW3HTZOYCJETGB3QE2VYHMYCMS4,A2T2D6DDA5X5DZ,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Mon Apr 20 00:55:48 PDT 2015,Mon Apr 20 00:56:22 PDT 2015,2015-04-20 08:57:38 UTC,Louisiana,222218.00
3MYYFCXHJ4KTPJVJAZW1RNYECOU4GO,AYALPYEQ512PP,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Thu Apr 16 11:00:31 PDT 2015,Thu Apr 16 11:01:06 PDT 2015,2015-04-16 19:02:39 UTC,Delaware,61828.00
3OVR4I9USQWK28PXDV1DL12GIHP4QH,ANB51V4Y2O7FR,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Sat Apr 18 08:43:01 PDT 2015,Sat Apr 18 08:43:28 PDT 2015,2015-04-18 16:47:38 UTC,South Carolina,156384.00
3WSELTNVR4FCWDX6305Z39Z3U01ATX,APLQSM4J9E6LR,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Mon Apr 20 02:43:37 PDT 2015,Mon Apr 20 02:43:54 PDT 2015,2015-04-20 10:47:38 UTC,Vermont,25442.00
3YHH42UU5CSSCNRJ2P6FSCD9R10L0B,ARO1UXSXU5QLI,3X2YVV51PUH68MQ7CJCFQ9IFGVP1W7,Sun Apr 19 21:52:08 PDT 2015,Sun Apr 19 21:52:43 PDT 2015,2015-04-20 05:57:36 UTC,Florida,744120.00
30X31N5D643BHDKRE009T43HS9HASM,AP8QAMZAVW4TJ,33KGGVH24UULXMVXMO81SSWMPXV1X0,Thu Apr 16 10:08:31 PDT 2015,Thu Apr 16 10:09:50 PDT 2015,2015-04-16 18:12:38 UTC,Alabama,175.04
36AHBNMV1SP6B6ZCXGJ01RZOUXKDYF,A3GMFXM51U4KCN,33KGGVH24UULXMVXMO81SSWMPXV1X0,Thu Apr 16 14:33:21 PDT 2015,Thu Apr 16 14:33:49 PDT 2015,2015-04-16 22:37:40 UTC,Arizona,261.13
37TD41K0AIMZASHPYEW0ZZT5SK6CSA,A2L2JF1JIRQHF7,33KGGVH24UULXMVXMO81SSWMPXV1X0,Sun Apr 19 22:31:42 PDT 2015,Sun Apr 19 22:32:15 PDT 2015,2015-04-20 06:32:39 UTC,Colorado,0.25
39LOEL67OTITE86XRNFUP5PAADM383,ARO1UXSXU5QLI,33KGGVH24UULXMVXMO81SSWMPXV1X0,Sun Apr 19 21:50:43 PDT 2015,Sun Apr 19 21:51:24 PDT 2015,2015-04-20 05:52:38 UTC,Arkansas,98331.00
3GLB5JMZFY86PFEC3AXUURSKP8HDGI,AU3WQKISBW5MZ,33KGGVH24UULXMVXMO81SSWMPXV1X0,Sun Apr 19 00:11:44 PDT 2015,Sun Apr 19 00:12:13 PDT 2015,2015-04-19 08:12:38 UTC,Idaho,0.05
3HUTX6F6VV07EIXUU4QL3HAIJZZ2OT,AGMJCJ660ULYJ,33KGGVH24UULXMVXMO81SSWMPXV1X0,Fri Apr 17 08:47:14 PDT 2015,Fri Apr 17 08:47:28 PDT 2015,2015-04-17 16:47:38 UTC,Virginia,397025.00
3IOEN3P9S8WA0R9UB44DHYEM6QG165,AYALPYEQ512PP,33KGGVH24UULXMVXMO81SSWMPXV1X0,Thu Apr 16 11:05:25 PDT 2015,Thu Apr 16 11:05:44 PDT 2015,2015-04-16 19:07:39 UTC,Alaska,47912.00
3IOEN3P9S8WA0R9UB44DHYEM6VT16S,A1KFGU5623A7H,33KGGVH24UULXMVXMO81SSWMPXV1X0,Sat Apr 18 05:30:53 PDT 2015,Sat Apr 18 05:33:15 PDT 2015,2015-04-18 13:37:38 UTC,Maine,216.17
3IXEICO793WB9BL3DNONN4XHYHQ6TI,A39YLF16LSEZF5,33KGGVH24UULXMVXMO81SSWMPXV1X0,Sun Apr 19 12:15:51 PDT 2015,Sun Apr 19 12:16:15 PDT 2015,2015-04-19 20:17:37 UTC,Minnesota,217028.00
3L70J4KAZHZ5FO19HA5KY5HHRDSDAU,ANB51V4Y2O7FR,33KGGVH24UULXMVXMO81SSWMPXV1X0,Sat Apr 18 19:58:57 PDT 2015,Sat Apr 18 19:59:25 PDT 2015,2015-04-19 04:02:37 UTC,Texas,1.22
308XBLVESJH4Z8P65P00Y5IROWDBR2,ANB51V4Y2O7FR,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Sat Apr 18 22:53:45 PDT 2015,Sat Apr 18 22:54:05 PDT 2015,2015-04-19 06:57:36 UTC,New Hampshire,60005.00
36WLNQG780NFQ4K1JJG0ZYJ896PEBS,A1VMHE2T0NH4GS,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Sat Apr 18 10:40:17 PDT 2015,Sat Apr 18 10:40:52 PDT 2015,2015-04-18 18:42:38 UTC,Alabama,170.20
374TNBHA8C800F3H22PK1Q6NDHGYQM,A2KNE9E89YLQ3A,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Sat Apr 18 06:25:53 PDT 2015,Sat Apr 18 06:28:56 PDT 2015,2015-04-18 14:32:37 UTC,Alabama,169856.00
38YMOXR4MVC31SPX8STYAO4G2ANW6B,APLQSM4J9E6LR,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Sun Apr 19 02:32:06 PDT 2015,Sun Apr 19 02:32:24 PDT 2015,2015-04-19 10:32:41 UTC,Arizona,248888.00
3CFJTT4SXU344XJX2LUBFBV4IA67IB,AU3WQKISBW5MZ,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Sun Apr 19 00:03:21 PDT 2015,Sun Apr 19 00:03:38 PDT 2015,2015-04-19 08:07:37 UTC,Wisconsin,0.24
3PQMUDRV7SJ1TH0TLCY860LDWMYIIQ,AGMJCJ660ULYJ,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Fri Apr 17 08:57:51 PDT 2015,Fri Apr 17 08:58:07 PDT 2015,2015-04-17 17:02:36 UTC,Washington,322778.00
3R8YZBNQ9IVHLV7GFTZKODMQ9EVQ7T,A1VHFLDO4EPKT4,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Thu Apr 16 20:09:46 PDT 2015,Thu Apr 16 20:10:52 PDT 2015,2015-04-17 04:12:38 UTC,Montana,36582.00
3SNLUL3WO508S93Z0WKZHJ1G7I2LUW,AYALPYEQ512PP,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Thu Apr 16 10:35:34 PDT 2015,Thu Apr 16 10:36:15 PDT 2015,2015-04-16 18:37:39 UTC,Pennsylvania,553301.00
3VHHR074H4U6UYR3NORO7RNWZC57LQ,A37SZ84T6GDN7T,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Fri Apr 17 23:20:28 PDT 2015,Fri Apr 17 23:21:32 PDT 2015,2015-04-18 07:22:36 UTC,Illinois,633697.00
3YOH7BII0AKXLIAHKMI3Y5QKWV9KVW,AFXNF8FWT090W,36JW4WBR06XF1BPQOJ50E8CM2HVFHM,Sat Apr 18 13:20:00 PDT 2015,Sat Apr 18 13:21:19 PDT 2015,2015-04-18 21:22:39 UTC,Arizona,249000.00
32KTQ2V7RESUEZXH2XQNL0TRU7Z9MM,A2KNE9E89YLQ3A,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Sat Apr 18 06:29:17 PDT 2015,Sat Apr 18 06:29:31 PDT 2015,2015-04-18 14:32:38 UTC,Arizona,256364.00
39LNWE0K4V9628VTFTNMP39OQEBIUI,AYALPYEQ512PP,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Thu Apr 16 11:35:29 PDT 2015,Thu Apr 16 11:36:00 PDT 2015,2015-04-16 19:37:37 UTC,Maryland,299239.00
3A0EX8ZRN91DW91SJKSU61BORH1BY9,A37SZ84T6GDN7T,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Fri Apr 17 23:58:33 PDT 2015,Fri Apr 17 23:58:59 PDT 2015,2015-04-18 08:02:36 UTC,Idaho,52747.00
3CTOC39K3830Z833K3FBRCA4VL27JM,A3H2IJ9PWVEQRU,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Fri Apr 17 06:48:19 PDT 2015,Fri Apr 17 06:49:08 PDT 2015,2015-04-17 14:52:37 UTC,Georgia,397756.00
3GDTJDAPVVOU0UE7X5K9L4YGA2M8M3,A187PGJ8BQDVR3,3VP28W7DUNX1SWPKU5B7EFGRY7BZFV,Sat Apr 18 08:24:48 PDT 2015,Sat Apr 18 08:25:22 PDT 2015,2015-04-18 16:27:44 UTC,California,1.85
